,series,right,title,cover,metadata
0,X-Men,(February 2002),X-Treme X-Men #8 [Newsstand Edition],./covers/X-Treme X-Men #8 [Newsstand Edition].jpg,"{'pencils': 'Salvador Larroca', 'inks': 'Joe Weems (signed)', 'colors': 'Liquid Graphics (signed)', 'genre': 'superhero', 'characters': 'Gambit', 'reprints': 'in  X-Men (Hjemmet / Egmont, 2003 series) #3/2005 ([mai] 2005)'}"
0,X-Men,(April 2002),X-Treme X-Men #10 [Newsstand Edition],./covers/X-Treme X-Men #10 [Newsstand Edition].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': 'Liquid Graphics', 'genre': 'superhero', 'characters': 'Storm; Rogue; Bishop; Gambit; Thunderbird [Neal Shaara]; Sage [Tessa]; Slipstream [Davis Cameron]; Lifeguard [Heather Cameron]'}"
0,X-Men,(June 2002),X-Treme X-Men #12 [Newsstand Edition],nan,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': 'Liquid Graphics (signed)', 'genre': 'superhero', 'characters': 'Storm; Khan'}"
0,X-Men,(December 2002),X-Treme X-Men #19 [Newsstand Edition],./covers/X-Treme X-Men #19 [Newsstand Edition].jpg,"{'pencils': 'Salvador Larroca', 'inks': 'Salvador Larroca', 'colors': '?', 'genre': 'superhero', 'characters': 'Jean Grey; Storm; Rogue; Gambit; Bishop; Sage [Tessa]'}"
0,nan,(September 2014),100th Anniversary Special: X-Men #1 [Alexander Lozano Variant],./covers/100th Anniversary Special: X-Men #1 [Alexander Lozano Variant].jpg,{}
0,X-Men,(May 2000),X-Men #100 [Dynamic Forces Jae Lee cover variant],./covers/X-Men #100 [Dynamic Forces Jae Lee cover variant].jpg,"{'pencils': 'Jae Lee', 'inks': 'Jae Lee', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Wolverine; Storm; Colossus; Psylocke; Rogue; Kitty Pryde]'}"
0,X-Men,([October] 2011),X-Men by Chris Claremont & Jim Lee Omnibus #1,./covers/X-Men by Chris Claremont & Jim Lee Omnibus #1.jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Jim Lee (signed)', 'colors': 'Thomas Mason (signed)', 'letters': 'Typeset', 'characters': 'X-Men [Rogue; Forge; Beast; Storm; Wolverine [Logan]; Paylocke; Strong Guy; Jubilee]; Magneto'}"
0,X-Men,(November 2012),First X-Men #2 [Variant Cover by Mike Deodato Jr.],./covers/First X-Men #2 [Variant Cover by Mike Deodato Jr.].jpg,"{'pencils': 'Neal Adams', 'inks': 'Neal Adams', 'colors': 'Matthew Wilson', 'genre': 'superhero'}"
0,X-Men,(October 2012),First X-Men #1 [Variant Cover by Neal Adams],./covers/First X-Men #1 [Variant Cover by Neal Adams].jpg,"{'pencils': 'Neal Adams', 'inks': 'Neal Adams', 'colors': 'Matthew Wilson', 'genre': 'superhero', 'reprints': 'in  New Avengers (Marvel, 2010 series) #28 (September 2012)  in  First X-Men (Panini France, 2013 series)  (juillet 2013)'}"
0,Wolverine; X-Men,(May 2014),Wolverine & the X-Men #1 [Jenny Parks Animal Variant],./covers/Wolverine & the X-Men #1 [Jenny Parks Animal Variant].jpg,"{'pencils': 'Jenny Parks (signed) (painted)', 'inks': 'Jenny Parks (signed) (painted)', 'colors': 'Jenny Parks (signed) (painted)', 'genre': 'superhero', 'characters': 'Wolverine [depicted as a cat]'}"
0,X-Men,(November 1990),The Uncanny X-Men #270 [Gold 2nd Print],./covers/The Uncanny X-Men #270 [Gold 2nd Print].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Scott Williams (signed)', 'colors': '?', 'letters': 'Tom Orzechowski', 'genre': 'superhero', 'characters': 'Havok; Storm; Boom Boom', 'reprints': 'in  X-Tinction Agenda [X-Men] (Marvel, 1992 series)  (September 1992) [cover]'}"
0,Wolverine; X-Men,(March 2012),Wolverine & the X-Men #4 [2nd Printing Black and White Variant],./covers/Wolverine & the X-Men #4 [2nd Printing Black and White Variant].jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Nick Bradshaw', 'colors': 'Frank Martin', 'genre': 'superhero', 'reprints': 'in  Wolverine (Panini France, 2012 series) #2 (août 2012)  in  Wolverine und die X-Men (Panini Deutschland, 2012 series) #2 (Oktober 2012)', 'keywords': 'aliens; classroom; teaching'}"
0,X-Men,(April 2013),Uncanny X-Men #1 [Hastings Exclusive Variant by Francesco Francavilla],./covers/Uncanny X-Men #1 [Hastings Exclusive Variant by Francesco Francavilla].jpg,"{'pencils': 'Francesco Francavilla (signed)', 'inks': 'Francesco Francavilla (signed)', 'colors': 'Francesco Francavilla (signed)', 'genre': 'superhero'}"
