,series,right,title,cover,metadata
0,X-Men,(February 2006),X-Men #179 [Direct Edition],./covers/X-Men #179 [Direct Edition].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca', 'colors': 'Liquid! (signed)', 'genre': 'superhero', 'characters': 'Havok; Wolverine; Polaris; Rogue; Gambit; Sentinel', 'reprints': 'in  Decimation: X-Men - The Day After (Marvel, 2006 series)  ([April] 2006)', 'keywords': 'Decimation'}"
0,X-Men,(December 2005),X-Men #176 [Direct Edition],./covers/X-Men #176 [Direct Edition].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca', 'colors': 'Liquid! (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Black Panther; Storm', 'reprints': 'in  X-Men / Black Panther: Wild Kingdom (Marvel, 2006 series) #[nn] ([January] 2006)'}"
0,X-Men,(May 2007),Astonishing X-Men #21 [Armor Cover],./covers/Astonishing X-Men #21 [Armor Cover].jpg,"{'pencils': 'John Cassaday', 'inks': 'John Cassaday', 'colors': 'Laura Martin', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Armor [Hisako Ichiki]', 'reprints': 'in  Astonishing X-Men (Marvel, 2006 series) #2 (2008)  in  Astonishing X-Men (Marvel, 2004 series) #4 - Unstoppable ([June] 2008)'}"
0,X-Men,(May 2005),X-Men: Age of Apocalypse #2,./covers/X-Men: Age of Apocalypse #2.jpg,"{'pencils': 'Chris Bachalo (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Silver Samurai; Quicksilver'}"
0,X-Men,(November 1995),X-Men #46 [Direct Edition],./covers/X-Men #46 [Direct Edition].jpg,"{'script': '?', 'pencils': 'Andy Kubert', 'inks': 'Cam Smith', 'colors': 'Arno', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Jean Grey; Gambit; Archangel; Bishop]; X-Babies [Cyclops; Gambit; Rogue; Archangel; Iceman; Bishop]', 'reprints': 'in  X-Mannen Special (JuniorPress, 1992 series) #18 (1996)  in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #79 (Gennaio 1997)'}"
0,X-Men,(October 2005),X-Men: The End - Heroes and Martyrs #6,./covers/X-Men: The End - Heroes and Martyrs #6.jpg,"{'pencils': 'Greg Land (signed)', 'inks': 'Matt Ryan (signed)', 'colors': 'Justin Ponsor [as J-Po] (signed)', 'genre': 'superhero', 'characters': 'Gambit; Rogue', 'reprints': 'in  X-Men: The End (Marvel, 2005 series) #2 - Heroes & Martyrs ([October] 2005)'}"
0,X-Men,(July 2005),Astonishing X-Men #11 [Direct Edition],./covers/Astonishing X-Men #11 [Direct Edition].jpg,"{'pencils': 'John Cassaday [as JC] (signed)', 'inks': 'John Cassaday [as JC] (signed)', 'colors': 'Laura Martin (signed)', 'genre': 'superhero', 'characters': 'Danger; X-Men [Professor Xavier; Beast; Colossus; Shadowcat [Kitty Pryde]; Wolverine; Cyclops]', 'reprints': 'in  Astonishing X-Men (Marvel, 2004 series) #2 - Dangerous ([August] 2005)  in  Astonishing X-Men (Marvel, 2006 series) #1 (2006)  in  Astonishing X-Men Saga (Marvel, 2006 series)  (2006)  in  X-Men (Hjemmet / Egmont, 2003 series) #4/2006 ([juli] 2006)'}"
0,X-Men,(October 2004),X-Men: The End #1 [Direct Edition],./covers/X-Men: The End #1 [Direct Edition].jpg,"{'pencils': 'Greg Land (signed)', 'inks': 'Matt Ryan (signed)', 'colors': 'Justin Ponsor [as J-Po] (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Storm; Wolverine', 'reprints': 'in  X-Men: The End (Marvel, 2005 series) #1 - Dreamers & Demons (2005)'}"
0,X-Men,(February 2005),X-Men: The End #6 [Direct Edition],./covers/X-Men: The End #6 [Direct Edition].jpg,"{'pencils': 'Greg Land (signed)', 'inks': 'Matt Ryan (signed)', 'colors': 'Justin Ponsor [as J-Po] (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Northstar; Cyclops', 'reprints': 'in  X-Men: The End (Marvel, 2005 series) #1 - Dreamers & Demons (2005)'}"
0,X-Men,(May 2003),New X-Men #138 [Direct Edition],./covers/New X-Men #138 [Direct Edition].jpg,"{'pencils': 'Frank Quitely (signed)', 'inks': 'Frank Quitely (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Professor X', 'reprints': ""in  New X-Men (Marvel, 2002 series) #2 (2003)  in  New X-Men (Marvel, 2001 series) #4 - Riot at Xavier's ([May] 2003)  in  X-Men (Hjemmet / Egmont, 2003 series) #6/2004 ([november] 2004)""}"
0,X-Men,(February 2007),Astonishing X-Men #19 [Cyclops Cover],./covers/Astonishing X-Men #19 [Cyclops Cover].jpg,"{'pencils': 'John Cassaday', 'inks': 'John Cassaday', 'colors': 'Laura Martin', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops [Scott Summers]', 'reprints': 'in  Astonishing X-Men (Marvel, 2006 series) #2 (2008)  in  Astonishing X-Men (Marvel, 2004 series) #4 - Unstoppable ([June] 2008)'}"
0,Blade,(October 2010),X-Men: Curse of the Mutants - Blade #1,./covers/X-Men: Curse of the Mutants - Blade #1.jpg,"{'pencils': 'Dave Wilkins', 'inks': 'Dave Wilkins', 'colors': 'Dave Wilkins', 'genre': 'superhero', 'characters': 'Blade; Dracula'}"
