,series,right,title,cover,metadata
0,X-Men,(March 2018),Jean Grey #11 [Gurihiru],nan,"{'pencils': 'David Yardin', 'inks': 'David Yardin', 'colors': 'David Yardin', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Jean Grey; Kid Omega [Quentin Quire]; Psylocke [Elisabeth Braddock]; Thor; Doctor Strange [Stephen Strange]; White Queen [Emma Frost]; Stepford Cuckoos [Mindee; Phoebe; Celeste]; Scarlet Witch [Wanda Maximoff]; Namor; Hope Summers; Prestige [Rachel Summers]'}"
0,Cable,(April 2018),Cable #154,nan,"{'pencils': 'Jon Malin', 'inks': 'Jon Malin', 'colors': 'Juan Fernandez', 'genre': 'superhero', 'characters': 'Gideon; Cable [Nathan Summers]'}"
0,Iron Man,([September] 1989),Iron Man Annual #10,./covers/Iron Man Annual #10.jpg,"{'pencils': 'Bob Layton (signed)', 'inks': 'Bob Layton (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Iron Man [Tony Stark]; Namor, the Sub-Mariner', 'reprints': 'in  Atlantis Attacks Omnibus (Marvel, 2010 series)  (2010)  in  Iron Man Epic Collection (Marvel, 2013 series) #15 - Doom'}"
0,nan,([February] 2008),Clandestine Classic,nan,{}
0,X-Men,(November 2000),Black Sun: Colossus and Nightcrawler #1,./covers/Black Sun: Colossus and Nightcrawler #1.jpg,"{'pencils': 'Vince Evans (painting, signed)', 'inks': 'Vince Evans (painting, signed)', 'colors': 'Vince Evans (painting, signed)', 'genre': 'superhero', 'characters': 'Colossus; Nightcrawler; Phoenix [Jean Grey]; Beast'}"
0,X-Men,(November 2000),Black Sun: Storm #2,./covers/Black Sun: Storm #2.jpg,"{'pencils': 'Vince Evans (painting)', 'inks': 'Vince Evans (painting)', 'colors': 'Vince Evans (painting)', 'genre': 'superhero', 'characters': 'Storm; Archangel; Pilgrimm'}"
0,X-Men,(November 2000),Black Sun: Wolverine and Thunderbird #1,./covers/Black Sun: Wolverine and Thunderbird #1.jpg,"{'pencils': 'Vince Evans (painting)', 'inks': 'Vince Evans (painting)', 'colors': 'Vince Evans (painting)', 'genre': 'superhero', 'characters': 'Thunderbird [Neal Shaara]; Wolverine; Magik [Amanda Sefton]'}"
0,Jean Grey,(December 2017),Jean Grey #8 [Mike Mayhew Lenticular Homage Cover],./covers/Jean Grey #8 [Mike Mayhew Lenticular Homage Cover].jpg,"{'pencils': 'Mike Mayhew', 'inks': 'Mike Mayhew', 'colors': 'Mike Mayhew', 'letters': 'typeset', 'genre': 'superhero'}"
0,Jean Grey,(December 2017),Jean Grey #8 [Mike McKone Legacy Headshot Cover],./covers/Jean Grey #8 [Mike McKone Legacy Headshot Cover].jpg,"{'pencils': 'Mike McKone; Andy Troy', 'inks': 'Mike McKone; Andy Troy', 'colors': 'Mike McKone; Andy Troy', 'letters': 'typeset', 'genre': 'superhero'}"
0,Thor,(June 2011),The Mighty Thor #1 [Variant Edition - Thor Movie Newsstand Edition],./covers/The Mighty Thor #1 [Variant Edition - Thor Movie Newsstand Edition].jpg,"{'pencils': '? (photograph)', 'inks': '? (photograph)', 'colors': '? (photograph)', 'genre': 'superhero'}"
0,nan,([May] 2009),New Exiles #4 - Away We Go,nan,{}
0,Jean Grey,(December 2017),Jean Grey #8,./covers/Jean Grey #8.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'David Yardin (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Jean Grey; White Queen [Emma Frost]'}"
0,X-Men,(November 2000),Black Sun: Banshee and Sunfire #3,./covers/Black Sun: Banshee and Sunfire #3.jpg,"{'pencils': 'Vince Evans (painting, signed)', 'inks': 'Vince Evans (painting, signed)', 'colors': 'Vince Evans (painting, signed)', 'genre': 'superhero', 'characters': 'Polaris; Sunfire; Iceman; Banshee'}"
0,X-Factor,(August 2011),X-Factor #220,./covers/X-Factor #220.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Factor [Banshee [Theresa Rourke Cassidy]; Longshot; M [Monet St. Croix]; Multiple Man [Jamie Madrox]; Rictor [Julio Esteban Richter]; Shatterstar]; Layla Miller; Wolfsbane [Rahne Sinclair]', 'reprints': 'in  X-Men Universe Hors-Série (Panini France, 2012 series) #3 (septembre 2012)'}"
0,X-Factor,(September 2011),X-Factor #222,./covers/X-Factor #222.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Factor [Banshee [Theresa Rourke Cassidy]; Longshot; M [Monet St. Croix]; Multiple Man [Jamie Madrox]; Rictor [Julio Esteban Richter]; Shatterstar]; Layla Miller; Wolfsbane [Rahne Sinclair]', 'reprints': 'in  X-Men Universe Hors-Série (Panini France, 2012 series) #3 (septembre 2012)'}"
