,series,right,title,cover,metadata
0,X-Factor,(October 2012),X-Factor #242,./covers/X-Factor #242.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'David Yardin (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Darwin [Armando Muñoz]; Werewolf [Jack Russell]'}"
0,X-Factor,(October 2012),X-Factor #241,./covers/X-Factor #241.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'Rachelle Rosenberg [as Rachelle] (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'X-Factor [Banshee [Theresa Rourke Cassidy]; Havok [Alex Summers]; Longshot; M [Monet St. Croix]; Polaris [Lorna Dane]; Rictor [Julio Esteban Richter]; Shatterstar; Strong Guy [Guido Carosella]; Wolfsbane [Rahne Sinclair]]'}"
0,X-Factor,(September 2012),X-Factor #239,./covers/X-Factor #239.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'David Yardin (signed)', 'genre': 'superhero', 'characters': 'Banshee [Theresa Rourke Cassidy]; Morrigan', 'reprints': 'in  X-Men Universe Hors-Série (Panini France, 2012 series) #6 (octobre 2013)'}"
0,X-Factor,(March 2012),X-Factor #230 [Nick Bradshaw Regenesis Gold Variant Cover],./covers/X-Factor #230 [Nick Bradshaw Regenesis Gold Variant Cover].jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Nick Bradshaw', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Factor [Banshee [Theresa Rourke Cassidy]; Butterfly [Layla Miller]; Havok [Alex Summers]; Longshot; M [Monet St. Croix]; Multiple Man [Jamie Madrox]; Polaris [Lorna Dane]; Rictor [Julio Esteban Richter]; Shatterstar; Strong Guy [Guido Carosella]; Wolfsbane [Rahne Sinclair]]'}"
0,X-Factor,(September 2012),X-Factor #240,./covers/X-Factor #240.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'David Yardin (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Butterfly [Layla Miller]', 'reprints': 'in  X-Men Universe Hors-Série (Panini France, 2012 series) #6 (octobre 2013)'}"
0,X-Factor,(November 2012),X-Factor #243,./covers/X-Factor #243.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'David Yardin (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Factor [Havok [Alex Summers]; Polaris [Lorna Dane]]; Magneto'}"
0,Inhumans,(May 2017),Inhumans Prime #1 [Incentive Elizabeth Torque Connecting Variant],nan,"{'pencils': 'Elizabeth Torque', 'inks': 'Elizabeth Torque', 'colors': 'Elizabeth Torque', 'genre': 'superhero'}"
0,Inhumans,(May 2017),Inhumans Prime #1 [KRS Comics Exclusive Gabriele Dell'Otto Connecting Variant],nan,"{'pencils': 'Jonboy Meyers (signed)', 'inks': 'Jonboy Meyers (signed)', 'colors': 'Jonboy Meyers (signed)', 'genre': 'superhero', 'characters': 'Black Bolt; Medusa; Karnak; Gargoyle; Lockjaw; Flint [Jason]; Crystal [Crystalia Amaquelin Maximoff]; Marvel Boy [Noh-Varr]; Inferno [Dante Pertuz]; Moon Girl [Lunella Lafayette]; Devil Dinosaur; Swain; Ms. Marvel [Kamala Khan]'}"
0,Spider-Man,(August 2012),X-Factor #237 [Amazing Spider-Man In Motion Variant Cover],./covers/X-Factor #237 [Amazing Spider-Man In Motion Variant Cover].jpg,"{'pencils': 'Carlo Barberi (signed)', 'inks': 'Carlo Barberi (signed)', 'colors': 'Chris Sotomayor [as Soto!] (signed)', 'genre': 'superhero', 'characters': 'Spider-Man [Peter Parker]; Morbius [Dr. Michael Morbius]'}"
0,nan,(2016),X-23 Complete Collection #1,./covers/X-23 Complete Collection #1.jpg,{}
0,nan,([June 24] 2009),Dark Reign: Accept Change #[nn],./covers/Dark Reign: Accept Change #[nn].jpg,{}
0,IVX,(March 2017),IVX #2 [Incentive Inhumans Ardian Syaf Variant],./covers/IVX #2 [Incentive Inhumans Ardian Syaf Variant].jpg,"{'pencils': 'Ardian Syaf', 'inks': 'Ardian Syaf', 'colors': 'Ardian Syaf', 'letters': 'typeset', 'genre': 'superhero'}"
