,series,right,title,cover,metadata
0,Iron Man,(June 2010),X-Men: Legacy #235 [Iron Man Variant],./covers/X-Men: Legacy #235 [Iron Man Variant].jpg,"{'pencils': 'Dave Johnson', 'inks': 'Dave Johnson', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Iron Man'}"
0,X-Men,(July 2010),X-Men: Hellbound #1 [2nd Print Variant],./covers/X-Men: Hellbound #1 [2nd Print Variant].jpg,"{'pencils': 'Harvey Tolibao', 'inks': 'Sandu Florea', 'colors': 'Jay David Ramos', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cannonball; Gambit; Northstar; Pixie; Anole; Trance; Dazzler'}"
0,X-Men,(June 2000),The Uncanny X-Men #381 [Dynamic Forces Chromium Variant],./covers/The Uncanny X-Men #381 [Dynamic Forces Chromium Variant].jpg,"{'pencils': 'Adam Kubert', 'inks': 'Tim Townsend', 'colors': 'Richard Isanove', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Professor X; Jean Grey; Storm; Beast; Cable; Gambit'}"
0,Cyclops,(October 2000),X-Men: Search for Cyclops #1 [Adam Pollina Variant],./covers/X-Men: Search for Cyclops #1 [Adam Pollina Variant].jpg,"{'pencils': 'Adam Pollina', 'inks': 'Adam Pollina', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops'}"
0,X-Men,(April 2001),X-Men The Hidden Years #17 [Direct Edition],./covers/X-Men The Hidden Years #17 [Direct Edition].jpg,"{'pencils': 'John Byrne (signed)', 'inks': 'John Byrne (signed)', 'colors': 'Greg Wright', 'letters': '?', 'genre': 'superhero', 'characters': 'Beast; Kraven the Hunter'}"
0,X-Men,(June 2017),X-Men: Gold #1 [Incentive Jim Lee Remastered Variant],./covers/X-Men: Gold #1 [Incentive Jim Lee Remastered Variant].jpg,"{'pencils': 'Jim Lee', 'inks': 'Scott Williams', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Archangel [Warren Worthington III]; Colossus [Peter Rasputin]]', 'reprints': 'in  X-Men Gold (Editorial Televisa, 2017 series) #1 [Portada Variante Remasterizada por Jim Lee] (28 de diciembre de 2017)'}"
0,X-Men,(April 2016),Extraordinary X-Men #5 [Second Printing Variant],nan,"{'pencils': 'Humberto Ramos (signed)', 'inks': 'Humberto Ramos (signed)', 'colors': 'Edgar Delgado (signed)', 'genre': 'superhero', 'characters': 'X-Men [Colossus; Jean Grey; Old Man Logan; Storm; Iceman; Magik]', 'reprints': 'in  X-Men (Panini Deutschland, 2016 series) #1 - Die Zuflucht (August 2016)'}"
0,X-Men,(September 2016),Uncanny X-Men #10 [Incentive Christian Ward Variant],./covers/Uncanny X-Men #10 [Incentive Christian Ward Variant].jpg,"{'pencils': 'Christian Ward', 'inks': 'Christian Ward', 'colors': 'Christian Ward', 'genre': 'superhero', 'characters': 'Xorn'}"
0,X-Men,(March 2016),Uncanny X-Men #1 [Greg Land Hip-Hop Variant],./covers/Uncanny X-Men #1 [Greg Land Hip-Hop Variant].jpg,"{'pencils': 'Greg Land (signed)', 'inks': 'Jay Leisten', 'colors': 'Guru-eFX (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Magneto [Erik Lehnsherr]; Mystique [Raven Darkhölme]; Sabretooh [Victor Creed]; Fantomex [Charlie Cluster-7]', 'reprints': 'in  Los Increíbles Hombres X, Uncanny X-Men (Editorial Televisa, 2016 series) #1 [Portada Variante Hip-Hop por Greg Land] (01 de Marzo de 2016)'}"
0,X-Men,(2002),New X-Men #1 [second printing] - e is for extinction,./covers/New X-Men #1 [second printing] - e is for extinction.jpg,"{'pencils': 'Frank Quitely', 'inks': 'Tim Townsend', 'colors': '?', 'genre': 'superhero', 'reprints': 'in  New X-Men (Marvel, 2002 series) #1 (2002)'}"
