,series,right,title,cover,metadata
0,nan,(April 2014),X-Men Legacy #24,./covers/X-Men Legacy #24.jpg,{}
0,X-Men,(2014),X-Men: Phalanx Covenant,nan,"{'pencils': 'Adam Kubert', 'inks': 'Mark Farmer', 'colors': '?', 'genre': 'superhero', 'characters': 'Wolverine; Cable; Jean Grey; Cyclopes; Phalanx', 'reprints': 'from  Wolverine (Marvel, 1988 series) #85 [Foil Enhanced Cover] (September 1994)'}"
0,X-Men,(March 1997),The Adventures of the X-Men #12,./covers/The Adventures of the X-Men #12.jpg,"{'pencils': 'Trevor Scott', 'inks': '?', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Storm; Wolverine; Gambit; Beast; Living Tribunal'}"
0,nan,(2009),X-Men: Magneto Testament,./covers/X-Men: Magneto Testament.jpg,{}
0,Young X-Men,(January 2009),Young X-Men #8,./covers/Young X-Men #8.jpg,"{'pencils': 'Michael Ryan', 'inks': 'Michael Ryan', 'colors': 'Christina Strain', 'genre': 'superhero', 'characters': 'Young X-Men [Anole [Victor Borkowski]; Dust [Sooraya Qadir]; Rockslide [Santo Vaccarro]; Ink [Eric Gitter]; Jonas Greymalkin]'}"
0,X-Men,(November 2008),The Uncanny X-Men #502,./covers/The Uncanny X-Men #502.jpg,"{'pencils': 'Greg Land (signed)', 'inks': 'Jay Leisten (signed)', 'colors': 'Justin Ponsor (signed)', 'genre': 'superhero', 'characters': 'X-Men [Nightcrawler [Kurt Wagner]; Wolverine [Logan]]; Hellfire Cult', 'reprints': 'in  Essential X-Men (Panini UK, 2010 series) #8 (September 2010)  in  Los Increíbles Hombres X, Uncanny X-Men (Editorial Televisa, 2009 series) #8'}"
0,Young X-Men,(May 2009),Young X-Men #12,./covers/Young X-Men #12.jpg,"{'pencils': 'Pasqual Ferry (signed)', 'inks': 'Pasqual Ferry (signed)', 'colors': 'Brian Reber (signed)', 'genre': 'superhero', 'characters': 'Young X-Men [Anole [Victor Borkowski]; Dust [Sooraya Qadir]; Rockslide [Santo Vaccarro]; Ink [Eric Gitter]; Jonas Graymallkin; Dani Moonstar; Sunspot [Roberto da Costa]]'}"
0,X-Men,(September 2000),X-Men Movie Adaptation,./covers/X-Men Movie Adaptation.jpg,"{'pencils': 'Anthony Williams', 'inks': 'Andy Lanning', 'colors': 'Atomic Paintbrush', 'genre': 'superhero', 'characters': 'Professor X; X-Men [Cyclops; Jean Grey; Storm; Wolverine; Rogue]; Magneto', 'reprints': 'in  Filmspecial (JuniorPress, 1983 series) #14 [b] - X-Mannen (2000)'}"
0,nan,(2010),Astonishing X-Men: Exogenetic,nan,{}
0,X-Men; Spider-Man,(1989),X-Men in the Savage Land,./covers/X-Men in the Savage Land.jpg,"{'pencils': 'John Buscema', 'inks': 'John Buscema', 'colors': '?', 'genre': 'superhero', 'characters': 'Spider-Man [Peter Parker]; Storm; Wolverine; Colossus; Nightcrawler; Angel', 'reprints': 'from  The Savage Land (Marvel, 1987 series)  (1987)'}"
0,Ultimate X-Men,(April 2005),Ultimate X-Men #56,./covers/Ultimate X-Men #56.jpg,"{'pencils': 'Stuart Immonen [as sai] (signed)', 'inks': 'Wade Von Grawbadger (signed)', 'colors': 'Justin Ponsor [as J-Po] (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Colossus [Piotr Rasputin]', 'reprints': 'in  Ultimate X-Men (Marvel, 2002 series) #11 - The Most Dangerous Game (2005)'}"
0,New X-Men,(July 2004),New X-Men #1,./covers/New X-Men #1.jpg,"{'pencils': 'Randy Green [as RG] (signed)', 'inks': 'Rick Ketcham [as Rick] (signed)', 'colors': 'Richard Isanove (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Prodigy [David Alleyne]; Wind Dancer [Sofia Mantega]; Surge [Noriko Ashida]; Wallflower [Laurie Collins]; Elixir [Josh Foley]; Dust [Sooraya Quadir]', 'reprints': 'in  New X-Men: Academy X (Marvel, 2004 series) #1 - Choosing Sides ([December] 2004)'}"
0,X-Men,(March 1998),X-Men: The Manga #1,./covers/X-Men: The Manga #1.jpg,"{'pencils': 'Hiroshi Higuchi', 'inks': 'Hiroshi Higuchi', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Wolverine [in forefront]; Gambit; Wolverine; Jubilee; Cyclops; Beast; Storm; Rogue'}"
0,X-Men,(July 1998),X-Men: The Manga #8,./covers/X-Men: The Manga #8.jpg,"{'pencils': 'Reiji Hagihara', 'inks': 'Reiji Hagihara', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops; Sabretooth'}"
0,Avengers; X-Men,(September 2012),Avengers vs. X-Men #8 [X-Men Team Variant],./covers/Avengers vs. X-Men #8 [X-Men Team Variant].jpg,"{'pencils': 'Alan Davis', 'inks': 'Mark Farmer', 'colors': '?', 'genre': 'superhero', 'characters': 'Luke Cage; Beast [Henry McCoy]'}"
0,X-Men,(June 2007),The Uncanny X-Men #485,./covers/The Uncanny X-Men #485.jpg,"{'pencils': 'Billy Tan (signed)', 'inks': 'Danny Miki (signed); Allen Martinez (signed)', 'colors': ""Frank D'Armata (signed)"", 'genre': 'superhero', 'characters': ""Vulcan [Gabriel Summers]; Deathbird [Cal'syee Neramani]; Professor X [Charles Xavier]"", 'reprints': ""in  Uncanny X-Men: Rise & Fall of the Shi'ar Empire (Marvel, 2007 series) #[nn] (2007) [cover]""}"
0,X-Men,(September 1983),The Uncanny X-Men #173,./covers/The Uncanny X-Men #173.jpg,"{'pencils': 'Paul Smith (signed)', 'inks': 'Paul Smith (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Wolverine; Rogue', 'reprints': ""in  Projekt X special (Interpresse, 1987 series) #2 ([juni] 1987)  in  The Uncanny X-Men: From the Ashes... (Marvel, 1990 series)  (1990)  in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #5 (Novembre 1990)  in  Obras Maestras (Planeta DeAgostini, 1991 series) #2 - La Patrulla-X: Desde las Cenizas (Abril 1991)  in  X-Men Classic (Marvel, 1990 series) #77 (November 1992)  in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Wizard Wolverine Masterpiece Edition (Marvel; Wizard, 2004 series) #1 (December 2004)  in  X-Men : l'intégrale (Panini France, 2003 series) #1983 (juin 2005)  in  Wolverine by Claremont and Miller (Marvel, 2006 series)  (2006)  in  Wolverine by Claremont & Miller (Marvel, 2013 series)  (2013)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)""}"
0,Ultimate X-Men,(April 2003),Ultimate X-Men #29,./covers/Ultimate X-Men #29.jpg,"{'pencils': 'David Finch (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Wolverine'}"
0,Avengers; X-Men,(December 2012),Avengers vs. X-Men #12 [X-Men Team Variant],./covers/Avengers vs. X-Men #12 [X-Men Team Variant].jpg,"{'pencils': 'Adi Granov', 'inks': 'Adi Granov', 'colors': 'Adi Granov', 'genre': 'superhero', 'characters': 'Iron Man; Magneto'}"
0,X-Men,(March 2007),The Uncanny X-Men #482,./covers/The Uncanny X-Men #482.jpg,"{'pencils': 'Billy Tan (signed)', 'inks': 'Danny Miki (signed); Allen Martinez (signed)', 'colors': ""Frank D'Armata (signed)"", 'genre': 'superhero', 'characters': ""Starjammers [Corsair [Christopher Summers]; Hepzibah; Raza Longknife; Ch'od]; X-Men [Havok [Alex Summers]; Polaris [Lorna Dane]]"", 'reprints': ""in  Uncanny X-Men: Rise & Fall of the Shi'ar Empire (Marvel, 2007 series) #[nn] (2007) [cover]""}"
0,nan,(February 2014),Uncanny X-Men #15,./covers/Uncanny X-Men #15.jpg,{}
0,X-Men,(February 2015),Amazing X-Men #14,./covers/Amazing X-Men #14.jpg,"{'pencils': 'Kris Anka', 'inks': 'Kris Anka', 'colors': 'Kris Anka', 'genre': 'superhero', 'characters': 'Nightcrawler; Mystique'}"
0,X-Men,(June 2014),Amazing X-Men #6,./covers/Amazing X-Men #6.jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Dexter Vines', 'colors': 'Marte Gracia', 'genre': 'superhero', 'characters': 'Mystique; Nightcrawler'}"
0,X-Men,(November 2017),X-Men: Blue #12,./covers/X-Men: Blue #12.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Peter Steigerwald (signed, credited)', 'genre': 'superhero', 'characters': 'Marvel Girl [Jean Grey]; Iceman [Robert Drake]; Angel [Warren Worthington III]; Beast [Hank McCoy]; Cyclops [Scott Summers]; Jimmy Hudson; Miss Sinister'}"
0,Ultimate X-Men,(January 2004),Ultimate X-Men #39,./covers/Ultimate X-Men #39.jpg,"{'pencils': 'David Finch (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Nightcrawler'}"
0,X-Men,(April 2005),The Uncanny X-Men #455,./covers/The Uncanny X-Men #455.jpg,"{'pencils': 'Alan Davis', 'inks': 'Mark Farmer', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Psylocke', 'reprints': 'in  X-Men (Hjemmet / Egmont, 2003 series) #5/2006 ([september] 2006)'}"
0,Ultimate X-Men,(August 2006),Ultimate X-Men #71,./covers/Ultimate X-Men #71.jpg,"{'pencils': 'Ben Oliver', 'inks': 'Ben Oliver', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Jean Grey'}"
0,New X-Men,(August 2005),New X-Men #15,./covers/New X-Men #15.jpg,"{'pencils': 'Michael Ryan [as Ryan] (signed)', 'inks': 'Rick Ketcham [as Rick] (signed)', 'colors': 'Pete Pantazis [as Pete] (signed)', 'genre': 'superhero', 'characters': 'Prodigy [David Alleyne]; Wallflower [Laurie Collins]; Wind Dancer [Sofia Mantega]; Elixir [Josh Foley]; Surge [Noriko Ashida]; Icarus [Jay Guthrie]; Blob', 'reprints': 'in  New X-Men: Academy X (Marvel, 2004 series) #3 - X-Posed ([December] 2005)'}"
0,nan,(2006),Essential X-Men #7,./covers/Essential X-Men #7.jpg,{}
0,Ultimate X-Men,(March 2003),Ultimate X-Men #27,./covers/Ultimate X-Men #27.jpg,"{'pencils': 'Adam Kubert (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Beast'}"
0,X-Men,(March 2003),New X-Men #136,./covers/New X-Men #136.jpg,"{'pencils': 'Frank Quitely', 'inks': '?', 'colors': '?', 'genre': 'superhero', 'characters': 'Professor X; White Queen [Emma Frost]; Cyclops; Jean Grey; Beast; Xorn; Wolverine', 'reprints': ""in  New X-Men (Marvel, 2002 series) #2 (2003)  in  New X-Men (Marvel, 2001 series) #4 - Riot at Xavier's ([May] 2003)""}"
0,X-Men,(September 2004),Astonishing X-Men #3,./covers/Astonishing X-Men #3.jpg,"{'pencils': 'John Cassaday [as JC] (signed)', 'inks': 'John Cassaday [as JC] (signed)', 'colors': 'Laura Martin (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Wolverine', 'reprints': 'in  Marvel Must Haves: Astonishing X-Men #1-3 (Marvel, 2004 series)  (2004)  in  Astonishing X-Men (Marvel, 2004 series) #1 - Gifted ([December] 2004)  in  Astonishing X-Men No. 6 [Marvel Legends Reprint] (Marvel, 2005 series)  (June 2005)  in  Astonishing X-Men (Marvel, 2006 series) #1 (2006)  in  Astonishing X-Men Saga (Marvel, 2006 series)  (2006)  in  X-Men (Hjemmet / Egmont, 2003 series) #1/2006 ([januar] 2006)'}"
0,X-Men,(May 2003),The Uncanny X-Men #420,./covers/The Uncanny X-Men #420.jpg,"{'pencils': 'Kia Asamiya (signed)', 'inks': 'Kia Asamiya', 'colors': '? [as Studio Tron] (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Husk; Archangel'}"
0,X-Men,(August 2003),The Uncanny X-Men #425,./covers/The Uncanny X-Men #425.jpg,"{'pencils': 'Philip Tan [as PST!]  (signed)', 'inks': 'Philip Tan', 'colors': 'Brian Haberlin (signed) [as B...]', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Havok'}"
0,X-Men,([Early] April 2004),The Uncanny X-Men #439,./covers/The Uncanny X-Men #439.jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca', 'colors': 'Arnold Tsang [as ARN] (signed); Udon Studio (see note)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Archangel; Husk'}"
0,Ultimate X-Men,(March 2006),Ultimate X-Men #66,./covers/Ultimate X-Men #66.jpg,"{'pencils': 'Tom Raney (signed)', 'colors': 'Richard Isanove', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops; Marvel Girl [Phoenix]'}"
0,X-Men,(May 2006),X-Men: The End #3,./covers/X-Men: The End #3.jpg,"{'pencils': 'Gene Ha [as ha!] (signed)', 'inks': 'Gene Ha [as ha!] (signed)', 'colors': 'Gene Ha (signed)', 'genre': 'superhero', 'characters': 'Gambit [Remy LeBeau]'}"
0,X-Men,(March 2006),The Uncanny X-Men #468,./covers/The Uncanny X-Men #468.jpg,"{'pencils': 'Chris Bachalo (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '? [as Studio F]', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Marvel Girl [Rachel Grey]', 'keywords': 'Decimation M'}"
0,New X-Men,(August 2006),New X-Men #27,./covers/New X-Men #27.jpg,"{'pencils': 'Paco Medina [as MVM] (signed)', 'inks': 'Juan Vlasco [as MVM] (signed)', 'colors': 'Marte Gracia [as MVM] (signed)', 'genre': 'superhero', 'characters': 'X-23; Surge [Noriko Ashida]; Elixir [Josh Foley]; Dust [Sooraya Quadir]; Hellion [Julian Keller]; Mercury [Cessily Kincaid]; Rockslide [Santo Vaccarro]'}"
0,X-Men,(February 2018),X-Men: Blue #18,./covers/X-Men: Blue #18.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Federico Blee (signed, credited)', 'genre': 'superhero', 'characters': 'Cyclops [Scott Summers (young)]; M [Monet Yvette Clarisse Maria Therese St. Croix]; Marvel Girl [Jean Grey (young)]; Chamber [Jonothon Starsmore]; Beast [Hank McCoy (young)]; Skin [Angelo Espinoza]; Iceman [Bobby Drake (young)]; Mondo; Bloodstorm; Jubilee [Jubilation Lee]; Jimmy Hudson; Penance; Angel [Warren Worthington III]; Synch [Everett Thomas]'}"
0,X-Men,(January 2018),X-Men: Blue #16,./covers/X-Men: Blue #16.jpg,"{'pencils': 'Arthur Adams (credited)', 'inks': 'Arthur Adams (credited)', 'colors': 'Ian Herring (credited)', 'genre': 'superhero', 'characters': 'Charles Xavier; Marvel Girl [Jean Grey (young)]; Cyclops [Scott Summers (young)]; Jimmy Hudson; Iceman [Bobby Drake (young)]; Beast [Hank McCoy (young)]; Angel [Warren Worthington III]'}"
0,X-Men,(January 2018),X-Men: Gold #15,./covers/X-Men: Gold #15.jpg,"{'pencils': 'Dan Mora (credited)', 'inks': 'Dan Mora (credited)', 'colors': 'Juan FernÃ¡ndez (credited)', 'genre': 'superhero', 'characters': 'Storm [Ororo Munroe]; Old Man Logan; Kitty Pryde; Colossus [Piotr Rasputin]; Prestige [Rachel Grey]; Nightcrawler [Kurt Wagner]; Mojo'}"
0,X-Men,(November 2017),X-Men: Gold #12,./covers/X-Men: Gold #12.jpg,"{'pencils': 'Ken Lashley (signed, credited)', 'inks': 'Ken Lashley (signed, credited)', 'colors': 'Nolan Woodward (signed, credited)', 'genre': 'superhero', 'characters': 'Old Man Logan; Kitty Pryde; Colossus [Piotr Rasputin]; Nightcrawler [Kurt Wagner]; Prestige [Rachel Grey]; Storm [Ororo Munroe]; Kologoth'}"
0,X-Men,(April 2018),X-Men: Gold #22,./covers/X-Men: Gold #22.jpg,"{'pencils': 'Dan Mora; Juan Fernandez', 'inks': 'Dan Mora; Juan Fernandez', 'colors': 'Dan Mora; Juan Fernandez', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Kitty Pryde; Storm [Ororo Munroe]; Prestige [Rachel Grey]'}"
0,X-Men,(December 2017),X-Men: Gold #14,./covers/X-Men: Gold #14.jpg,"{'pencils': 'Dan Mora (signed, credited)', 'inks': 'Dan Mora (signed, credited)', 'colors': 'Carlos Cabrera (credited)', 'genre': 'superhero', 'characters': 'Magneto [Eric Lensherr]; Storm [Ororo Munroe]; Old Man Logan; Kitty Pryde; Colossus [Piotr Rasputin]'}"
0,X-Men,(October 2017),X-Men: Gold #9,./covers/X-Men: Gold #9.jpg,"{'pencils': 'Ken Lashley (signed, credited)', 'inks': 'Ken Lashley (signed, credited)', 'colors': 'David Curiel (credited)', 'genre': 'superhero', 'characters': 'Kitty Pryde; Colossus [Peter Rasputin]'}"
0,Young X-Men,(September 2008),Young X-Men #4,./covers/Young X-Men #4.jpg,"{'pencils': 'Terry Dodson (signed)', 'inks': 'Rachel Dodson (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Young X-Men [Wolf Cub [Nicholas Gleason]; Rockslide [Santo Vaccarro]; Ink [Eric Gitter]];Sunspot [Roberto da Costa; Lord Imperial]; Cannonball [Sam Guthrie]'}"
