,series,right,title,cover,metadata
0,Apocalypse; Dracula,(April 2006),X-Men: Apocalypse / Dracula #1,nan,"{'pencils': 'Jae Lee (signed)', 'inks': 'Jae Lee (signed)', 'colors': 'June Chung (signed)', 'letters': 'Typeset', 'genre': 'historical; superhero', 'characters': 'Apocalypse; Dracula'}"
0,Apocalypse; Dracula,(June 2006),X-Men: Apocalypse / Dracula #3,nan,"{'pencils': 'Jae Lee', 'inks': 'Jae Lee', 'colors': 'June Chung', 'letters': 'Typeset', 'genre': 'superhero; historical', 'characters': 'Apocalypse; Dracula'}"
0,X-Men,(December 1985),The Uncanny X-Men #200 [Direct Edition],./covers/The Uncanny X-Men #200 [Direct Edition].jpg,"{'pencils': 'John Romita, Jr. (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'letters': 'Ron Zalme', 'genre': 'superhero', 'characters': 'Magneto; Cyclops; Colossus; Wolverine; Rogue; Fenris [Andrea Strucker; Andreas Strucker]', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #17 (Dicembre 1991)  in  Essential X-Men (Marvel, 1996 series) #6 (2005)  in  Marvel mutanter (SatellitFÃ¶rlaget, 1989 series) #11/1989'}"
0,X-Men,(December 1992),The Uncanny X-Men #295 [Direct Edition],./covers/The Uncanny X-Men #295 [Direct Edition].jpg,"{'pencils': 'Brandon Peterson (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Colossus; Beast; Storm]; Apocalypse', 'reprints': 'in  Marvel Héroes (Panini España, 2012 series) #43 - La Patrulla-X: La Canción del Verdugo (Noviembre 2012)'}"
0,X-Men,(December 1990),The Uncanny X-Men #271 [Direct Edition],./covers/The Uncanny X-Men #271 [Direct Edition].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Scott Williams (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Wolverine; Psylocke; Storm]; Cameron Hodge', 'reprints': 'in  X-Tinction Agenda [X-Men] (Marvel, 1992 series)  (September 1992)'}"
0,Starjammers,(1990),X-Men Spotlight on... Starjammers #1,./covers/X-Men Spotlight on... Starjammers #1.jpg,"{'pencils': 'Dave Cockrum', 'inks': 'Jeff Albrecht', 'colors': '?', 'genre': 'science fiction; superhero', 'characters': ""Starjammers [Corsair; Ch'od; Cr'eee; Hepzibah; Raza Longknife; Binary [Carol Danvers];  Lilandra Neramani]""}"
0,X-Men,(March 1991),The Uncanny X-Men #274 [Direct Edition],./covers/The Uncanny X-Men #274 [Direct Edition].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Scott Williams (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Rogue; Magneto; Nick Fury; Ka-Zar', 'reprints': 'in  X-Men Visionaries: Jim Lee (Marvel, 2002 series)  (2002)  in  X-Men (SatellitFÃ¶rlaget, 1990 series) #1/1993'}"
0,X-Men,(April 1992),The Uncanny X-Men #287 [Direct Edition],./covers/The Uncanny X-Men #287 [Direct Edition].jpg,"{'pencils': 'Whilce Portacio', 'inks': 'Art Thibert', 'colors': '?', 'letters': 'Tom Orzechowski', 'genre': 'superhero', 'characters': 'Bishop; Malcom; Randall'}"
0,X-Men,(August 1991),The Uncanny X-Men #279 [Direct Edition],./covers/The Uncanny X-Men #279 [Direct Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Scott Williams (signed)', 'colors': '?', 'letters': 'Rick Parker', 'genre': 'superhero', 'characters': 'Colossus; Professor X; Stevie Hunter', 'reprints': 'in  X-Men Epic Collection (Marvel, 2014 series) #19 - Mutant Genesis  in  X-Men (SatellitFÃ¶rlaget, 1990 series) #4/1993'}"
0,X-Men,(November 1991),The Uncanny X-Men #282 [Direct Edition],./covers/The Uncanny X-Men #282 [Direct Edition].jpg,"{'pencils': 'Whilce Portacio (signed)', 'inks': 'Art Thibert (signed)', 'colors': '?', 'letters': 'Tom Orzechowski', 'genre': 'superhero', 'characters': 'Bishop; Randall; Malcom', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #52 (Ottobre 1994)  in  Uncanny X-Men (Modern Times, 1997 series) #2 (1997)  in  X-Men (SatellitFÃ¶rlaget, 1990 series) #11/1993'}"
