,series,right,title,cover,metadata
0,X-Men,(October 2016),X-Men '92 #6 [Aaron Kuder],./covers/X-Men '92 #6 [Aaron Kuder].jpg,"{'pencils': 'Aaron Kuder (signed)', 'inks': 'Aaron Kuder (signed)', 'colors': 'Matthew Wilson [as MW] (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Dazzler; Logan [Wolverine]; Jubilee'}"
0,X-Men and Power Pack,(February 2006),X-Men and Power Pack #3,./covers/X-Men and Power Pack #3.jpg,"{'pencils': 'Chifuyu Sasaki; Gurihiru (signed)', 'inks': 'Chifuyu Sasaki; Gurihiru (signed)', 'colors': 'Naoko Kawano; Gurihiru (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Energizer; Nightcrawler', 'reprints': 'in  X-Men and Power Pack: The Power of X (Marvel, 2006 series) #[nn] ([Late] 2006)'}"
0,X-Men,(March 1998),The Uncanny X-Men #353 [Direct Edition],./covers/The Uncanny X-Men #353 [Direct Edition].jpg,"{'pencils': 'Chris Bachalo (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '? [as Liquid!] (signed)', 'genre': 'superhero', 'characters': 'Rogue; Wolverine', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #103 (Gennaio 1999)'}"
0,X-Men,(May 1998),The Uncanny X-Men #355 [Direct Edition],./covers/The Uncanny X-Men #355 [Direct Edition].jpg,"{'pencils': 'Chris Bachalo [as A Tophertown Gig] (signed)', 'inks': 'Tim Townsend [as A Tophertown Gig] (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Wolverine; Rogue; Cannonball; Maggott; Storm]; Alpha Flight [Sasquatch; Puck; Manbot; Flex; Vindicator; Guardian; Radius]', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #104 (Febbraio 1999)'}"
0,X-Men,(July 1998),The Uncanny X-Men #357 [Direct Edition],./covers/The Uncanny X-Men #357 [Direct Edition].jpg,"{'pencils': 'Chris Bachalo', 'inks': '?', 'colors': '?', 'genre': 'superhero', 'characters': 'Cyclops'}"
0,X-Men; Alpha Flight,(June 1998),X-Men / Alpha Flight #2,nan,"{'pencils': 'John Cassaday [as JC] (signed)', 'inks': 'John Cassaday [as JC] (signed)', 'colors': '? [as Liquid!] (signed)', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Nightcrawler; Kitty Pryde]; Alpha Flight [Shaman; Snowbird; Sasquatch]; Baron von Strucker', 'reprints': 'in  X-Men: Alpha Flight (Marvel, 2011 series)  (2011),  (2011)'}"
0,X-Men,(March 1998),X-Men #73 [Direct Edition],./covers/X-Men #73 [Direct Edition].jpg,"{'pencils': 'Jason Pearson (signed)', 'inks': 'Jason Pearson', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Joseph; Sabra; Magneto'}"
0,X-Men,(December 1998),The Uncanny X-Men #362 [Newsstand Edition],./covers/The Uncanny X-Men #362 [Newsstand Edition].jpg,"{'pencils': 'Chris Bachalo (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Kitty Pryde; Nightcrawler; Storm; Wolverine; Colossus; Rogue; Marrow; Gambit]'}"
0,X-Men,(May 1998),The Uncanny X-Men #355 [Newsstand Edition],./covers/The Uncanny X-Men #355 [Newsstand Edition].jpg,"{'pencils': 'Chris Bachalo [as A Tophertown Gig] (signed)', 'inks': 'Tim Townsend [as A Tophertown Gig] (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Wolverine; Rogue; Cannonball; Maggott; Storm]; Alpha Flight [Sasquatch; Puck; Manbot; Flex; Vindicator; Guardian; Radius]', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #104 (Febbraio 1999)'}"
0,X-Men,(February 1998),X-Men #72 [Newsstand Edition],./covers/X-Men #72 [Newsstand Edition].jpg,"{'pencils': 'Carlos Pacheco (signed)', 'inks': 'Art Thibert [as T-Bear] (signed)', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Wolverine; Marrow', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #102 (Dicembre 1998)'}"
0,X-Men,(April 1998),X-Men #74 [Newsstand Edition],./covers/X-Men #74 [Newsstand Edition].jpg,"{'pencils': 'Mat Broome (signed)', 'inks': 'Sean Parsons (signed)', 'colors': 'Digital Broome (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Archangel; Marrow; Abomination'}"
