,series,right,title,cover,metadata
0,X-Men,(January 2012),X-Men: Schism #3 [X Printing Variant],./covers/X-Men: Schism #3 [X Printing Variant].jpg,"{'pencils': 'Daniel Acuna (painted)', 'inks': 'Daniel Acuna (painted)', 'colors': 'Daniel Acuna (painted)', 'genre': 'superhero', 'reprints': 'in  X-Men (Panini France, 2011 series) #16 (juin 2012)'}"
0,X-Men,,All-New X-Men Special #1 [Newsstand Edition],./covers/All-New X-Men Special #1 [Newsstand Edition].jpg,"{'pencils': 'Alexander Lozano', 'inks': 'Alexander Lozano', 'colors': 'Alexander Lozano', 'genre': 'superhero'}"
0,X-Men,(January 2016),Uncanny X-Men #600 [Arthur Adams Variant],nan,"{'pencils': 'Chris Bachalo', 'inks': 'Chris Bachalo', 'colors': 'Chris Bachalo', 'genre': 'superhero', 'characters': 'Angel [Warren Worthington III]; Wolverine [Logan]; Glob Herman; Iceman; Marvel Girl [Rachel Grey]; X-23; Armor; Banshee [Sean Cassiday]; Jubilee; Gambit; Storm; Colossus; Beast; Nightcrawler; Magneto; Magik; Cyclops; Charles Xavier; Emma Frost; Tempest [Eva Bell]; Psylocke; Marvel Girl [Jean Grey]; Mystique; Sabretooth'}"
0,X-Men,(January 2016),Uncanny X-Men #600 [Incentive Adam Hughes Variant],./covers/Uncanny X-Men #600 [Incentive Adam Hughes Variant].jpg,"{'pencils': 'Chris Bachalo', 'inks': 'Chris Bachalo', 'colors': 'Chris Bachalo', 'genre': 'superhero', 'characters': 'Angel [Warren Worthington III]; Wolverine [Logan]; Glob Herman; Iceman; Marvel Girl [Rachel Grey]; X-23; Armor; Banshee [Sean Cassiday]; Jubilee; Gambit; Storm; Colossus; Beast; Nightcrawler; Magneto; Magik; Cyclops; Charles Xavier; Emma Frost; Tempest [Eva Bell]; Psylocke; Marvel Girl [Jean Grey]; Mystique; Sabretooth'}"
0,nan,([April] 2017),True Believers Giant-Size X-Men 1 #1,nan,{}
0,X-Men,(1994),X-Men Ashcan Edition  [Seventy-Five Cent],./covers/X-Men Ashcan Edition  [Seventy-Five Cent].jpg,"{'pencils': 'Bill Sienkiewicz', 'inks': 'Bill Sienkiewicz', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Professor X; Cyclops; Jean Grey; Angel; Iceman; Beast'}"
0,X-Men,,Special Edition X-Men #1 [Canadian Newsstand Variant],./covers/Special Edition X-Men #1 [Canadian Newsstand Variant].jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Dave Cockrum (signed)', 'colors': '?', 'letters': 'Ron Zalme', 'genre': 'superhero', 'characters': 'Storm; Banshee; Wolverine; Colossus; Nightcrawler; Thunderbird [John Proudstar]; Cyclops; Sunfire; Marvel Girl [Jean Grey]; Havok; Polaris [Lorna Dane]; Iceman; Angel; Krakoa; Kitty Pryde; Illyana Rasputin [Magik]', 'reprints': 'in  Marvel-Comic-Sonderheft (Condor, 1980 series) #15 (1983)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)'}"
0,nan,([June] 2005),New X-Men: Academy X #2 - Haunted,nan,{}
0,X-Men,(May 1990),"X-Men Classic #47 [J.C. Penny ""Vintage"" Variant]","./covers/X-Men Classic #47 [J.C. Penny ""Vintage"" Variant].jpg","{'pencils': 'Steve Lightle', 'inks': 'Steve Lightle', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': ""Kitty Pryde; N'garai Demon""}"
0,X-Men,(1994),X-Men Ashcan Edition  [Give-away Edition],./covers/X-Men Ashcan Edition  [Give-away Edition].jpg,"{'pencils': 'Bill Sienkiewicz', 'inks': 'Bill Sienkiewicz', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Professor X; Cyclops; Jean Grey; Angel; Iceman; Beast'}"
0,X-Men,,Uncanny X-Men #1 [Second Printing Variant Cover],./covers/Uncanny X-Men #1 [Second Printing Variant Cover].jpg,"{'pencils': 'Carlos Pacheco', 'inks': 'Cam Smith', 'colors': ""Frank D'Armata"", 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Colossus; Cyclops; Danger; Emma Frost; Magik; Magneto; Namor the Sub-Mariner; Storm; Hope Summers', 'reprints': 'in  X-Men: Season One (Marvel, 2012 series)  ([March] 2012)'}"
0,X-Men,,The X-Men: Time Gliders #2 [Roy Rogers restaurants giveaway],./covers/The X-Men: Time Gliders #2 [Roy Rogers restaurants giveaway].jpg,"{'pencils': 'David Boller', 'inks': 'David Boller', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Wolverine; Blob'}"
0,X-Men,(September 2011),X-Men: Schism #2 [Frank Cho Variant],./covers/X-Men: Schism #2 [Frank Cho Variant].jpg,"{'pencils': 'Frank Cho', 'inks': 'Frank Cho', 'colors': '?', 'genre': 'superhero'}"
0,nan,,Uncanny X-Men Superior #3 - Waking from Dream,nan,{}
0,X-Men,,Astonishing X-Men #51 [PX Previews Exclusive],./covers/Astonishing X-Men #51 [PX Previews Exclusive].jpg,"{'pencils': '?', 'inks': '?', 'colors': '?'}"
0,nan,(November 2008),Ultimate X-Men / Ultimate Fantastic Four Annual #1,nan,{}
0,X-Men,(July 2001),X-Men The Hidden Years #20 [Direct Edition],./covers/X-Men The Hidden Years #20 [Direct Edition].jpg,"{'script': '?', 'pencils': 'John Byrne (signed)', 'inks': 'John Byrne (signed)', 'colors': 'Greg Wright (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Beast; Cyclops; Iceman; Marvel Girl [Jean Grey]]', 'reprints': 'in  Fantastic Four by John Byrne Omnibus (Marvel, 2011 series) #2 ([December] 2013)'}"
0,X-Men,(August 2001),The Uncanny X-Men #395 [Churchill Direct Cover],./covers/The Uncanny X-Men #395 [Churchill Direct Cover].jpg,"{'pencils': 'Ian Churchill', 'inks': 'Ian Churchill', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Chamber'}"
0,X-Men,(September 2001),X-Treme X-Men #3 [Direct Edition],./covers/X-Treme X-Men #3 [Direct Edition].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': 'Liquid Graphics (signed)', 'genre': 'superhero', 'characters': 'Beast; Vargas', 'reprints': 'in  X-Men (Hjemmet / Egmont, 2003 series) #2/2004 ([mars] 2004), #4/2004 ([juli] 2004)'}"
