,series,right,title,cover,metadata
0,Deadpool,(May 2015),Deadpool #43 [Incentive Israel Silva Variant],./covers/Deadpool #43 [Incentive Israel Silva Variant].jpg,"{'pencils': 'Israel Silva (signed)', 'inks': 'Israel Silva (signed)', 'colors': 'Israel Silva (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Deadpool; Squirrelpool'}"
0,IVX,(March 2017),IVX #2 [Incentive Michael Cho Variant],./covers/IVX #2 [Incentive Michael Cho Variant].jpg,"{'pencils': 'Michael Cho', 'inks': 'Michael Cho', 'colors': 'Michael Cho', 'letters': 'typeset', 'genre': 'superhero'}"
0,Inhumans; X-Men,(March 2017),IVX #3 [Incentive Michael Cho Variant],./covers/IVX #3 [Incentive Michael Cho Variant].jpg,"{'pencils': 'Michael Cho', 'inks': 'Michael Cho', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero'}"
0,X-Men; Inhumans,(January 2017),Death of X #4 [Incentive Mike Choi Connecting Cover D Variant],./covers/Death of X #4 [Incentive Mike Choi Connecting Cover D Variant].jpg,"{'pencils': 'Mike Choi', 'inks': 'Mike Choi', 'colors': 'Dan Brown', 'genre': 'superhero', 'characters': 'Cyclops [Scott Summers]'}"
0,X-Men,(July 2017),Jean Grey #1 [Incentive Leonard Kirk 'Corner Box' Variant],nan,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'David Yardin (signed)', 'genre': 'superhero', 'characters': 'Marvel Girl [Jean Grey]; Phoenix Force', 'reprints': 'in  Jean Grey (Marvel, 2017 series) #1 - Nightmare Fuel'}"
0,Magneto,(February 2015),Magneto #13,./covers/Magneto #13.jpg,"{'pencils': 'Dan Panosian', 'inks': 'Dan Panosian', 'colors': 'Dan Panosian', 'genre': 'superhero'}"
0,Avengers,(June 2015),Deadpool #45 [Incentive Dan Panosian Avengers One Minute Later Variant],nan,"{'pencils': 'Dan Panosian', 'inks': 'Dan Panosian', 'colors': 'Dan Panosian', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Deadpool; Loki; The Avengers [Thor; Hulk; Iron Man; Ant-Man [Hank Pym]; Wasp]'}"
0,Deadpool,(June 2015),Deadpool #45 [Incentive Skottie Young Jewels Variant],nan,"{'pencils': 'Skottie Young [as SY] (signed)', 'inks': 'Skottie Young [as SY] (signed)', 'colors': 'Skottie Young [as SY] (signed)', 'genre': 'superhero'}"
0,Magneto,(April 2015),Magneto #15,./covers/Magneto #15.jpg,"{'pencils': 'Dan Panosian', 'inks': 'Dan Panosian', 'colors': 'Dan Panosian', 'genre': 'superhero', 'characters': 'Magneto'}"
0,Magneto,(July 2015),Magneto #18,./covers/Magneto #18.jpg,"{'pencils': 'David Yardin (signed)', 'inks': 'David Yardin (signed)', 'colors': 'David Yardin (signed)', 'genre': 'superhero', 'characters': 'Magneto'}"
