,series,right,title,cover,metadata
0,Ultimate X-Men,(December 2006),Ultimate X-Men #75,./covers/Ultimate X-Men #75.jpg,"{'pencils': 'Michael Turner (signed)', 'colors': 'Peter Steigerwald [as Peter S.] (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'X-Men [Colossus [Piotr Rasputin]; Cyclops [Scott Summers]; Iceman [Bobby Drake]; Marvel Girl [Jean Grey]; Rogue; Storm [Ororo Munroe]; Wolverine [Logan; James Howlett]]; Cable [Logan; James Howlett]'}"
0,Ultimate X-Men,(June 2005),Ultimate X-Men #58,./covers/Ultimate X-Men #58.jpg,"{'pencils': 'Stuart Immonen [as sai] (signed)', 'inks': 'Stuart Immonen [as sai] (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Professor Charles Xavier', 'reprints': 'in  Ultimate X-Men (Marvel, 2002 series) #12 - Hard Lessons (2005)'}"
0,nan,(March 2012),X-Men #23 [Newsstand],nan,{}
0,X-Men,(January 1980),The X-Men #129 [Newsstand],./covers/The X-Men #129 [Newsstand].jpg,"{'pencils': 'John Byrne (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'X-Men [Storm; Wolverine [Logan; James Howlett]; Colossus]; Hellfire Knights', 'reprints': 'in  Prosjekt X (Semic, 1984 series) #5/1985 (uke 19 1985)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #7 (July 1988)  in  Classic X-Men (Marvel, 1986 series) #35 (July 1989)  in  X-Men Vol. 1, No. 129 [Marvel Legends Reprint] (Marvel, 2003 series)  (July 2003)  in  X-Men: Dark Phoenix Saga (Marvel, 2010 series)  (June 2010)  in  Coleccionable Marvel Héroes (Panini España, 2010 series) #4 - La Patrulla-X: La Saga De Fénix Oscura (Septiembre 2010)  in  The Ultimate Graphic Novels Collection (Hachette Partworks, 2011 series) #2 - Uncanny X-Men: Dark Phoenix (January 2012)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #2 - Días del Futuro Pasado  in  X:en (Semic, 1984 series) #4/1985  in  Essential X-Men (Marvel, 1996 series) #2'}"
0,X-Men,(November 1986),The Uncanny X-Men #211,./covers/The Uncanny X-Men #211.jpg,"{'pencils': 'John Romita, Jr. (signed)', 'inks': 'Bob Wiacek (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Wolverine', 'reprints': 'in  X-Men Mutant Massacre (Marvel, 1996 series)  (October 1996)  in  Essential X-Men (Marvel, 1996 series) #6 (2005)  in  X-Men: Mutant Massacre (Marvel, 2009 series)  (2009)'}"
0,X-Men,(January 2009 [January 2010]),Astonishing X-Men #32,./covers/Astonishing X-Men #32.jpg,"{'pencils': 'Phil Jimenez', 'inks': 'Phil Jimenez', 'colors': ""Frank D'Armata"", 'genre': 'superhero', 'characters': 'Wolverine; Armor; Brood'}"
0,X-Men,(January 2009),X-Men: Legacy #218,./covers/X-Men: Legacy #218.jpg,"{'pencils': 'Mike Deodato, Jr. (signed)', 'inks': 'Mike Deodato, Jr. (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Wolverine [Logan]; Professor X [Charles Xavier]'}"
0,X-Men,(December 2017),X-Men: Blue #14,./covers/X-Men: Blue #14.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Peter Steigerwald (signed, credited)', 'genre': 'superhero'}"
0,X-Men,(January 2018),X-Men: Blue #15,./covers/X-Men: Blue #15.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Federico Blee (credited)', 'genre': 'superhero', 'characters': 'Longshot; Angel [Warren Worthington III] (young); Colossus [Piotr Rasputin]; Cyclops [Scott Summers] (young); Prestige [Rachel Grey]; Nightcrawler [Kurt Wagner]; Marvel Girl [Jean Grey]; Jimmy Hudson; Storm [Ororo Munroe]; Iceman [Bobby Drake] (young); Kitty Pryde; Beast [Hank McCoy] (young); Old Man Logan; Mojo'}"
0,X-Men,(December 2002),The Uncanny X-Men #414,./covers/The Uncanny X-Men #414.jpg,"{'pencils': 'Steve Uy [as S.UY]  (signed)', 'inks': 'Steve Uy [as S.UY]  (signed)', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Northstar'}"
0,X-Men,(March 2003),The Uncanny X-Men #417,./covers/The Uncanny X-Men #417.jpg,"{'pencils': 'Kia Asamiya (signed)', 'inks': 'Kia Asamiya', 'colors': '? [as Studio Tron] (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Archangel; Northstar; Iceman; Husk; Wolverine; Nightcrawler; Juggernaut'}"
0,X-Men,(June 2003),The Uncanny X-Men #422,./covers/The Uncanny X-Men #422.jpg,"{'pencils': 'Philip Tan [as PST!]  (signed)', 'inks': 'Philip Tan', 'colors': 'Brian Haberlin (signed) [as B]', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Iceman'}"
0,X-Men,([Late] February 2004),The Uncanny X-Men #436,./covers/The Uncanny X-Men #436.jpg,"{'pencils': 'Ron Garney (signed)', 'inks': 'Ron Garney', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Juggernaut'}"
0,X-Men,(May 2006),The Uncanny X-Men #471,./covers/The Uncanny X-Men #471.jpg,"{'pencils': 'Billy Tan (signed)', 'inks': 'Jon Sibal (signed)', 'colors': 'Haberlin Studios; Kemp (signed) (see notes)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Nightcrawler; Marvel Girl [Rachel Grey]; Psylocke; Devo; Hypernova; Warshot; Offset'}"
0,New X-Men,(March 2006),New X-Men #22,./covers/New X-Men #22.jpg,"{'pencils': 'Mark Brooks (signed)', 'inks': 'Jaime Mendoza (signed)', 'colors': 'Brian Reber [as BR] (signed)', 'genre': 'superhero', 'characters': 'Elixir [Josh Foley]; David Alleyne [Prodigy; Hellion]; Brian Cruz [Tag]; Surge [Noriko Ashida]; Dust [Sooraya Quadir]; Mercury [Cessily Kincaid]; Rockslide [Santo Vaccarro]; X-23; Onslaught; Blob; Dark Phoenix; Magneto; Juggernaut; Nimrod; Scalphunter; Mystique; Spiral; Crimson Commando; Vertigo; Prism; Stonewall; Harpoon; Adversary [Naze]; Skullbuster; Vanisher; Pyro; Deadpool'}"
0,New X-Men,(May 2006),New X-Men #24,./covers/New X-Men #24.jpg,"{'pencils': 'Mark Brooks (signed)', 'inks': 'Jaime Mendoza (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Mercury [Cessily Kincaid]'}"
0,X-Men,(August 2004),Astonishing X-Men #2,./covers/Astonishing X-Men #2.jpg,"{'pencils': 'John Cassaday', 'inks': 'John Cassaday', 'colors': 'Laura Martin', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Emma Frost', 'reprints': 'in  Marvel Must Haves: Astonishing X-Men #1-3 (Marvel, 2004 series)  (2004)  in  Astonishing X-Men (Marvel, 2004 series) #1 - Gifted ([December] 2004)  in  Astonishing X-Men (Marvel, 2006 series) #1 (2006)  in  Astonishing X-Men Saga (Marvel, 2006 series)  (2006)  in  Astonishing X-Men (Panini Deutschland, 2006 series) #1 - Begabt ([Februar] 2006)'}"
0,Ultimate X-Men,(July 2004),Ultimate X-Men #46,./covers/Ultimate X-Men #46.jpg,"{'pencils': 'Brandon Peterson (signed)', 'inks': 'Brandon Peterson (signed)', 'colors': 'Justin Ponsor', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Dazzler', 'reprints': 'in  Ultimate X-Men (Marvel, 2002 series) #9 - The Tempest (2004)'}"
0,Ultimate X-Men,(August 2003),Ultimate X-Men #34,./covers/Ultimate X-Men #34.jpg,"{'pencils': 'David Finch (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Spider-Man; Wolverine'}"
0,Ultimate X-Men,(October 2003),Ultimate X-Men #36,./covers/Ultimate X-Men #36.jpg,"{'pencils': 'David Finch (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Daredevil; Spider-Man; Wolverine'}"
0,Ultimate X-Men,(March 2004),Ultimate X-Men #41,./covers/Ultimate X-Men #41.jpg,"{'pencils': 'David Finch (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Wolverine'}"
0,X-Men,(June 1986),The Uncanny X-Men #206,./covers/The Uncanny X-Men #206.jpg,"{'pencils': 'John Romita, Jr. (signed)', 'inks': 'Al Williamson (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Storm; Colossus; Rogue; Shadowcat [Kitty Pryde]; Phoenix [Rachel Summers]; Blob', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #19 (Febbraio 1992)  in  Essential X-Men (Marvel, 1996 series) #6 (2005)'}"
0,Ultimate X-Men,(November 2005),Ultimate X-Men #63,./covers/Ultimate X-Men #63.jpg,"{'pencils': 'Stuart Immonen', 'colors': 'Richard Isanove', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops; Havok', 'reprints': 'in  Ultimate X-Men (Marvel, 2002 series) #13 - Magnetic North (2006)'}"
0,Ultimate X-Men,(July 2006),Ultimate X-Men #70,./covers/Ultimate X-Men #70.jpg,"{'pencils': 'Ben Oliver (signed)', 'inks': 'Ben Oliver (signed)', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Toad; Cyclops; Blob'}"
0,X-Men,(October 2005),The Uncanny X-Men #463,./covers/The Uncanny X-Men #463.jpg,"{'pencils': 'Alan Davis', 'inks': 'Mark Farmer', 'colors': 'Matt Milla', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Psylocke; Marvel Girl [Rachel Grey]; Juggernaut; Banshee; Blob; Mammomax; Callisto', 'keywords': 'House of M'}"
0,X-Men,(December 2005),The Uncanny X-Men #465,./covers/The Uncanny X-Men #465.jpg,"{'pencils': 'Chris Bachalo (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '? [as Studio F]', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Captain Britain; Juggernaut; Nocturne', 'keywords': 'House of M'}"
0,New X-Men,(October 2006),New X-Men #29,./covers/New X-Men #29.jpg,"{'pencils': 'Paco Medina [as PM!] (signed)', 'inks': 'Juan Vlasco (signed)', 'colors': 'Marte Gracia [as Marte God] (signed)', 'genre': 'superhero', 'characters': 'X-23; Surge [Noriko Ashida]; Hellion [Julian Keller]; Mercury [Cessily Kincaid]; Rockslide [Santo Vaccarro]'}"
0,X-Men,([December] 2006),X-Men: Deadly Genesis,./covers/X-Men: Deadly Genesis.jpg,"{'pencils': 'Marc Silvestri (signed)', 'inks': 'Joe Weems (signed)', 'colors': 'Steve Firchow', 'genre': 'superhero', 'characters': 'Beast; Angel; Cyclops; Iceman; Marvel Girl [Jean Grey]; Nightcrawler; Storm; Colossus; Wolverine', 'reprints': 'from  X-Men: Deadly Genesis (Marvel, 2006 series) #1 [Direct Edition] (January 2006)', 'keywords': 'homage; zombies'}"
0,X-Men,(October 2014),Amazing X-Men #10,./covers/Amazing X-Men #10.jpg,"{'pencils': 'Carlo Barberi', 'inks': 'Carlo Barberi', 'colors': 'Rachelle Rosenberg', 'genre': 'superhero', 'characters': 'Colossus'}"
0,X-Men,(July 2017),X-Men: Blue #3,./covers/X-Men: Blue #3.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Peter Steigerwald (credited)', 'genre': 'superhero', 'characters': 'Marvel Girl [Jean Grey]; Iceman [Robert Drake]; Angel [Warren Worthington III]; Beast [Hank McCoy]; Cyclops [Scott Summers]; Sentinels'}"
0,X-Men,(August 2017),X-Men: Blue #6,./covers/X-Men: Blue #6.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Peter Steigerwald (signed, credited)', 'genre': 'superhero', 'characters': 'Jimmy Hudson; Marvel Girl [Jean Grey]; Beast [Hank McCoy]'}"
0,X-Men,(October 2017),X-Men: Blue #10,./covers/X-Men: Blue #10.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Jason Keith (credited)', 'genre': 'superhero', 'characters': 'Beast [Hank McCoy]'}"
0,X-Men,(October 2017),X-Men: Blue #9,./covers/X-Men: Blue #9.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Peter Steigerwald (signed, credited)', 'genre': 'superhero', 'characters': 'Polaris [Lorna Dane]; Jimmy Hudson; Marvel Girl [Jean Grey]; Iceman [Robert Drake]; Angel [Warren Worthington III]; Beast [Hank McCoy]; Cyclops [Scott Summers]; Xorn'}"
0,X-Men,(November 2017),X-Men: Gold #11,./covers/X-Men: Gold #11.jpg,"{'pencils': 'Dan Mora (signed, credited)', 'inks': 'Dan Mora (signed, credited)', 'colors': 'David Curiel (signed, credited)', 'genre': 'superhero', 'characters': 'Old Man Logan; Kitty Pryde; Colossus [Piotr Rasputin]; Nightcrawler [Kurt Wagner]; Prestige [Rachel Grey]; Storm [Ororo Munroe]; Omega Red'}"
0,X-Men,(August 2017),X-Men: Gold #6,./covers/X-Men: Gold #6.jpg,"{'pencils': 'Ardian Syaf (signed, credited)', 'inks': 'Jay Leisten (signed, credited)', 'colors': 'Frank Martin (credited)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Sentinel (in various incarnations); Kitty Pryde', 'reprints': 'in  X-Men: Gold (Marvel, 2017 series) #5 (August 2017) [without trade dress]'}"
0,X-Men,(October 2017),X-Men: Gold #10,./covers/X-Men: Gold #10.jpg,"{'pencils': 'Ken Lashley (signed, credited)', 'inks': 'Ken Lashley (signed, credited)', 'colors': 'David Curiel (signed, credited)', 'genre': 'superhero', 'characters': 'Omega Red'}"
0,X-Men,(July 2017),X-Men: Blue #4,./covers/X-Men: Blue #4.jpg,"{'pencils': 'Arthur Adams (signed, credited)', 'inks': 'Arthur Adams (signed, credited)', 'colors': 'Peter Steigerwald (signed, credited)', 'genre': 'superhero', 'characters': 'X-Men [Marvel Girl [Jean Grey]; Iceman [Robert Drake]; Angel [Warren Worthington III]; Beast [Hank McCoy]; Cyclops [Scott Summers]]; Jimmy Hudson', 'reprints': 'in  X-Men Resurrxion (Panini France, 2017 series) #3 - Techno Superior (janvier 2018)'}"
0,Wolverine & the X-Men,(October 2013),Wolverine & the X-Men #34,./covers/Wolverine & the X-Men #34.jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Nick Bradshaw', 'colors': 'Morry Hollowell', 'genre': 'superhero', 'characters': 'Wolverine; Kade Kilgore'}"
0,Wolverine & the X-Men,(October 2013),Wolverine & the X-Men #35,./covers/Wolverine & the X-Men #35.jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Nick Bradshaw', 'colors': 'Matt Milla', 'genre': 'superhero', 'characters': 'Kid Omega; Oya'}"
0,X-Men,(May 2015),Uncanny X-Men #32,./covers/Uncanny X-Men #32.jpg,"{'pencils': 'Chris Bachalo (signed)', 'inks': 'Tim Townsend (signed)', 'colors': 'Chris Bachalo', 'genre': 'superhero'}"
0,X-Men,(July 2017),X-Men: Gold #3,./covers/X-Men: Gold #3.jpg,"{'pencils': 'Ardian Syaf (signed, credited)', 'inks': 'Jay Leisten (credited)', 'colors': 'Frank Martin (credited)', 'genre': 'superhero', 'characters': 'Kitty Pryde; Storm [Ororo Munroe]; Colossus [Piotr Rasputin]; Cleevus; Prestige [Rachel Grey]; Avalanche; Old Man Logan [James ""Logan"" Howlett]; Nightcrawler [Kurt Wagner]; Masque'}"
0,X-Men,(February 2014),Amazing X-Men #2,./covers/Amazing X-Men #2.jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Dexter Vines', 'colors': 'Marte Garcia', 'genre': 'superhero', 'characters': 'Northstar; Wolverine; Storm; Firestar; Iceman'}"
0,Wolverine; X-Men,(May 2014),Wolverine & the X-Men #1,./covers/Wolverine & the X-Men #1.jpg,"{'pencils': 'Mahmud Asrar (signed)', 'inks': 'Mahmud Asrar (signed)', 'colors': 'Marte Gracia (signed)', 'genre': 'superhero', 'characters': 'Wolverine; Storm; Bamfs; Doop; Fantomex; Kid Omega; Genesis; Idie Okonkwo; Armor [Hisako Ichiki]'}"
0,Wolverine; X-Men,(November 2014),Wolverine & the X-Men #9,./covers/Wolverine & the X-Men #9.jpg,"{'pencils': 'Mahmud Asrar (signed)', 'inks': 'Mahmud Asrar (signed)', 'colors': 'Marte Gracia (signed)', 'genre': 'superhero', 'characters': 'Kid Omega'}"
0,X-Men,(March 2014),Amazing X-Men #3,./covers/Amazing X-Men #3.jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Dexter Vines', 'colors': 'Marte Gracia', 'genre': 'superhero', 'characters': 'Beast'}"
0,X-Men,(November 2012),Uncanny X-Men #18,./covers/Uncanny X-Men #18.jpg,"{'pencils': 'Ron Garney', 'inks': 'Ron Garney', 'colors': 'Matt Milla', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops; Emma Frost', 'reprints': 'in  X-Men (Panini France, 2012 series) #10 (avril 2013)', 'keywords': 'Phoenix Force'}"
0,X-Men,(January 2014),Amazing X-Men #1,./covers/Amazing X-Men #1.jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Ed McGuinness', 'colors': 'Marte Gracia', 'genre': 'superhero', 'characters': 'Nightcrawler', 'reprints': 'in  La Asombrosa Patrulla-X (Panini España, 2014 series) #1 (Febrero 2014)'}"
0,X-Men,,Essential X-Men #2,./covers/Essential X-Men #2.jpg,"{'pencils': 'Bob Budiansky (signed)', 'inks': 'Terry Austin (signed)', 'letters': 'Dan Crespi', 'editing': 'Roger Stern (Editor); Jim Salicrup (Assistant Editor); Jim Shooter (Editor-in-Chief)', 'genre': 'superhero', 'characters': 'Cyclops; Storm; Wolverine; Colossus; Banshee; Nightcrawler; Vindicator; Shaman; Sasquatch', 'reprints': 'from  The X-Men (Marvel, 1963 series) #120 [Regular Edition] (April 1979) reprinted black and white'}"
0,X-Men,(January 2012),Uncanny X-Men #2,./covers/Uncanny X-Men #2.jpg,"{'pencils': 'Carlos Pacheco', 'inks': 'Cam Smith', 'colors': ""Frank D'Armata"", 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops; Emma Frost; Mr. Sinister; Hope Summers'}"
0,X-Men,(June 2017),X-Men: Blue #2,./covers/X-Men: Blue #2.jpg,"{'pencils': 'Arthur Adams (credited)', 'inks': 'Arthur Adams (credited)', 'colors': 'Peter Steigerwald', 'genre': 'superhero', 'characters': 'Marvel Girl [Jean Grey]; Iceman [Robert Drake]; Angel [Warren Worthington III]; Beast [Hank McCoy]; Cyclops [Scott Summers]; Magneto [Erik Lehnsherr]'}"
0,nan,(2013),Avengers vs. X-Men,./covers/Avengers vs. X-Men.jpg,{}
0,nan,(April 2008),Ultimate X-Men #91,./covers/Ultimate X-Men #91.jpg,{}
0,X-Men,(August 2009),X-Men Forever #1,./covers/X-Men Forever #1.jpg,"{'pencils': 'Tom Grummett', 'inks': 'Cory Hamscher', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Wolverine; Rogue; Gambit; Nightcrawler; Sabretooth; Kitty Pryde; Lockheed'}"
0,X-Men,(January 2010),The Uncanny X-Men #517,./covers/The Uncanny X-Men #517.jpg,"{'pencils': 'Greg Land (signed)', 'inks': 'Greg Land (signed)', 'colors': 'Justin Ponsor (signed)', 'genre': 'superhero', 'characters': 'Magneto; Namor, the Sub-Mariner; Emma Frost [White Queen]; Cyclops; Psylocke', 'reprints': 'in  Los IncreÃ\xadbles Hombres X, Uncanny X-Men (Editorial Televisa, 2009 series) #21 (Diciembre 6, 2010) [cover]  in  Essential X-Men (Panini UK, 2010 series) #21'}"
0,X-Men,(August 1982),The Uncanny X-Men #160,./covers/The Uncanny X-Men #160.jpg,"{'pencils': 'Brent Anderson (signed)', 'inks': 'Bob Wiacek (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Storm; Wolverine; Colossus; Nightcrawler; Kitty Pryde', 'reprints': 'in  X-Men Classic (Marvel, 1990 series) #64 (October 1991)  in  Essential X-Men (Marvel, 1996 series) #3 (July 1998)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)  in  Les Mystérieux X-Men (Editions Héritage, 1985 series) #65'}"
0,X-Men,(March 2001),The Uncanny X-Men #391,./covers/The Uncanny X-Men #391.jpg,"{'pencils': 'Ian Churchill', 'inks': 'Ian Churchill (see note)', 'colors': '?', 'genre': 'superhero', 'characters': 'Cyclops'}"
0,X-Men,(May 2001),The Uncanny X-Men #393,./covers/The Uncanny X-Men #393.jpg,"{'pencils': 'Ian Churchill', 'inks': 'Ian Churchill (?)', 'colors': '?', 'genre': 'superhero', 'characters': 'Professor X'}"
0,X-Men,(July 2003),New X-Men #141,./covers/New X-Men #141.jpg,"{'pencils': 'Phil Jimenez', 'inks': 'Phil Jimenez', 'colors': 'Chris Chuckry', 'letters': '?', 'genre': 'superhero', 'characters': 'Bishop', 'reprints': 'in  New X-Men (Marvel, 2002 series) #2 (2003)  in  New X-Men (Marvel, 2001 series) #5 - Assault on Weapon Plus ([October] 2003)  in  X-Men (Hjemmet / Egmont, 2003 series) #1/2005 ([januar] 2005)  in  New X-Men Ultimate Collection (Marvel, 2008 series) #2'}"
0,Ultimate X-Men,(June 2004),Ultimate X-Men #44,./covers/Ultimate X-Men #44.jpg,"{'pencils': 'David Finch (signed)', 'colors': ""Frank G. D'Armata [as FGD] (signed)"", 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Beast'}"
0,X-Men,(December 2006),Astonishing X-Men #18,./covers/Astonishing X-Men #18.jpg,"{'pencils': 'John Cassaday (signed)', 'inks': 'John Cassaday (signed)', 'colors': 'Laura Martin (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Emma Frost [White Queen]', 'reprints': 'in  Astonishing X-Men (Marvel, 2004 series) #3 - Torn ([January] 2007)  in  Astonishing X-Men (Marvel, 2006 series) #2 (2008)  in  Astonishing X-Men (Panini Deutschland, 2006 series) #3 - Zerissen ([März] 2008)'}"
0,X-Men,(Early October 1989),The Uncanny X-Men #249,./covers/The Uncanny X-Men #249.jpg,"{'pencils': 'Marc Silvestri (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Havok; Polaris; Barbarus; Gaza; Amphibius', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #40 (Novembre 1993)  in  X-Men by Chris Claremont & Jim Lee Omnibus (Marvel, 2011 series) #1 ([October] 2011)  in  X-Men (SatellitFÃ¶rlaget, 1990 series) #3/1992'}"
0,X-Men,(Late November 1989),The Uncanny X-Men #253,./covers/The Uncanny X-Men #253.jpg,"{'pencils': 'Marc Silvestri (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'letters': 'Tom Orzechowski', 'genre': 'superhero', 'characters': 'Storm; Wolverine; Jubilee; Forge; Magneto; Moira MacTaggert; Banshee; Polaris', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #41 (Dicembre 1993)  in  X-Men by Chris Claremont & Jim Lee Omnibus (Marvel, 2011 series) #1 ([October] 2011)'}"
