,series,right,title,cover,metadata
0,Legion,(January 2013),X-Men Legacy #1 [Marvel Babies Variant by Skottie Young],./covers/X-Men Legacy #1 [Marvel Babies Variant by Skottie Young].jpg,"{'pencils': 'Mike del Mundo', 'inks': 'Mike del Mundo', 'colors': 'Mike del Mundo'}"
0,X-Men,([March] 2010),Marvel Masterworks: The X-Men #8 (134) [Limited Variant Edition],./covers/Marvel Masterworks: The X-Men #8 (134) [Limited Variant Edition].jpg,"{'pencils': 'Gil Kane', 'inks': 'Frank Giacoia; Mike Esposito', 'colors': 'Sheila Johnson (reconstruction)', 'letters': 'Gaspar Saladino', 'genre': 'superhero', 'characters': 'Magneto; X-Men [Marvel Girl; Iceman; Cyclops]; Avengers [Vision; Thor; Iron Man; Captain America]', 'reprints': 'from  The Avengers (Marvel, 1963 series) #110 [Regular Edition] (April 1973)'}"
0,X-Men,(March 1995),X-Men: The Early Years #11,./covers/X-Men: The Early Years #11.jpg,"{'script': '?', 'pencils': 'Larry Stroman (signed)', 'inks': 'Larry Stroman (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'The X-Men [Marvel Girl [Jean Grey]; Cyclops [Scott Summers]; Beast [Hank McCoy]; Iceman [Bobby Drake]; Angel [Warren Worthington III]]; Magneto [Erik Lehnsherr]'}"
0,X-Men,(March 2012),Ultimate Comics X-Men #6 [newsstand],nan,"{'pencils': 'Kaare Andrews (painted)', 'inks': 'Kaare Andrews (painted)', 'colors': 'Kaare Andrews (painted)', 'genre': 'superhero'}"
0,nan,([June] 2003),X-Treme X-Men #4 - Mechanix,nan,{}
0,Power Pack; X-Men,(2006),Target X-Men and Power Pack,./covers/Target X-Men and Power Pack.jpg,"{'pencils': 'Chifuyu Sasaki; Gurihiru', 'inks': 'Chifuyu Sasaki; Gurihiru', 'colors': 'Naoko Kawano; Gurihiru', 'letters': '?', 'genre': 'superhero', 'characters': 'Wolverine; Power Pack [Zero-G; Mass Master; Lightspeed; Lightspeed; Energizer]', 'reprints': 'from  X-Men and Power Pack (Marvel, 2005 series) #1 (December 2005)'}"
0,X-Men,(1982),X-Men Annual #6 [Direct Edition],./covers/X-Men Annual #6 [Direct Edition].jpg,"{'pencils': 'Bill Sienkiewicz (signed)', 'inks': 'Bill Sienkiewicz (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Storm; Dracula; Cyclops; Wolverine; Colossus; Nightcrawler; Kitty Pryde', 'reprints': 'in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)'}"
0,X-Men,(1980),X-Men Annual #4 [Newsstand],./covers/X-Men Annual #4 [Newsstand].jpg,"{'script': '?', 'pencils': 'John Romita, Jr. (signed)', 'inks': 'Bob McLeod (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'Doctor Strange; Wolverine; Storm; Colossus; Professor X; Kitty Pryde', 'reprints': 'in  Superaventuras Marvel (Editora Abril, 1982 series) #35 (Maio 1985)  in  Essential X-Men (Marvel, 1996 series) #3 (July 1998)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #2 - Días del Futuro Pasado'}"
0,X-Men,(January 1987),X-Men Annual #10 [Newsstand Edition],./covers/X-Men Annual #10 [Newsstand Edition].jpg,"{'pencils': 'Arthur Adams (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Cannonball; Sunspot; Dani Moonstar [Mirage]; Wolfsbane [Rahne]; Magma; Warlock; Longshot; X-Babies--Storm; Wolverine; Colossus; Nightcrawler; Kitty Pryde', 'reprints': 'in  Star Magazine (Edizioni Star Comics, 1990 series) #19 (Aprile 1992)  in  X-Men: Danger Room Battle Archives (Marvel, 1996 series)  (1996)  in  X-Men Legends (Marvel, 2002 series) #3 - Arthur Adams (2003)  in  New Mutants Classic (Marvel, 2006 series) #6 ([July] 2011)  in  Titans (Editions Lug, 1976 series) #114  in  Marvel mutanter (SatellitFörlaget, 1989 series) #5/1990'}"
0,X-Men,(April 2017),All-New X-Men #18,./covers/All-New X-Men #18.jpg,"{'pencils': 'Mark Bagley (signed)', 'inks': 'Andrew Hennessy (signed)', 'colors': 'Nolan Woodard (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops [Scott Summers] (teenager); Cyclops [Scott Summers] (adult)'}"
