,series,right,title,cover,metadata
0,X-Men,,X-Treme X-Men #1 [Variant Edition],./covers/X-Treme X-Men #1 [Variant Edition].jpg,"{'pencils': 'Salvador Larroca', 'inks': 'Salvador Larroca', 'colors': 'Marte Gracia', 'genre': 'superhero'}"
0,nan,,All-New X-Men #39 [Faith Erin Hicks Variant],./covers/All-New X-Men #39 [Faith Erin Hicks Variant].jpg,"{'pencils': '?', 'inks': '?', 'colors': '?'}"
0,nan,,The Adventures of the X-Men / The Adventures of Spider-Man #1,nan,{}
0,nan,,The Adventures of the X-Men / The Adventures of Spider-Man #6,nan,{}
0,nan,,Professor Xavier and the X-Men / Over the Edge #2,nan,{}
0,nan,,Professor Xavier and the X-Men / Over the Edge #4,nan,{}
0,nan,,Professor Xavier and the X-Men / Over the Edge #9,nan,{}
0,X-Men,,X-Men Grand Design #1 [Piskor Corner Box Variant],nan,"{'pencils': 'Ed Piskor', 'inks': 'Ed Piskor', 'colors': 'Ed Piskor', 'genre': 'superhero', 'characters': 'X-Men [Cyclops [Scott Summers]; Marvel Girl [Jean Grey]; Beast [Henry McCoy]; Iceman [Robert Drake]; Angel [Warren Worthington III]; Professor X [Charles Xavier]]'}"
0,Inhumans; X-Men,,IVX #6 [Incentive X-Men Terry Dodson Variant (Storm)],./covers/IVX #6 [Incentive X-Men Terry Dodson Variant (Storm)].jpg,"{'pencils': '?', 'inks': '?', 'colors': '?'}"
0,nan,(February 1995),X-Men: Year of the Mutants Collector's Preview #1,nan,{}
0,X-Men,,X-Men: Schism #1 [2nd Printing - Wolverine],./covers/X-Men: Schism #1 [2nd Printing - Wolverine].jpg,"{'pencils': '?', 'inks': '?', 'colors': '?'}"
0,X-Men,,X-Men Grand Design #2 [Ed Piskor Cover],nan,"{'pencils': 'Ed Piskor (signed)', 'inks': 'Ed Piskor (signed)', 'colors': 'Ed Piskor (signed)', 'genre': 'superhero', 'characters': 'X-Men [Iceman; Beast; Angel; Marvel Girl; Cyclops]'}"
0,X-Men,(2003),"X-Men: God Loves, Man Kills - Special Edition #[nn]","./covers/X-Men: God Loves, Man Kills - Special Edition #[nn].jpg","{'pencils': 'Adam Hughes', 'inks': 'Adam Hughes', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Storm; Wolverine; Colossus; Nightcrawler; Banshee', 'reprints': 'in  X-Men: God Loves, Man Kills (Marvel, 2007 series)  (2007) [cover; hardcover]  in  Marvel Gold. La Imposible Patrulla-X Especial: Dios Ama, El Hombre Mata (Panini Espa̱a, 2013 series)  (Octubre 2013)  in  Marvel 75th Anniversary Omnibus (Marvel, 2014 series)  ([November] 2014) [1/4 page]'}"
0,nan,(November 2008),Ultimate Fantastic Four / Ultimate X-Men Annual #1,nan,{}
0,nan,([November] 2001),New X-Men #[1] [first printing] - e is for extinction,nan,{}
0,X-Men,(December 2011),X-Men: Regenesis #1 [Second Printing Wolverine Variant],./covers/X-Men: Regenesis #1 [Second Printing Wolverine Variant].jpg,"{'pencils': 'Chris Bachalo', 'inks': 'Tim Townsend', 'colors': '?', 'genre': 'superhero'}"
0,X-Men,(January 2012),X-Men: Schism #2 [X Printing Variant],./covers/X-Men: Schism #2 [X Printing Variant].jpg,"{'pencils': 'Frank Cho', 'inks': 'Frank Cho', 'colors': 'Jason Keith', 'genre': 'superhero', 'characters': 'Colossus; Rogue; Wolverine; Cyclops'}"
0,X-Men,,X-Treme X-Men #13 [Kalman Andrasofszky Variant],./covers/X-Treme X-Men #13 [Kalman Andrasofszky Variant].jpg,"{'pencils': 'Giuseppe Camuncoli', 'inks': 'Cam Smith', 'colors': 'Rain Beredo'}"
