,series,right,title,cover,metadata
0,X-Men,(July 1999),The Uncanny X-Men #370 [Newsstand Edition],./covers/The Uncanny X-Men #370 [Newsstand Edition].jpg,"{'pencils': 'Adam Kubert (signed)', 'inks': 'Adam Kubert (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Wolverine; Gambit; Colossus; Marrow]; Captain Mar-Vell; Dr. Octopus; Captain America; Hulk; Iron Man; Thor; Psylocke; Vision'}"
0,X-Men,(July 1983),The Uncanny X-Men #171 [Newsstand Edition],./covers/The Uncanny X-Men #171 [Newsstand Edition].jpg,"{'pencils': 'Walt Simonson (signed)', 'inks': 'Walt Simonson (signed)', 'colors': '?', 'letters': 'Ron Zalme', 'genre': 'superhero', 'characters': 'Rogue; Storm; Colossus; Nightcrawler; Kitty Pryde', 'reprints': 'in  The Uncanny X-Men: From the Ashes... (Marvel, 1990 series)  (1990)  in  Obras Maestras (Planeta DeAgostini, 1991 series) #2 - La Patrulla-X: Desde las Cenizas (Abril 1991)  in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)  in  Marvels universum (Semic, 1987 series) #12/1987'}"
0,X-Men,(May 1983),The Uncanny X-Men #169 [Newsstand Edition],./covers/The Uncanny X-Men #169 [Newsstand Edition].jpg,"{'pencils': 'Paul Smith (signed)', 'inks': 'Paul Smith (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'Angel', 'reprints': 'in  Projekt X special (Interpresse, 1987 series) #1 ([Januar] 1987)  in  The Uncanny X-Men: From the Ashes... (Marvel, 1990 series)  (1990)  in  Obras Maestras (Planeta DeAgostini, 1991 series) #2 - La Patrulla-X: Desde las Cenizas (Abril 1991)  in  X-Men Classic (Marvel, 1990 series) #73 (July 1992)  in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)'}"
0,X-Men,(July 2000),The Uncanny X-Men #382 [Newsstand Edition],./covers/The Uncanny X-Men #382 [Newsstand Edition].jpg,"{'pencils': 'Tom Raney (signed)', 'inks': 'Scott Hanna', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Jean Grey; Cable; Requiem; Dirge; Desolation; Lament', 'reprints': 'in  Avengers 2000 (Marvel, 2000 series)  ([May] 2000) [Different colors.]  in  Avengers (Marvel, 1998 series) #29 (June 2000) [with different colors.], #30 (July 2000) [with different colors.]  in  X-Men Universe (Marvel, 1999 series) #9 (August 2000)  in  X-Men (Panini France, 1997 series) #53 (Juin 2001)'}"
0,X-Men,(March 2000),The Uncanny X-Men #378 [Newsstand Edition],./covers/The Uncanny X-Men #378 [Newsstand Edition].jpg,"{'pencils': 'Adam Kubert (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '? [as Liquid!] (signed)', 'genre': 'superhero', 'characters': 'Professor X; Jean Grey; Gambit; Iceman; Storm; Beast', 'reprints': 'in  X-Men Universe (Marvel, 1999 series) #7 (June 2000)  in  X-Men (Panini Deutschland, 2001 series) #9 (September 2001)'}"
0,X-Men,(October 2000),The Uncanny X-Men #385 [Direct Edition],./covers/The Uncanny X-Men #385 [Direct Edition].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Art Thibert [as Art T-Bear] (signed)', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Storm; Wolverine; Beast; Cable; Jean Grey; Rogue; Gambit; Colossus; Nightcrawler; Psylocke; Thunderbird [Neal Shaara]'}"
0,X-Men,(November 2000),The Uncanny X-Men #386 [Newsstand Edition],nan,"{'pencils': 'Adam Kubert (signed)', 'inks': 'Adam Kubert (signed)', 'colors': 'Richard Isanove [as RI] (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Rogue; Storm', 'reprints': 'in  X-Men Universe (Marvel, 1999 series) #15 (February 2001)'}"
0,X-Men,(February 2002),The Uncanny X-Men #402 [Newsstand Edition],./covers/The Uncanny X-Men #402 [Newsstand Edition].jpg,"{'pencils': 'Ron Garney (signed)', 'inks': 'Mark Morales (signed)', 'colors': '? [as Hi*Fi] (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Blob'}"
0,X-Men,(September 2002),The Uncanny X-Men #408 [Newsstand Edition],./covers/The Uncanny X-Men #408 [Newsstand Edition].jpg,"{'pencils': 'Sean Phillips (signed)', 'inks': 'Sean Phillips (signed)', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Stacy X'}"
0,X-Men,(September 2002),The Uncanny X-Men #409 [Newsstand Edition],./covers/The Uncanny X-Men #409 [Newsstand Edition].jpg,"{'pencils': 'Sean Phillips', 'inks': 'Sean Phillips', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Archangel; Nightcrawler; Wolverine; Iceman'}"
