,series,right,title,cover,metadata
0,X-Men,(September 2012),Ultimate Comics X-Men #14,./covers/Ultimate Comics X-Men #14.jpg,"{'pencils': 'Dave Johnson (signed)', 'inks': 'Dave Johnson (signed)', 'colors': 'Dave Johnson', 'genre': 'superhero'}"
0,X-Men,(June 2008),The Uncanny X-Men #497 [Skrull Variant],./covers/The Uncanny X-Men #497 [Skrull Variant].jpg,"{'pencils': 'Mike Choi (signed)', 'inks': 'Mike Choi (signed)', 'colors': 'Sonia Oback (signed)', 'genre': 'superhero', 'characters': 'Cyclops [Scott Summers]; Emma Frost [White Queen]; Angel [Warren Worthington III]', 'reprints': 'in  Los IncreÃ\xadbles Hombres X, Uncanny X-Men (Editorial Televisa, 2009 series) #3'}"
0,X-Men,(June 2013),X-Treme X-Men #13,./covers/X-Treme X-Men #13.jpg,"{'pencils': 'Giuseppe Camuncoli', 'inks': 'Cam Smith', 'colors': 'Rain Beredo'}"
0,X-Men,,The Uncanny X-Men #544 [Second Printing],./covers/The Uncanny X-Men #544 [Second Printing].jpg,"{'pencils': 'Greg Land', 'inks': 'Jay Leisten', 'colors': 'Justin Ponsor', 'genre': 'superhero', 'characters': 'Archangel; Apocalypse; Beast; Brood Queen; Colossus; Corsair; Cyclops; Dark Phoenix; Emma Frost; Havok; Hellfire Club Guards; Iceman; Juggernaut; Lockheed; Magneto; Marvel Girl; Mr. Sinister; Nightcrawler; Nimrod [Sentinel]; Professor X; Quicksilver; Rachel Summers [Hound]; Sabretooth; Sauron; Scarlet Witch; Sentinel; Shadowcat; Storm; Toad; Wolverine [James Howlett; Logan]'}"
0,X-Men,(March 2009),X-Men Noir #2 [Silhouette Cover],./covers/X-Men Noir #2 [Silhouette Cover].jpg,"{'pencils': 'Dennis Calero', 'inks': 'Dennis Calero', 'letters': 'Typeset', 'genre': 'crime', 'characters': 'Jean Grey'}"
0,X-Men,(December 2013),Uncanny X-Men #13 [Direct Edition],./covers/Uncanny X-Men #13 [Direct Edition].jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Ed McGuinness', 'colors': 'Marte Gracia', 'letters': 'Joe Caramagna', 'genre': 'superhero'}"
0,X-Men,(November 2013),X-Men #5 [Lego Cover],./covers/X-Men #5 [Lego Cover].jpg,"{'pencils': '?', 'inks': '?', 'colors': '?'}"
0,X-Men,(June 2000),The Uncanny X-Men #381 [Larroca Cover],./covers/The Uncanny X-Men #381 [Larroca Cover].jpg,"{'pencils': 'Salvador Larroca', 'inks': '?', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Jean Grey; Storm; Beast; Gambit; Cable', 'reprints': 'in  X-Men Universe (Marvel, 1999 series) #9 (August 2000)  in  X-Men (Panini France, 1997 series) #53 (Juin 2001)'}"
0,X-Men,(February 2000),X-Men Universe #3 [Newsstand Edition],./covers/X-Men Universe #3 [Newsstand Edition].jpg,"{'pencils': 'Paul Smith', 'inks': 'Paul Smith', 'colors': 'Liquid Graphics', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Storm'}"
0,X-Men,,X-Men: Schism #1 [Third Printing],./covers/X-Men: Schism #1 [Third Printing].jpg,"{'pencils': 'Carlos Pacheco', 'inks': 'Cam Smith', 'colors': ""Frank D'Armata""}"
