,series,right,title,cover,metadata
0,X-Men,(August 2006),X-Men Fairy Tales #2,./covers/X-Men Fairy Tales #2.jpg,"{'pencils': 'Kyle Baker (Painted)', 'inks': 'Kyle Baker (Painted)', 'colors': 'Kyle Baker (Painted)', 'letters': 'Typeset', 'genre': 'fantasy-supernatural', 'characters': 'Tortoise; Eagle'}"
0,Excalibur; Exiles,(February 2008),X-Men: Die by the Sword #5,./covers/X-Men: Die by the Sword #5.jpg,"{'pencils': 'Jelena Kevic-Djurdjevic (Painted)', 'inks': 'Jelena Kevic-Djurdjevic (Painted)', 'colors': 'Jelena Kevic-Djurdjevic (Painted)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Captain Britain; Psylocke'}"
0,X-Men,,The Uncanny X-Men #211 [Newsstand Edition],./covers/The Uncanny X-Men #211 [Newsstand Edition].jpg,"{'pencils': 'John Romita, Jr. (signed)', 'inks': 'Bob Wiacek (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Wolverine', 'reprints': 'in  X-Men Mutant Massacre (Marvel, 1996 series)  (October 1996)  in  Essential X-Men (Marvel, 1996 series) #6 (2005)  in  X-Men: Mutant Massacre (Marvel, 2009 series)  (2009)'}"
0,X-Men,,The Uncanny X-Men #198 [Newsstand Edition],./covers/The Uncanny X-Men #198 [Newsstand Edition].jpg,"{'pencils': 'Barry Windsor-Smith', 'inks': 'Barry Windsor-Smith', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Storm', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #16 (Novembre 1991)  in  Essential X-Men (Marvel, 1996 series) #5 (2004)  in  X-Men: Lifedeath (Marvel, 2011 series)  (2011),  (2011)'}"
0,X-Men,(November 2011),The Uncanny X-Men #543 [Architect Variant],./covers/The Uncanny X-Men #543 [Architect Variant].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': ""Frank D'Armata [as fgd] (signed)"", 'genre': 'superhero', 'characters': 'Cyclops; Emma Frost; Magneto'}"
0,X-Men,(2006),Essential X-Men #1 [Second Edition],./covers/Essential X-Men #1 [Second Edition].jpg,"{'pencils': 'Gil Kane', 'inks': 'Dave Cockrum', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Beast; Angel; Cyclops; Marvel Girl; Ice-Man; Wolverine; Storm; Colossus; Nightcrawler; Thunderbird', 'reprints': 'from  Giant-Size X-Men (Marvel, 1975 series) #1 ([July] 1975)'}"
0,nan,(2013),X-Men: Fall of the Mutants #1,./covers/X-Men: Fall of the Mutants #1.jpg,{}
0,X-Men,(June 1994),X-Men Classic #96 [Newsstand Edition],nan,"{'pencils': 'Matthew Ryan (signed)', 'inks': 'Matthew Ryan (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Rogue; Colossus; Nightcrawler]; Magus'}"
0,X-Men,(August 1992),X-Men Classic #74 [Newsstand Edition],nan,"{'pencils': 'Adam Hughes (signed)', 'inks': 'Adam Hughes (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Storm; Nightcrawler; Colossus]; Morlocks'}"
0,X-Men,(January 1994),X-Men Classic #91 [Newsstand Edition],nan,"{'pencils': 'Bart Sears (signed)', 'inks': 'Mark Pennington (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Colossus; Storm]; Dire Wraiths'}"
0,X-Men,(2009),Astonishing X-Men: Ghost Box,./covers/Astonishing X-Men: Ghost Box.jpg,"{'pencils': 'Simone Bianchi', 'inks': 'Simone Bianchi', 'colors': 'Simone Peruzzi', 'letters': 'typeset', 'genre': 'superhero', 'characters': ""The X-Men [Cyclops [Scott Summers]; Beast [Hank McCoy]; Wolverine [Logan]; Storm [Ororo Iqadi T'Challa]; Emma Frost [White Queen]; Armor [Hisako Ichiki]]"", 'reprints': 'from  Astonishing X-Men (Marvel, 2004 series) #25 (September 2008)'}"
0,X-Men,(August 1992),The Uncanny X-Men #291 [Newsstand Edition],./covers/The Uncanny X-Men #291 [Newsstand Edition].jpg,"{'pencils': 'Tom Raney (signed)', 'inks': 'Jan Harps (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Storm; Morlocks', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #59 (Maggio 1995)'}"
0,X-Men,(June 2008),The Uncanny X-Men #497 [Newsstand Edition],./covers/The Uncanny X-Men #497 [Newsstand Edition].jpg,"{'pencils': 'Mike Choi', 'inks': 'Mike Choi', 'colors': 'Sonia Oback', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Emma Frost [White Queen]; Angel'}"
0,X-Men,(May 2012),Ultimate Comics X-Men #9,./covers/Ultimate Comics X-Men #9.jpg,"{'pencils': 'Kaare Andrews (painted)', 'inks': 'Kaare Andrews (painted)', 'colors': 'Kaare Andrews (painted)', 'genre': 'superhero', 'reprints': 'in  Ultimate Universe (Panini France, 2012 series) #6 (Mars 2013)'}"
0,X-Men,(1997),Uncanny X-Men '97  [Newsstand Edition],nan,"{'pencils': 'Duncan Rouleau', 'inks': 'Troy Hubbs (?)', 'colors': '?', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Storm; Cannonball; Havok; Dark Beast; Fatale; Razors'}"
0,X-Men,(April 2013),Uncanny X-Men #2 [Frazer Irving],./covers/Uncanny X-Men #2 [Frazer Irving].jpg,"{'pencils': 'Frazer Irving', 'inks': 'Frazer Irving', 'colors': 'Frazer Irving', 'genre': 'superhero'}"
0,X-Men,,The Uncanny X-Men #191 [Canadian variant],./covers/The Uncanny X-Men #191 [Canadian variant].jpg,"{'pencils': 'John Romita, Jr. (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Colossus; Vision', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #14 (Settembre 1991)  in  Essential X-Men (Marvel, 1996 series) #5 (2004)'}"
0,X-Men,,The Uncanny X-Men #197 [Canadian variant],./covers/The Uncanny X-Men #197 [Canadian variant].jpg,"{'pencils': 'John Romita, Jr. (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Dr. Doom; Cyclops; Storm; Wolverine; Colossus; Rogue; Nightcrawler; Kitty Pryde', 'reprints': 'in  X-Men Classic (Marvel, 1990 series) #101 (November 1994)  in  Essential X-Men (Marvel, 1996 series) #5 (2004)  in  X-Men Epic Collection (Marvel, 2014 series) #12 - The Gift (2015)  in  Marvel mutanter (SatellitFÃ¶rlaget, 1989 series) #5/1989'}"
0,X-Men,,The Uncanny X-Men #199 [Canadian variant],./covers/The Uncanny X-Men #199 [Canadian variant].jpg,"{'pencils': 'John Romita, Jr. (signed)', 'inks': 'John Romita, Jr. (signed)', 'colors': '?', 'letters': 'Rick Parker', 'genre': 'superhero', 'characters': 'Rachel Summers', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #17 (Dicembre 1991)  in  X-Men Classic (Marvel, 1990 series) #103 (January 1995)  in  Essential X-Men (Marvel, 1996 series) #6 (2005)  in  Secret Wars II (Marvel UK, 1986 series) #47  in  Marvel mutanter (SatellitFÃ¶rlaget, 1989 series) #5/1989'}"
0,X-Men,,The Uncanny X-Men #188 [Canadian variant],./covers/The Uncanny X-Men #188 [Canadian variant].jpg,"{'pencils': 'John Romita, Jr.', 'inks': 'Dan Green', 'colors': '?', 'genre': 'superhero', 'characters': 'Rachel Summers; Storm; Colossus; Rogue; Nightcrawler; Professor X', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #13 (Agosto 1991)  in  X-Men Classic (Marvel, 1990 series) #92 (February 1994)  in  Essential X-Men (Marvel, 1996 series) #5 (2004)  in  Marvels universum (SatellitFörlaget, 1988 series) #11/1988'}"
0,X-Men,(2008),X-Men vs. Apocalypse #1 - The Twelve,./covers/X-Men vs. Apocalypse #1 - The Twelve.jpg,"{'pencils': 'Adam Kubert', 'inks': 'Tim Townsend', 'colors': '?', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Apocalypse', 'reprints': 'from  The Uncanny X-Men (Marvel, 1981 series) #377 [Direct Edition] (February 2000)'}"
0,X-Men,,The Uncanny X-Men #278 [Australian Newsstand],./covers/The Uncanny X-Men #278 [Australian Newsstand].jpg,"{'pencils': 'Paul Smith (signed)', 'inks': 'Paul Smith (signed)', 'colors': '?', 'letters': 'Rick Parker', 'genre': 'superhero', 'characters': 'Rogue; Guido', 'reprints': 'in  X-Men Epic Collection (Marvel, 2014 series) #19 - Mutant Genesis'}"
0,X-Men,(May 1996),X-Men #52 [Newsstand Edition],nan,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Cam Smith (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Bishop; Apocalypse; Malcom; Randall'}"
0,X-Men,(August 2013),Ultimate Comics X-Men #28,./covers/Ultimate Comics X-Men #28.jpg,"{'pencils': 'Dave Johnson (signed)', 'inks': 'Dave Johnson (signed)', 'colors': 'Dave Johnson', 'genre': 'superhero'}"
0,X-Men,(May 2013),Uncanny X-Men #3 [Noto],./covers/Uncanny X-Men #3 [Noto].jpg,"{'pencils': 'Phil Noto', 'inks': 'Phil Noto', 'colors': 'Phil Noto', 'genre': 'superhero'}"
0,X-Men,(December 2009),X-Men Forever #10 [Zombie Variant],nan,"{'pencils': 'Sean Chen', 'inks': 'Terry Austin', 'colors': 'Wil Quintana', 'letters': 'Tom Orzechowski', 'genre': 'superhero', 'characters': ""Cyclops; Jean Grey; Rogue; Gambit; 'Ro; Beast; Nightcrawler; Kitty Pryde; Sabretooth; Zombie Wolverine""}"
0,X-Men,(January 1993),X-Men Classic #79 [Newsstand Edition],./covers/X-Men Classic #79 [Newsstand Edition].jpg,"{'script': '?', 'pencils': 'Adam Hughes', 'inks': 'Adam Hughes', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Colossus; Nightcrawler; Storm; Wolverine]; Phoenix [Jean Grey]'}"
