,series,right,title,cover,metadata
0,X-Men,(July 1983),The Uncanny X-Men #171 [Direct Edition],./covers/The Uncanny X-Men #171 [Direct Edition].jpg,"{'pencils': 'Walt Simonson (signed)', 'inks': 'Walt Simonson (signed)', 'colors': '?', 'letters': 'Ron Zalme', 'genre': 'superhero', 'characters': 'Rogue; Storm; Colossus; Nightcrawler; Kitty Pryde', 'reprints': 'in  The Uncanny X-Men: From the Ashes... (Marvel, 1990 series)  (1990)  in  Obras Maestras (Planeta DeAgostini, 1991 series) #2 - La Patrulla-X: Desde las Cenizas (Abril 1991)  in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)  in  Marvels universum (Semic, 1987 series) #12/1987'}"
0,X-Men,(January 1983),The Uncanny X-Men #165 [Direct],./covers/The Uncanny X-Men #165 [Direct].jpg,"{'pencils': 'Paul Smith (signed)', 'inks': 'Paul Smith (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Storm transforming into Brood', 'reprints': 'in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)'}"
0,X-Men,(August 2001),New X-Men #115 [Direct Edition],./covers/New X-Men #115 [Direct Edition].jpg,"{'pencils': 'Frank Quitely (signed)', 'inks': 'Tim Townsend (signed)', 'colors': 'Dan Kemp [as D ...] (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Wolverine', 'reprints': 'in  New X-Men (Marvel, 2001 series) #1 [second printing] - e is for extinction (2002)  in  New X-Men (Marvel, 2002 series) #1 (2002)  in  X-Men (Planeta DeAgostini, 2002 series) #74 (Mayo 2002)  in  New X-Men (Marvel, 2001 series) #3 - New Worlds ([December] 2002)  in  New X-Men (Marvel, 2002 series) #2 (2003)  in  X-Men (Hjemmet / Egmont, 2003 series) #1/2003 ([april] 2003)  in  Marvel Must Haves: New X-Men #114–116 (Marvel, 2003 series)  (2003)  in  Dobry komiks (Axel Springer Polska, 2004 series) #15/2004 ([wrzesień] 2004)  in  A Coleção Oficial de Graphic Novels Marvel (Salvat, 2013 series) #23 - Novos X-Men: E de Extinção (Janeiro 2014)  in  Coleccionable New X-Men (Panini España, 2014 series) #1 - E de Extinción ([Mayo] 2014)'}"
0,X-Men,(October 2001),New X-Men #117 [Direct Edition],./covers/New X-Men #117 [Direct Edition].jpg,"{'pencils': 'Frank Quitely', 'inks': 'Tim Townsend', 'colors': 'Hi-Fi Design', 'genre': 'superhero', 'characters': 'Beast', 'reprints': 'in  New X-Men (Marvel, 2001 series) #1 [second printing] - e is for extinction (2002)  in  New X-Men (Marvel, 2002 series) #1 (2002)  in  Dobry komiks (Axel Springer Polska, 2004 series) #21/2004 ([październik] 2004)'}"
0,X-Men,(October 1996),X-Men: Road to Onslaught #1,./covers/X-Men: Road to Onslaught #1.jpg,"{'pencils': 'Steve Geiger (signed)', 'inks': 'Steve Geiger (signed)', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Onslaught', 'reprints': 'in  Wiz (Marvel Italia, 1995 series) #22 (Agosto 1997)  in  X-Men: Complete Onslaught Epic (Marvel, 2007 series) #1 (2007)'}"
0,X-Men,(November 2000),X-Men The Hidden Years #12,./covers/X-Men The Hidden Years #12.jpg,"{'pencils': 'John Byrne (signed)', 'inks': 'John Byrne (signed)', 'colors': 'Greg Wright', 'genre': 'superhero', 'characters': 'Magneto; Sauron; Havok; Lorna Dane [Polaris]; Iceman'}"
0,X-Force,(1995),X-Men: The Ultra Collection #3,./covers/X-Men: The Ultra Collection #3.jpg,{}
0,X-Men,(June 2000),X-Men Unlimited #27 [Direct Edition],./covers/X-Men Unlimited #27 [Direct Edition].jpg,"{'pencils': 'Brett Booth', 'inks': '?', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Jean Grey; Colossus; Thunderbird [Neal Sharra]]'}"
0,X-Men,(October 2002),The Uncanny X-Men #410 [Direct Edition],./covers/The Uncanny X-Men #410 [Direct Edition].jpg,"{'pencils': 'Ron Garney (signed)', 'inks': 'Mark Morales', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Archangel; Iceman; Wolverine; Nightcrawler; Stacy X'}"
0,X-Men,(November 2003),X-Treme X-Men #31,./covers/X-Treme X-Men #31.jpg,"{'pencils': 'Salvador Larroca', 'inks': 'Salvador Larroca', 'colors': 'Liquid Graphics', 'genre': 'superhero', 'characters': 'Rogue; Gambit'}"
