,series,right,title,cover,metadata
0,X-Men; Ghost Rider,(August 1993),X-Men & Ghost Rider: Brood Trouble In the Big Easy,./covers/X-Men & Ghost Rider: Brood Trouble In the Big Easy.jpg,"{'pencils': 'Ron Wagner', 'inks': 'Mark Pennington', 'colors': 'Paul Mounts', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Wolverine; Gambit; Ghost Rider [Danny Ketch]; Brood'}"
0,X-Men,(October 2009),The Uncanny X-Men #514 [2nd Print Variant],./covers/The Uncanny X-Men #514 [2nd Print Variant].jpg,"{'pencils': 'Terry Dodson', 'inks': 'Rachel Dodson', 'colors': 'Justin Ponsor', 'genre': 'superhero', 'characters': 'Emma Frost; Cyclops [Scot Summers]; Pixie [Megan Gwynn]; Psylocke [Betsy Braddock]; Wolverine [Logan]; Wolverine [Daken Akihiro]; Cloak [Tyrone Johnson]; Dagger [Tandy Bowen]'}"
0,Avengers; X-Men,(October 2012),Avengers vs. X-Men #9 [Avengers Team Variant],./covers/Avengers vs. X-Men #9 [Avengers Team Variant].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': 'Jason Keith (signed)', 'genre': 'superhero', 'characters': 'Daredevil [Matt Murdock]; Archangel [Warren Worthington III]'}"
0,Thanos,(September 2017),Thanos #9 [Jim Lee X-Men Trading Card Cover],./covers/Thanos #9 [Jim Lee X-Men Trading Card Cover].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Jim Lee (signed)', 'colors': 'Jesus Aburtov (signed)', 'genre': 'superhero', 'characters': 'Strong Guy [Guido Carosella]; Polaris [Lorna Dane]'}"
0,Gus Beezer,(May 2003),Marvelous Adventures of Gus Beezer: X-Men #1,./covers/Marvelous Adventures of Gus Beezer: X-Men #1.jpg,"{'pencils': 'Jason Lethcoe', 'inks': 'Jason Lethcoe', 'colors': 'Hi-Fi Colour Design', 'genre': 'superhero; humor', 'characters': 'Gus Beezer; Wolverine'}"
0,X-Men,(1993),X-Men Collector's Edition [Pizza Hut] #4,./covers/X-Men Collector's Edition [Pizza Hut] #4.jpg,"{'pencils': 'Mike Harris', 'inks': 'Harry Candelario', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Bishop; Jean Grey; Computer simulations of Beast; Storm; Rogue; Gambit; Wolverine; Jubilee; Arcade'}"
0,The X-Men,(June 2002),Essential Uncanny X-Men #1 [2nd printing],./covers/Essential Uncanny X-Men #1 [2nd printing].jpg,"{'pencils': 'Bruce Timm [as B.T.] (signed)', 'inks': 'Bruce Timm [as B.T.] (signed)', 'colors': 'Marie Javins', 'letters': 'Jonathan Babcock', 'genre': 'superhero', 'characters': 'The X-Men [The Angel; The Beast; Iceman; Cyclops; Marvel Girl]'}"
0,X-Men,(March 1995),Astonishing X-Men #1 [X-tra Second Print Edition],./covers/Astonishing X-Men #1 [X-tra Second Print Edition].jpg,"{'pencils': 'Joe Madureira (signed)', 'inks': 'Tim Townsend (signed)', 'colors': 'Steve Buccellato', 'letters': 'Comicraft', 'genre': 'superhero', 'characters': 'X-Men [Magneto; Rogue; Sabretooth; Wildchild; Storm; Iceman; Blink; Morph; Sunfire; Banshee]', 'reprints': 'in  Ultimate Astonishing X-Men (Marvel, 1995 series)  (August 1995)  in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #73 (Luglio 1996)  in  X-Men: Age of Apocalypse (Marvel, 2015 series) #1 - Alpha (2015)'}"
0,X-Men,(January 2016),Uncanny X-Men #600 [Kris Anka Variant],nan,"{'pencils': 'Kris Anka', 'inks': 'Kris Anka', 'colors': 'Kris Anka', 'letters': 'typeset', 'genre': 'superhero'}"
0,X-Men,(January 2016),Uncanny X-Men #600 [Incentive Rick Leonardi Variant],nan,"{'pencils': 'Chris Bachalo', 'inks': 'Chris Bachalo', 'colors': 'Chris Bachalo', 'genre': 'superhero', 'characters': 'Angel [Warren Worthington III]; Wolverine [Logan]; Glob Herman; Iceman; Marvel Girl [Rachel Grey]; X-23; Armor; Banshee [Sean Cassiday]; Jubilee; Gambit; Storm; Colossus; Beast; Nightcrawler; Magneto; Magik; Cyclops; Charles Xavier; Emma Frost; Tempest [Eva Bell]; Psylocke; Marvel Girl [Jean Grey]; Mystique; Sabretooth'}"
