,series,right,title,cover,metadata
0,IVX,(March 2017),IVX #3 [Incentive Ardian Syaf X-Men Variant (Magneto)],./covers/IVX #3 [Incentive Ardian Syaf X-Men Variant (Magneto)].jpg,"{'pencils': 'Ardian Syaf', 'inks': 'Ardian Syaf', 'colors': 'Ardian Syaf', 'letters': 'typeset', 'genre': 'superhero'}"
0,nan,([January] 2005),Marvel Masterworks: The Uncanny X-Men #5 (40) [Limited Variant Edition],./covers/Marvel Masterworks: The Uncanny X-Men #5 (40) [Limited Variant Edition].jpg,{}
0,Longshot,(2008),Marvel Premiere Classic #14 - X-Men: Longshot [direct market variant],./covers/Marvel Premiere Classic #14 - X-Men: Longshot [direct market variant].jpg,"{'pencils': 'Arthur Adams', 'inks': 'Arthur Adams', 'colors': '?', 'genre': 'superhero', 'characters': 'Longshot; Mojo; Spiral; Gog; Magog', 'reprints': 'from  Longshot (Marvel, 1985 series) #1 [Direct Edition] (September 1985)'}"
0,X-Men,(December 1997),The Uncanny X-Men #350 [Non-Enhanced Edition],./covers/The Uncanny X-Men #350 [Non-Enhanced Edition].jpg,"{'pencils': 'Joe Madureira (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Gambit; Joseph; Archangel; Psylocke; Beast; Rogue]; Maggott; Marauders [Scalphunter; Sabretooth; Harpoon; Vertigo; Riptide]', 'reprints': 'in  X-Men Visionaries: Joe Madureira (Marvel, 2001 series)  (January 2001)  in  The 100 Greatest Marvels of All Time (Marvel, 2001 series) #2 (December 2001)'}"
0,X-Men,(October 1998),The Uncanny X-Men #360 [Dynamic Forces Edition],./covers/The Uncanny X-Men #360 [Dynamic Forces Edition].jpg,"{'pencils': 'Jae Lee (signed)', 'inks': 'Jae Lee (signed)', 'colors': 'Jos̩ Villarrubia (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'X-Men [Storm; Wolverine; Colossus; Nightcrawler; Kitty Pryde]'}"
0,X-Men,(October 1998),The Uncanny X-Men #360 [Direct Non-Enhanced Edition],./covers/The Uncanny X-Men #360 [Direct Non-Enhanced Edition].jpg,"{'pencils': 'Carlos Pacheco (?)', 'inks': '?', 'colors': '?', 'genre': 'superhero', 'characters': 'The Grey King; Landslide; Crux; Chaos; Rapture; Mercury'}"
0,Avengers; X-Men,(October 2012),Avengers vs. X-Men #10 [Avengers Team Variant],./covers/Avengers vs. X-Men #10 [Avengers Team Variant].jpg,"{'pencils': 'Humberto Ramos', 'inks': 'Humberto Ramos', 'colors': 'Edgar Delgado', 'genre': 'superhero', 'characters': 'Spider-Woman [Jessica Drew]; Gambit'}"
0,Avengers; X-Men,(October 2012),Avengers vs. X-Men #9 [Stegman Variant],./covers/Avengers vs. X-Men #9 [Stegman Variant].jpg,"{'pencils': 'Ryan Stegman', 'inks': 'Ryan Stegman', 'colors': 'Matthew Wilson', 'genre': 'superhero', 'characters': 'Spider-Man [Peter Parker]; Colossus [Piotr Rasputin]'}"
0,X-Men,(February 2004),X-Treme X-Men #36 [Direct Edition],./covers/X-Treme X-Men #36 [Direct Edition].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Storm'}"
0,X-Men,(October 2001),X-Treme X-Men #4 [Direct Edition],./covers/X-Treme X-Men #4 [Direct Edition].jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Sage [Tessa]', 'reprints': 'in  X-Men (Hjemmet / Egmont, 2003 series) #2/2004 ([mars] 2004), #5/2004 ([september] 2004)'}"
0,X-Men,(1993),X-Men Collector's Edition [Pizza Hut] #1,./covers/X-Men Collector's Edition [Pizza Hut] #1.jpg,"{'script': '?', 'pencils': 'Andrew Wildman', 'inks': 'Steven Baskerville', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Gambit; Rogue; Sentinels'}"
0,X-Men,(October 2010),X-Men: Curse of the Mutants - Storm & Gambit #1,./covers/X-Men: Curse of the Mutants - Storm & Gambit #1.jpg,"{'pencils': 'Mico Suayan', 'inks': 'Mico Suayan', 'colors': 'Christopher Strain', 'genre': 'superhero'}"
0,X-Men,(November 2011),X-Men: Curse of the Mutants - Smoke and Blood #1,./covers/X-Men: Curse of the Mutants - Smoke and Blood #1.jpg,"{'pencils': 'Clayton Crain', 'inks': 'Clayton Crain', 'colors': 'Clayton Crain', 'genre': 'superhero'}"
0,Dark Avengers,(April 2010),Hasbro / Dark Avengers / Uncanny X-Men: Exodus #1,nan,"{'pencils': 'Mike Deodato Jr. (signed)', 'inks': 'Mike Deodato Jr. (signed)', 'colors': 'Rain Beredo', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Dark Avengers [Iron Patriot [Norman Osborn]; Ms. Marvel [Moonstone]; Wolverine [Daken]; Hawkeye [Bullseye]; Spider-Man [Mac Gargan]]', 'reprints': 'from  Dark Avengers (Marvel, 2009 series) #1 (March 2009)'}"
0,Cyclops,,The Amazing Spider-Man #661 [X-Men Evolutions Variant Cover],./covers/The Amazing Spider-Man #661 [X-Men Evolutions Variant Cover].jpg,"{'pencils': 'Mario Alberti', 'inks': 'Mario Alberti', 'colors': '?', 'genre': 'superhero'}"
0,X-Men,(October 1994),The Uncanny X-Men #317 [Non-Enhanced Cover],./covers/The Uncanny X-Men #317 [Non-Enhanced Cover].jpg,"{'pencils': 'Joe Madureira (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Skin; Banshee; M; White Queen; Husk; Phalanx'}"
