,series,right,title,cover,metadata
0,X-Men,(April 2013),Uncanny X-Men #1 [Blank Variant],./covers/Uncanny X-Men #1 [Blank Variant].jpg,{'genre': 'superhero'}
0,X-Men,(August 2001),New X-Men #115 [Variant Edition],./covers/New X-Men #115 [Variant Edition].jpg,"{'pencils': 'Barry Windsor-Smith (signed)', 'inks': 'Barry Windsor-Smith (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Cyclops [Scott Summers]', 'reprints': 'in  New X-Men (Marvel, 2002 series) #1 (2002)  in  Coleccionable New X-Men (Panini España, 2014 series) #1 - E de Extinción ([Mayo] 2014)'}"
0,X-Men,(May 2013),All-New X-Men #8,./covers/All-New X-Men #8.jpg,"{'pencils': 'Stuart Immonen', 'inks': 'Wade Von Grawbadger', 'colors': 'Marte Gracia', 'genre': 'superhero', 'characters': 'X-Men [Angel (1964); Cyclops (1964); Iceman (1964); Beast (1964); Marvel Girl (1964)]; Avengers [Hawkeye; Black Widow; Captain America; Thor]', 'reprints': 'in  Essential X-Men (Panini UK, 2014 series) #3 (22 October 2014)  in  All New X-Men (Standaard Uitgeverij, 2015 series) #3 (2016)  in  Novíssimos X-Men (Panini Brasil, 2016 series) #2 - Criando Raízes (Junho 2016), #2 - Criando Raízes (Junho 2016)'}"
0,X-Men,(July 2001),Essential X-Men #3 [Second Printing],./covers/Essential X-Men #3 [Second Printing].jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Joe Rubinstein (signed)', 'editing': 'Louise Simonson [as Louise Jones] (editor); Danny Fingeroth (assistant editor); Jim Shooter (editor-in-chief)', 'genre': 'superhero', 'characters': 'Dr. Doom; Storm; Wolverine; Colossus; Angel; Nightcrawler', 'reprints': 'from  The Uncanny X-Men (Marvel, 1981 series) #145 [Newsstand Edition] (May 1981) reprinted in black and white'}"
0,X-Men,(1992),The X-Men Annual #1 [Newsstand Edition],./covers/The X-Men Annual #1 [Newsstand Edition].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Jim Lee (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Wolverine; Gambit; Rogue; Beast; Psylocke]', 'reprints': 'in  X-Men Visionaries: Jim Lee (Marvel, 2002 series)  (2002)  in  Marvel Superhelden (JuniorPress, 1981 series) #51', 'keywords': 'Shattershot'}"
0,X-Men,(June 2013),Ultimate Comics X-Men #25,./covers/Ultimate Comics X-Men #25.jpg,"{'pencils': 'Dave Johnson (signed)', 'inks': 'Dave Johnson (signed)', 'colors': 'Dave Johnson', 'genre': 'superhero'}"
0,Avengers; X-Men,(January 2015),Avengers & X-Men: Axis #5,./covers/Avengers & X-Men: Axis #5.jpg,"{'pencils': 'Jim Cheung', 'inks': 'Jim Cheung', 'colors': 'Justin Ponsor', 'genre': 'superhero', 'characters': 'Storm; Thor; Iron Man; Luke Cage; Deadpool; Medusa; Red Onslaught; Loki; Hobgoblin; Sabretooth; Doctor Doom; Carnage'}"
0,X-Men,(December 2000),The Uncanny X-Men #388 [Newsstand Edition],nan,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Sandu Florea (signed)', 'colors': 'Richard Isanove [as RI] (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Mystique; Robert Kelly'}"
0,X-Men,(November 2012),Ultimate Comics X-Men #16,./covers/Ultimate Comics X-Men #16.jpg,"{'pencils': 'Dave Johnson (signed)', 'inks': 'Dave Johnson (signed)', 'colors': 'Dave Johnson', 'genre': 'superhero'}"
0,X-Men,(February 1994),X-Men #29 [Newsstand Edition],./covers/X-Men #29 [Newsstand Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Matt Ryan (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Archangel; Psylocke; Shinobi Shaw'}"
0,X-Men,(January 1994),X-Men #28 [Newsstand Edition],./covers/X-Men #28 [Newsstand Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Matt Ryan (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Jean Grey; Sabretooth'}"
0,X-Men,(August 1992),X-Men #11 [Newsstand Edition],./covers/X-Men #11 [Newsstand Edition].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Bob Wiacek (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Wolverine; Psylocke; Rogue; Gambit; Beast; Jubilee]', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #57 (Marzo 1995)  in  Wolverine Encyclopedia (Marvel, 1996 series) #1 (November 1996) [see note; modified]  in  Mega Marvel (SatellitFÃ¶rlaget, 1992 series) #5/1994'}"
0,X-Men,(June 1993),X-Men #21 [Newsstand Edition],./covers/X-Men #21 [Newsstand Edition].jpg,"{'pencils': 'Brandon Peterson (signed)', 'inks': 'Dan Panosian (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Gambit; Psylocke; Revanche; The Hand', 'reprints': 'in  X-Men: A Skinning of Souls (Marvel, 2013 series)  ([November] 2013)'}"
0,X-Men,(January 2001),X-Men #108 [Newsstand Edition],nan,"{'pencils': 'Leinil Francis Yu (signed)', 'inks': 'Mark Morales (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Professor X'}"
0,X-Men,(December 2001),New X-Men #119 [Newsstand Edition],nan,"{'pencils': 'Frank Quitely', 'inks': 'Tim Townsend', 'colors': 'HiFi Design', 'genre': 'superhero', 'characters': 'Angel [Angel Salvadore]', 'reprints': 'in  New X-Men (Marvel, 2002 series) #1 (2002)'}"
0,X-Men,(July 2002),New X-Men #126 [Newsstand Edition],nan,"{'pencils': 'Frank Quitely (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Professor X [Charles Xavier]; Cyclops; Wolverine; White Queen; Jean Grey; Beast; Angel [Angel Salvadore]; Stepford Cuckoos [Celeste; Esme; Irma; Phoebe; Sophie]; Beak; Glob Herman; Redneck; Dummy; Tattoo; Radian; Ernst; Quentin Quire', 'reprints': 'in  New X-Men (Marvel, 2002 series) #1 (2002)  in  New X-Men (Marvel, 2001 series) #[2] - Imperial [first printing] (July 2002)  in  X-Men (Hjemmet / Egmont, 2003 series) #2/2004 ([mars] 2004)  in  A Coleção Oficial de Graphic Novels Marvel (Salvat, 2013 series) #24 - Novos X-Men: Imperial (Maio 2015)  in  X-Men (Panini Deutschland, 2001 series) #30 (2003) [X-Men-Logo changed]'}"
0,X-Men,([Late] August 2002),New X-Men #128 [Newsstand Edition],nan,"{'pencils': 'Ethan van Sciver (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Jean Grey', 'reprints': 'in  New X-Men (Marvel, 2001 series) #3 - New Worlds ([December] 2002)  in  New X-Men (Marvel, 2002 series) #2 (2003)  in  X-Men (Hjemmet / Egmont, 2003 series) #3/2004 ([mai] 2004)'}"
0,X-Men,(January 1997),X-Men #60 [Newsstand Edition],./covers/X-Men #60 [Newsstand Edition].jpg,"{'pencils': 'Scott Clark (signed)', 'inks': 'Chris Carlson (signed)', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Storm; Cyclops'}"
0,X-Men,(March 1997),X-Men #62 [Newsstand Edition],./covers/X-Men #62 [Newsstand Edition].jpg,"{'pencils': 'Carlos Pacheco (signed)', 'inks': 'Art Thibert [as A.T.] (signed)', 'colors': 'Liquid Graphics', 'letters': '?', 'genre': 'superhero', 'characters': 'Wolverine; Shang-Chi', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #93 (Marzo 1998)'}"
0,X-Men,(September 1999),X-Men #92 [Newsstand Edition],./covers/X-Men #92 [Newsstand Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Jesse Delperdang (signed)', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Bishop'}"
