,series,right,title,cover,metadata
0,Legion,(March 2013),X-Men Legacy #5 [Variant Cover by Jorge Molina],./covers/X-Men Legacy #5 [Variant Cover by Jorge Molina].jpg,"{'pencils': 'Mike del Mundo (painted)', 'inks': 'Mike del Mundo (painted)', 'colors': 'Mike del Mundo (painted)', 'genre': 'superhero'}"
0,Wolverine; X-Men,(May 2014),Wolverine & the X-Men #2 [Arthur Adams Variant],./covers/Wolverine & the X-Men #2 [Arthur Adams Variant].jpg,"{'pencils': 'Arthur Adams (signed)', 'inks': 'Arthur Adams (signed)', 'colors': 'Edgar Delgado (signed)', 'genre': 'superhero', 'characters': 'Wolverine; Storm; Broo; Shark-Girl; Kid Omega; Genesis; Idie Okonkwo; Eye-Boy'}"
0,X-Men,(April 2014),All-New X-Men #23 [Dale Keown Variant Cover],./covers/All-New X-Men #23 [Dale Keown Variant Cover].jpg,"{'pencils': 'Dale Keown', 'inks': 'Dale Keown', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Jean Grey; Groot'}"
0,X-Men,(September 1994),X-Men #36 [Holo-Foil Enhanced Newsstand Edition Variant],nan,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Matt Ryan (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Banshee; Sabretooth; Synch; Phalanx', 'reprints': 'in  X-Men: Origin of Generation X (Marvel, 1996 series)  (1996)  in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #70 (Aprile 1996)', 'keywords': 'Phalanx Covenant'}"
0,Avengers; X-Men,(June 2012),Avengers vs. X-Men #1 [4th Printing Variant],./covers/Avengers vs. X-Men #1 [4th Printing Variant].jpg,"{'pencils': 'Jim Cheung', 'inks': 'Jim Cheung', 'colors': 'Justin Ponsor', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Avengers [Beast; Black Widow; Luke Cage; Captain America; Hawkeye; Iron Man; Iron Fist; Ms. Marvel; Red Hulk; Spider-Man; Spider-Woman [Jessica Drew]; Thing; Thor; Wolverine]; X-Men [Angel; Armor; Colossus; Cyclops; Emma Frost; Gambit; Iceman; Magneto; Namor the Sub-Mariner; Psylocke; Rogue; Storm; Hope Summers; Warpath]', 'reprints': 'in  Hasbro / The Defenders (Marvel, 2012 series) #8 (February 2012)'}"
0,Avengers; X-Men,(June 2012),Avengers vs. X-Men #1 [6th Printing Variant],./covers/Avengers vs. X-Men #1 [6th Printing Variant].jpg,"{'pencils': 'Jim Cheung', 'inks': 'Jim Cheung', 'colors': 'Justin Ponsor', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Avengers [Beast; Black Widow; Luke Cage; Captain America; Hawkeye; Iron Man; Iron Fist; Ms. Marvel; Red Hulk; Spider-Man; Spider-Woman [Jessica Drew]; Thing; Thor; Wolverine]; X-Men [Angel; Armor; Colossus; Cyclops; Emma Frost; Gambit; Iceman; Magneto; Namor the Sub-Mariner; Psylocke; Rogue; Storm; Hope Summers; Warpath]', 'reprints': 'in  Hasbro / The Defenders (Marvel, 2012 series) #8 (February 2012)'}"
0,X-Men,(March 2014),All-New X-Men #22 [Stuart Immonen Standard Cover],./covers/All-New X-Men #22 [Stuart Immonen Standard Cover].jpg,"{'pencils': 'Stuart Immonen', 'inks': 'Wade Von Grawbadger', 'colors': 'Marte Gracia', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Jean Grey; Beast; Angel; Iceman]; Guardians of the Galaxy [Star-Lord [Peter Quill]; Gamora; Angela; Draz the Destroyer; Rocket Raccoon; Groot]'}"
0,X-Men,(February 2004),X-Treme X-Men #36 [Newsstand Edition],nan,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca (signed)', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Storm'}"
0,X-Men,(September 2013),Ultimate Comics X-Men #29 [Variant Cover by Carlo Pagulayan],./covers/Ultimate Comics X-Men #29 [Variant Cover by Carlo Pagulayan].jpg,"{'pencils': 'Carlo Pagulan (signed)', 'inks': 'Scott Hanna (signed)', 'colors': 'Jim Charalampidis [as JC] (signed)', 'genre': 'superhero'}"
0,Generation X,(1996),X-Men: Origin of Generation X  [First Print],./covers/X-Men: Origin of Generation X  [First Print].jpg,"{'pencils': 'Chris Bachello', 'inks': '?', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Generation X [Husk; M; Synth; Skin; Jubilee; Chamber]'}"
