,series,right,title,cover,metadata
0,nan,(February 2006),X-Men: Phoenix - Endsong #[sc],nan,{}
0,X-Men,(1995),The X-Men: Time Gliders #3,./covers/The X-Men: Time Gliders #3.jpg,"{'pencils': 'John Hebert', 'inks': 'Bill Anderson', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Rogue; Avalanche'}"
0,nan,([May] 2003),Uncanny X-Men: Dominant Species,nan,{}
0,nan,(January 1995),The X-Men Prelude to Perdition #1,./covers/The X-Men Prelude to Perdition #1.jpg,{}
0,X-Men,(1994),X-Men: The Coming of Triplikill #1,./covers/X-Men: The Coming of Triplikill #1.jpg,"{'pencils': 'Geof Isherwood', 'inks': 'Geof Isherwood', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Storm; Wolverine; Iceman; Beast; Jubilee; Triplikill; Mr. Sinister'}"
0,nan,(March 2009),Ultimate X-Men #100 [Variant Edition],./covers/Ultimate X-Men #100 [Variant Edition].jpg,{}
0,X-Men,(February 2011),X-Men #6 [Variant Edition],./covers/X-Men #6 [Variant Edition].jpg,"{'pencils': 'Adi Granov (painted)', 'inks': 'Adi Granov (painted)', 'colors': 'Adi Granov (painted)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Dracula; Cyclops', 'reprints': 'in  Humo presenteert (Humo, 2013 series) #8 - X-Men: Vloek van de mutanten (2014)'}"
0,X-Men,(2014),X-Men: Days of Future Past,./covers/X-Men: Days of Future Past.jpg,"{'pencils': 'Terry Austin', 'inks': 'Terry Austin', 'colors': '?', 'genre': 'superhero', 'characters': 'Wolverine; Storm; Sentinel', 'reprints': 'from  The Uncanny X-Men (Marvel, 1981 series) #142 (February 1981)'}"
0,nan,([March] 2012),Avengers vs. X-Men Program #1,./covers/Avengers vs. X-Men Program #1.jpg,{}
0,nan,,Astonishing X-Men #7 - Monstrous,nan,{}
0,nan,(November 2014),All-New X-Men #32,./covers/All-New X-Men #32.jpg,{}
