,series,right,title,cover,metadata
0,nan,([July] 2010),X-Men: We Are the X-Men,nan,{}
0,nan,(November 2012),X-Men #35,./covers/X-Men #35.jpg,{}
0,nan,(August 2012),X-Men #30,./covers/X-Men #30.jpg,{}
0,nan,([September] 2010),Dark X-Men,nan,{}
0,X-Men,([July] 2005),X-Men: Golgotha,./covers/X-Men: Golgotha.jpg,"{'pencils': 'Salvador Larroca (signed)', 'inks': 'Salvador Larroca', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Wolverine; Havok; Polaris; Gambit; Rogue', 'reprints': 'from  X-Men (Marvel, 2004 series) #166 [Direct Edition] (March 2005)'}"
0,nan,(2009),X-Men: The Shattering,nan,{}
0,X-Men,(January 1968),The X-Men #40,./covers/The X-Men #40.jpg,"{'pencils': 'George Tuska', 'inks': 'George Tuska', 'colors': 'Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Marvel Girl; Angel; Iceman; Beast]; The Frankenstein Android', 'reprints': 'in  The X-Men (Marvel, 1963 series) #88 (June 1974)which is reprinted  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #8 ([March] 2010)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #2 (July 1987)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #4 ([October] 2004)  in  Essential Classic X-Men (Marvel, 2006 series) #2 (2006)  in  X-Men: First Class Giant-Size Special (Marvel, 2008 series) #1 (December 2008)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)'}"
0,X-Men,(February 1968),The X-Men #41,./covers/The X-Men #41.jpg,"{'pencils': 'Don Heck', 'inks': 'George Tuska', 'colors': 'Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Beast; Iceman]; Grotesk', 'reprints': 'in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #2 (July 1987)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #4 ([October] 2004)  in  Essential Classic X-Men (Marvel, 2006 series) #2 (2006)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)'}"
0,X-Men,(August 1968),The X-Men #47,./covers/The X-Men #47.jpg,"{'pencils': 'Don Heck', 'inks': 'Frank Giacoia', 'colors': 'Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Beast; Iceman]; Maha Yogi', 'reprints': 'in  HIP Classics (Classics/Williams, 1969 series) #19130 (1969)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #3 (September 1987)  in  Marvel Milestones: Ghost Rider, Black Widow & Iceman (Marvel, 2005 series)  (2005)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #5 ([August] 2005)  in  Essential Classic X-Men (Marvel, 2006 series) #2 (2006)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)'}"
0,X-Men,(July 1966),The X-Men #22,./covers/The X-Men #22.jpg,"{'pencils': 'Werner Roth', 'inks': 'Dick Ayers', 'colors': 'Stan Goldberg; Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Professor X; Cyclops; Marvel Girl [Jean Grey];  Beast; Angel; Iceman]; Count Nefaria; Unicorn; Eel [Leopold Stryke]; Porcupine; Scarecrow; Plant Man', 'reprints': 'in  Fantastic! (IPC, 1967 series) #42 (2 December 1967)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999)  in  Marvel Masterworks: The X-Men (Marvel, 1998 series) #[3] (January 2002)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)'}"
0,X-Men,(March 1969),The X-Men #54,./covers/The X-Men #54.jpg,"{'script': '?', 'pencils': 'Barry Windsor-Smith; John Romita (alterations)', 'inks': 'Vince Colletta; John Romita (alterations)', 'colors': 'Marie Severin', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'X-Men [Angel; Beast; Cyclops; Iceman; Marvel Girl]; Living Pharoah', 'reprints': 'in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #3 (September 1987)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #6 ([April] 2006)  in  Essential Classic X-Men (Marvel, 2006 series) #3 (2009)  in  X-Men: Lifedeath (Marvel, 2011 series)  (2011)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)'}"
0,X-Men,(June 1969),The X-Men #57,./covers/The X-Men #57.jpg,"{'pencils': 'Neal Adams', 'inks': 'Neal Adams; Tom Palmer', 'colors': 'Neal Adams', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Marvel Girl; Angel; Iceman; Beast]; Sentinel; Larry Trask', 'reprints': ""in  X-Men Collector's Edition (Marvel UK, 1981 series) #[nn] (1981), #[nn] (1981)  in  X-Men Classics Starring the X-Men (Marvel, 1983 series) #1 (December 1983)  in  Projekt X klassiker (Interpresse, 1985 series) #1 (uge 34 1985)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #3 (September 1987)  in  X-Men: Visionaries 2: The Neal Adams Collection (Marvel, 1996 series)  (1996)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #6 ([April] 2006)  in  Essential Classic X-Men (Marvel, 2006 series) #3 (2009)  in  Women of Marvel: Celebrating Seven Decades Omnibus (Marvel, 2010 series)  ([November] 2010)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)""}"
0,X-Men,(October 1969),The X-Men #61,./covers/The X-Men #61.jpg,"{'pencils': 'Neal Adams', 'inks': 'Tom Palmer; Neal Adams', 'colors': 'Neal Adams', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Marvel Girl; Angel; Iceman; Beast]; Sauron', 'reprints': 'in  X-Men Classics Starring the X-Men (Marvel, 1983 series) #2 (January 1984)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #3 (September 1987)  in  X-Men: Visionaries 2: The Neal Adams Collection (Marvel, 1996 series)  (1996)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #6 ([April] 2006)  in  Essential Classic X-Men (Marvel, 2006 series) #3 (2009)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)'}"
0,X-Men,(January 1970),The X-Men #64,./covers/The X-Men #64.jpg,"{'script': '?', 'pencils': 'Sal Buscema', 'inks': 'Tom Palmer', 'colors': 'Tom Palmer', 'letters': 'Herb Cooper', 'genre': 'superhero', 'characters': 'X-Men [Angel; Beast; Cyclops; Iceman; Marvel Girl]; Sunfire', 'reprints': 'in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #3 (September 1987)  in  Marvel Visionaries: Roy Thomas (Marvel, 2006 series)  (2006)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #6 ([April] 2006)  in  Essential Classic X-Men (Marvel, 2006 series) #3 (2009)  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)'}"
0,X-Men,(March 1970),The X-Men #66,./covers/The X-Men #66.jpg,"{'pencils': 'Marie Severin', 'inks': 'Sam Grainger', 'colors': 'Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'X-Men [Angel; Beast; Cyclops; Iceman; Marvel Girl]; Hulk', 'reprints': 'in  Prosjekt X (Semic, 1984 series) #5/1985 (uke 19 1985)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #3 (September 1987)  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #6 ([April] 2006)  in  Essential Classic X-Men (Marvel, 2006 series) #3 (2009)  in  X-Men vs. Hulk (Marvel, 2009 series)  (March 2009) [cover]  in  The X-Men Omnibus (Marvel, 2009 series) #2 ([April] 2011)  in  Savage Hulk (Marvel, 2014 series) #1 (August 2014)which is reprinted  in  Savage Hulk (Marvel, 2014 series) #1 - The Man Within (2014)  in  Savage Hulk (Marvel, 2014 series) #1 - The Man Within (2014)  in  Biblioteca Marvel: Hulk (Planeta DeAgostini, 2004 series) #12'}"
0,nan,(April 2012),X-Men #24,./covers/X-Men #24.jpg,{}
0,X-Men,(December 2011),X-Men #19,./covers/X-Men #19.jpg,"{'pencils': 'Jorge Molina (painted)', 'inks': 'Jorge Molina (painted)', 'colors': 'Jorge Molina (painted)', 'genre': 'superhero'}"
0,nan,(July 2012),X-Men #28,./covers/X-Men #28.jpg,{}
0,X-Men,(May 2015),X-Men #25,./covers/X-Men #25.jpg,"{'pencils': 'Jorge Molina (signed)', 'inks': 'Jorge Molina (signed)', 'colors': 'Jorge Molina (signed)', 'genre': 'superhero', 'characters': 'Psylocke'}"
0,nan,(April 2013),X-Men #41,./covers/X-Men #41.jpg,{}
0,X-Men,,X-Men #4,./covers/X-Men #4.jpg,"{'pencils': 'Adi Granov [as AG] (painted)', 'inks': 'Adi Granov [as AG] (painted)', 'colors': 'Adi Granov [as AG] (painted)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Wolverine', 'reprints': 'in  Humo presenteert (Humo, 2013 series) #8 - X-Men: Vloek van de mutanten (2014)'}"
0,X-Men,(May 2000),X-Men: The Movie,./covers/X-Men: The Movie.jpg,"{'pencils': 'Photo', 'inks': 'Photo', 'colors': 'Photo', 'genre': 'superhero', 'characters': 'Professor X; Cyclops; Jean Grey; Storm; Wolverine; Rogue', 'reprints': 'in  X-Men the Movie (Hjemmet / Egmont, 2000 series)  ([september] 2000)'}"
0,X-Men,(September 1978),The X-Men #113,./covers/The X-Men #113.jpg,"{'pencils': 'John Byrne (signed)', 'inks': 'Bob Layton (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'X-Men [Storm; Cyclops; Phoenix [Jean Grey]; Wolverine; Colossus; Nightcrawler; Banshee]; Magneto', 'reprints': 'in  Classic X-Men (Marvel, 1986 series) #19 (March 1988)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #6 (May 1988)  in  El Asombroso Hombre Araña Presenta (Novedades, 1988 series) #73 (Septiembre 7 de 1989)  in  The Very Best of Marvel Comics (Marvel, 1991 series)  (1991)  in  Marvel Masterworks (Marvel, 1987 series) #24 ([September] 1993)  in  Essential X-Men (Marvel, 1996 series) #1 (1996)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #1 - Segunda Génesis (Abril 2011)  in  X-Men (Federal, 1984 series) #8'}"
