,series,right,title,cover,metadata
0,X-Men,(November 1979),The X-Men #127 [Direct Edition],./covers/The X-Men #127 [Direct Edition].jpg,"{'pencils': 'John Byrne (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Storm; Wolverine; Nightcrawler]; Proteus', 'reprints': 'in  Rampage Monthly (Marvel UK, 1978 series) #45 (March 1982)  in  Prosjekt X (Semic, 1984 series) #4/1985 (uke 15 1985)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #7 (July 1988)  in  Classic X-Men (Marvel, 1986 series) #33 (May 1989)  in  Marvel Special (Marvel Italia, 1994 series) #11 (Agosto 1997)  in  Wizard X-Men Masterpiece Edition (Marvel; Wizard, 2003 series) #1 (December 2003)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #2 - Días del Futuro Pasado  in  X-Men Classic (Panini France, 2012 series) #4 (décembre 2012)  in  X:en (Semic, 1984 series) #3/1985  in  Ryhmä-X (Semic, 1984 series) #3/1985  in  Projekt X (Interpresse, 1984 series) #3/1985  in  Essential X-Men (Marvel, 1996 series) #2'}"
0,X-Men,(May 1983),The Uncanny X-Men #169 [Direct Edition],./covers/The Uncanny X-Men #169 [Direct Edition].jpg,"{'pencils': 'Paul Smith (signed)', 'inks': 'Paul Smith (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'Angel', 'reprints': 'in  Projekt X special (Interpresse, 1987 series) #1 ([Januar] 1987)  in  The Uncanny X-Men: From the Ashes... (Marvel, 1990 series)  (1990)  in  Obras Maestras (Planeta DeAgostini, 1991 series) #2 - La Patrulla-X: Desde las Cenizas (Abril 1991)  in  X-Men Classic (Marvel, 1990 series) #73 (July 1992)  in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)'}"
0,X-Men,(December 1978),The X-Men #116 [Regular Edition],./covers/The X-Men #116 [Regular Edition].jpg,"{'pencils': 'John Byrne (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': 'Cyclops; Banshee; Ka-Zar; Garokk', 'reprints': 'in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #6 (May 1988)  in  Classic X-Men (Marvel, 1986 series) #22 (June 1988)  in  El Asombroso Hombre Araña Presenta (Novedades, 1988 series) #79 (Octubre 19 de 1989)  in  Marvel Masterworks (Marvel, 1987 series) #24 ([September] 1993)  in  Essential X-Men (Marvel, 1996 series) #1 (1996)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #1 - Segunda Génesis (Abril 2011)'}"
0,X-Men,(September 1981),The Uncanny X-Men #149 [Direct Edition],./covers/The Uncanny X-Men #149 [Direct Edition].jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Joe Rubinstein (signed)', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Garokk; X-Men [Storm; Wolverine; Colossus; Nightcrawler; Kitty Pryde]', 'reprints': 'in  Die Neuen X-Men (Condor, 1989 series) #1 ([1989])  in  X-Men Classic (Marvel, 1990 series) #53 (November 1990)  in  Essential X-Men (Marvel, 1996 series) #3 (July 1998)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #3 - Vs. Magneto (Noviembre 2012)  in  Les Mystérieux X-Men (Editions Héritage, 1985 series) #57'}"
0,X-Men,(November 1981),The Uncanny X-Men #151 [Direct Edition],./covers/The Uncanny X-Men #151 [Direct Edition].jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Joe Rubinstein (signed)', 'colors': '?', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'X-Men [Professor X; Cyclops; Storm; Colossus; Wolverine; Nightcrawler; Kitty Pryde]', 'reprints': 'in  X-Men Classic (Marvel, 1990 series) #55 (January 1991)  in  Essential X-Men (Marvel, 1996 series) #3 (July 1998)  in  Marvel Masterworks: The Uncanny X-Men (Marvel, 2003 series) #7 [Regular Edition] ([January] 2011)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #3 - Vs. Magneto (Noviembre 2012)  in  Les Mystérieux X-Men (Editions Héritage, 1985 series) #59'}"
0,X-Men,(July 2001),New X-Men #114 [Direct Edition],./covers/New X-Men #114 [Direct Edition].jpg,"{'pencils': 'Frank Quitely', 'inks': 'Tim Townsend', 'colors': 'Brian Haberlin', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Jean Grey; Wolverine; Beast; White Queen; Professor X]', 'reprints': 'in  New X-Men (Marvel, 2001 series) #1 [second printing] - e is for extinction (2002)  in  New X-Men (Marvel, 2002 series) #1 (2002), #1 (2002)  in  X-Men (Planeta DeAgostini, 2002 series) #73 (Abril 2002)  in  Marvel Must Haves: New X-Men #114–116 (Marvel, 2003 series)  (2003)  in  Dobry komiks (Axel Springer Polska, 2004 series) #9/2004 ([lipiec] 2004)  in  Coleccionable New X-Men (Panini España, 2014 series) #1 - E de Extinción ([Mayo] 2014)'}"
0,X-Men,(September 2001),New X-Men #116 [Direct Edition],./covers/New X-Men #116 [Direct Edition].jpg,"{'pencils': 'Frank Quitely (signed)', 'inks': 'Tim Townsend (signed)', 'colors': 'HiFi Design (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Emma Frost [White Queen]', 'reprints': 'in  New X-Men (Marvel, 2001 series) #1 [second printing] - e is for extinction (2002)  in  New X-Men (Marvel, 2002 series) #1 (2002)  in  X-Men (Planeta DeAgostini, 2002 series) #75 (Junio 2002)  in  X-Men (Hjemmet / Egmont, 2003 series) #2/2003 ([juni] 2003)  in  Marvel Must Haves: New X-Men #114–116 (Marvel, 2003 series)  (2003)  in  Coleccionable New X-Men (Panini España, 2014 series) #1 - E de Extinción ([Mayo] 2014)'}"
0,X-Men,(September 2000),X-Men: Children of the Atom #6,./covers/X-Men: Children of the Atom #6.jpg,"{'pencils': 'Essad Ribic (painting; signed)', 'inks': 'Essad Ribic (painting; signed)', 'colors': 'Essad Ribic (painting; signed)', 'genre': 'superhero', 'characters': 'Professor X; X-Men [Angel; Beast; Cyclops; Iceman; Marvel Girl]; Magneto', 'reprints': 'in  Marvel Exklusiv (Panini Deutschland, 1998 series) #33 - X-Men Kinder des Atoms ([2001])'}"
0,X-Men,(August 1999),The Uncanny X-Men #371 [Direct Edition],./covers/The Uncanny X-Men #371 [Direct Edition].jpg,"{'pencils': 'Adam Kubert (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Douglock', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #117 (Marzo 2000)'}"
0,X-Men,(January 2000),The Uncanny X-Men #376 [Direct Edition],./covers/The Uncanny X-Men #376 [Direct Edition].jpg,"{'pencils': 'Adam Kubert (signed)', 'inks': 'Adam Kubert (signed)', 'colors': 'Chris Dickey (signed)', 'genre': 'superhero', 'characters': 'Cable; Gambit; Sabretooth; Dazzler; Beast; Bishop; Sentinel; Psylocke; Storm; Mikhal Rasputin; Cyclops; Magneto; Apocalypse; Rogue; Sunfire; Wolverine; Jean Grey; Colossus; Marrow; Archangel; Nightcrawler; Quicksilver; Professor X; Jubilee; Kitty Pryde; Polaris; Iceman; Mr. Sinister; Omega Red; Living Monolith', 'reprints': 'in  X-Men Universe (Marvel, 1999 series) #5 (April 2000)'}"
