,series,right,title,cover,metadata
0,X-Men,(Late November 1988),The Uncanny X-Men #238,./covers/The Uncanny X-Men #238.jpg,"{'pencils': 'Marc Silvestri (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Storm; Wolverine; Colossus; Rogue; Psylocke; Dazzler; Longshot; Havok; Magistrates'}"
0,X-Men,(Late July 1990),The Uncanny X-Men #264,./covers/The Uncanny X-Men #264.jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Jim Lee (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Beast; Jean Grey; Forge; Punchout; Genoshan Magistrates', 'reprints': 'in  X-Men Visionaries: Jim Lee (Marvel, 2002 series)  (2002)  in  X-Men Vol. 2 No. 3 [Marvel Legends Reprint] (Marvel, 2003 series) #[nn] (February 2003)  in  X-Men by Chris Claremont & Jim Lee Omnibus (Marvel, 2011 series) #1 ([October] 2011)'}"
0,X-Men,(Early August 1990),The Uncanny X-Men #265,./covers/The Uncanny X-Men #265.jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Andy Kubert (signed)', 'colors': '?', 'letters': 'Joe Rosen', 'genre': 'superhero', 'characters': 'Storm; Hounds', 'reprints': 'in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #44 (Marzo 1994)  in  Gambit Classic (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men by Chris Claremont & Jim Lee Omnibus (Marvel, 2011 series) #1 ([October] 2011)'}"
0,X-Men,(May 2001),Essential X-Men #4,./covers/Essential X-Men #4.jpg,"{'pencils': 'Dave Cockrum (signed)', 'inks': 'Bob Wiacek (signed)', 'editing': 'Louise Simonson [as Louise Jones] (editor); Danny Fingeroth (assistant editor); Jim Shooter (editor-in-chief)', 'genre': 'superhero', 'characters': 'Wolverine; Brood', 'reprints': 'from  The Uncanny X-Men (Marvel, 1981 series) #162 [Direct Edition] (October 1982) reprinted black and white'}"
0,X-Men,(April 2003),X-Men Unlimited #42,./covers/X-Men Unlimited #42.jpg,"{'pencils': 'John Estes (Painted)', 'inks': 'John Estes (Painted)', 'colors': 'John Estes (Painted)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'White Queen [Emma Frost]'}"
0,X-Men,(June 2006),X-Men: The 198 #4,./covers/X-Men: The 198 #4.jpg,"{'pencils': 'Juan Doe [as JD] (signed)', 'inks': 'Juan Doe [as JD] (signed)', 'colors': 'Juan Doe [as JD] (signed)', 'genre': 'superhero'}"
0,X-Men 2099,(June 1995),X-Men 2099 #21,./covers/X-Men 2099 #21.jpg,"{'pencils': 'Tim Sale (signed)', 'inks': 'Tim Sale (signed)', 'colors': '?', 'genre': 'science fiction; superhero', 'characters': 'Halloween Jack [Jordan Boone; Loki]'}"
0,X-Men 2099,(December 1995),X-Men 2099 #27,./covers/X-Men 2099 #27.jpg,"{'pencils': 'Ron Lim (signed)', 'inks': 'Harry Candelario (signed)', 'colors': 'Tom Smith', 'letters': '?', 'genre': 'science fiction; superhero', 'characters': 'La Lunatica; The Undead [Graverobber; Catscratch; Arcadian; Serpentina]'}"
0,X-Men,(September 1994),X-Men Unlimited #6,./covers/X-Men Unlimited #6.jpg,"{'pencils': 'Kerry Gammill (signed)', 'inks': 'Dan Panosian (signed)', 'colors': 'Marie Javins', 'genre': 'superhero', 'characters': 'Cyclops; Havok; Jean Grey; Sauron'}"
0,X-Men,(December 1994),X-Men Unlimited #7,./covers/X-Men Unlimited #7.jpg,"{'pencils': 'Steve Epting (signed)', 'inks': 'Steve Epting (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Storm', 'reprints': 'in  Wiz (Marvel Italia, 1995 series) #6 (Aprile 1996)', 'keywords': 'lightning'}"
