,series,right,title,cover,metadata
0,nan,(August 2015),X-Men '92 #1 [Incentive Whilce Portacio Ant-Sized Variant],nan,{}
0,Wolverine; X-Men,(February 2012),Wolverine & the X-Men #3 [Second Printing Variant Cover by Tim Townsend],./covers/Wolverine & the X-Men #3 [Second Printing Variant Cover by Tim Townsend].jpg,"{'pencils': 'Chris Bachalo', 'inks': 'Tim Townsend', 'colors': 'Chris Bachalo', 'genre': 'superhero', 'characters': 'Wolverine; Beast; Rachel Grey; Toad'}"
0,X-Men,(July 2012),Astonishing X-Men #50 [Variant Cover by John Cassaday & Laura Martin],./covers/Astonishing X-Men #50 [Variant Cover by John Cassaday & Laura Martin].jpg,"{'pencils': 'Dustin Weaver', 'inks': 'Dustin Weaver', 'colors': 'Rachelle Rosenberg', 'genre': 'superhero', 'characters': 'Warbird; Gambit; Northstar; Wolverine; Karma; Iceman', 'reprints': 'in  X-Men Universe (Panini France, 2012 series) #4 (octobre 2012)'}"
0,X-Men,(January 2013),All-New X-Men #1 [Deadpool Is Unimpressed Variant Cover by Stuart Immonen],./covers/All-New X-Men #1 [Deadpool Is Unimpressed Variant Cover by Stuart Immonen].jpg,"{'pencils': 'Stuart Immonen', 'inks': 'Wade Von Grawbadger', 'colors': 'Marte Gracia', 'letters': '?', 'characters': 'Cyclops; Marvel Girl; Iceman; Angel; Beast; Magik; Magneto; Cyclops; Emma Frost; Christopher; Deadpool', 'reprints': 'in  La Nueva Patrulla-X (Panini España, 2013 series) #1 (Mayo 2013)'}"
0,X-Men,(April 2011),X-Men: Legacy #245 [50 Years of Fantastic Four Variant Edition],./covers/X-Men: Legacy #245 [50 Years of Fantastic Four Variant Edition].jpg,"{'pencils': 'Leinil Francis Yu', 'inks': 'Leinil Francis Yu', 'colors': 'Marte Gracia', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Avalanche; Basilisk [Cyclops]; Berserker [Warpath]; Chamber; Colossus; Eclipse [Sunspot]; Gambit; Hellion; Jubilee; Legacy [Rogue]; Magma; Magneto; Namor the Sub-Mariner; Nightmare [Pixie]; Psylocke; Storm; Warlock [Cypher]'}"
0,X-Men,(October 2012),First X-Men #1 [Black & White Variant Edition by Neal Adams],./covers/First X-Men #1 [Black & White Variant Edition by Neal Adams].jpg,"{'pencils': 'Neal Adams', 'inks': 'Neal Adams', 'colors': 'Matthew Wilson', 'genre': 'superhero', 'reprints': 'in  New Avengers (Marvel, 2010 series) #28 (September 2012)  in  First X-Men (Panini France, 2013 series)  (juillet 2013)'}"
0,nan,,X-Treme X-Men #1 [2nd Printing Variant by Julian Totino Tedesco],./covers/X-Treme X-Men #1 [2nd Printing Variant by Julian Totino Tedesco].jpg,{}
0,Avengers; X-Men,(May 2012),Avengers vs. X-Men #0 [Variant Wraparound Cover by Jim Cheung],./covers/Avengers vs. X-Men #0 [Variant Wraparound Cover by Jim Cheung].jpg,"{'pencils': 'Jim Cheung', 'inks': '?', 'colors': '?', 'genre': 'superhero', 'characters': 'Captain America; Cyclops; Emma Frost; Spider-Man; Hawkeye; Storm; Beast; Namor, the Sub-Mariner; Red Hulk; Colossus; Magneto; Iron Man; Black Widow; Wolverine'}"
0,Guardians of the Galaxy,(September 2014),Uncanny X-Men #23 [Rocket Raccoon and Groot Variant by Arthur Adams],./covers/Uncanny X-Men #23 [Rocket Raccoon and Groot Variant by Arthur Adams].jpg,"{'pencils': 'Arthur Adams (signed)', 'inks': 'Arthur Adams (signed)', 'colors': 'Morry Hollowell', 'genre': 'superhero', 'characters': 'Rocket Raccoon; Groot'}"
0,X-Men,(September-November 2007),Giant-Size X-Men No. 1 [MGA Die-Cast Car] #[nn],./covers/Giant-Size X-Men No. 1 [MGA Die-Cast Car] #[nn].jpg,"{'pencils': 'Gil Kane; Dave Cockrum (Original X-Men figures)', 'inks': 'Dave Cockrum', 'colors': '?', 'letters': 'Gaspar Saladino', 'genre': 'superhero', 'characters': 'Jean Grey; Iceman; Angel; Beast; Cyclops; Storm; Wolverine; Colossus; Nightcrawler; Thunderbird', 'reprints': 'from  Giant-Size X-Men (Marvel, 1975 series) #1 ([July] 1975)'}"
0,Fantastic Four,(October 2011),X-Men #16 [Fantastic Four 50th Anniversary Variant by Joe Quinones],./covers/X-Men #16 [Fantastic Four 50th Anniversary Variant by Joe Quinones].jpg,"{'pencils': 'Joe Quinones', 'inks': 'Joe Quinones', 'colors': 'Joe Quinones', 'genre': 'superhero', 'characters': 'Fantastic Four [Mr. Fantastic [Reed Richards]; Invisible Woman [Sue Richards Storm]; She-Hulk [Jennifer Walters]; Human Torch [Johnny Storm]]'}"
0,X-Men,(September 2010),Uncanny X-Men: The Heroic Age (HA) #1 [Second Printing Cover],./covers/Uncanny X-Men: The Heroic Age (HA) #1 [Second Printing Cover].jpg,"{'pencils': 'Mark Brooks (signed)', 'inks': 'Mark Brooks (signed)', 'colors': 'Laura Martin (signed)', 'genre': 'superhero', 'characters': 'X-Men [Cyclops [Scott Summers]; Beast [Hank McCoy]; Hope]; Captain America [Steve Rogers]; Molly Hayes; Mr. Fantastic [Reed Richards]'}"
0,nan,(June 2012),X-Men #27 [Avengers Art Appreciation Variant Cover by Khoi Pahm],./covers/X-Men #27 [Avengers Art Appreciation Variant Cover by Khoi Pahm].jpg,{}
0,Avengers; X-Men,(June 2012),Avengers vs. X-Men #1 [Retailer Bonus Variant Cover by Jim Cheung],./covers/Avengers vs. X-Men #1 [Retailer Bonus Variant Cover by Jim Cheung].jpg,"{'pencils': 'Jim Cheung', 'inks': 'Jim Cheung', 'colors': 'Justin Ponsor', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Avengers [Beast; Black Widow; Luke Cage; Captain America; Hawkeye; Iron Man; Iron Fist; Ms. Marvel; Red Hulk; Spider-Man; Spider-Woman [Jessica Drew]; Thing; Thor; Wolverine]; X-Men [Angel; Armor; Colossus; Cyclops; Emma Frost; Gambit; Iceman; Magneto; Namor the Sub-Mariner; Psylocke; Rogue; Storm; Hope Summers; Warpath]', 'reprints': 'in  Hasbro / The Defenders (Marvel, 2012 series) #8 (February 2012)'}"
0,Iron Man,(June 2010),The Uncanny X-Men #523 [Iron Man By Design Variant Cover by Mike Perkins],./covers/The Uncanny X-Men #523 [Iron Man By Design Variant Cover by Mike Perkins].jpg,"{'pencils': 'Mike Perkins (Painted)', 'inks': 'Mike Perkins (Painted)', 'colors': 'Mike Perkins (Painted)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Iron Man'}"
