,series,right,title,cover,metadata
0,nan,,X-Men: Blue #25,nan,{}
0,Phoenix,(March 2000),X-Men: Phoenix #3,./covers/X-Men: Phoenix #3.jpg,"{'pencils': 'Kevin Maguire', 'inks': 'Mark McKenna', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Phoenix [Rachel Summers]; Diamanda Nero'}"
0,X-Men,(June 1999),X-Men Unlimited #23,./covers/X-Men Unlimited #23.jpg,"{'pencils': 'Claudio Castellini (signed)', 'inks': 'Claudio Castellini (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Professor X; Storm; Wolverine; Colossus; Nightcrawler; Gambit; Rogue]', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #118 (Aprile 2000)'}"
0,X-Men,(September 1999),Astonishing X-Men #1,./covers/Astonishing X-Men #1.jpg,"{'pencils': 'Brandon Peterson [as Brando] (signed)', 'inks': 'Tim Townsend (signed)', 'colors': 'Liquid Graphics (signed)', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Jean Grey; Wolverine; Cable; Archangel; X-Man]', 'reprints': 'in  Marvel Authentix: Astonishing X-Men (Marvel, 1999 series) #1 (August 1999), #1 (August 1999)  in  X-Men Universe (Marvel, 1999 series) #1 (December 1999)'}"
0,X-Men,(1996),Uncanny X-Men '96,./covers/Uncanny X-Men '96.jpg,"{'pencils': 'Ian Churchill (see note)', 'inks': 'Art Thibert [as A. T.] (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Bishop; Shard; Storm; Wildchild; Hound'}"
0,X-Men,(December 1991),The Uncanny X-Men #283,./covers/The Uncanny X-Men #283.jpg,"{'pencils': 'Whilce Portacio (signed)', 'inks': 'Whilce Portacio (signed)', 'colors': '?', 'letters': 'Tom Orzechowski', 'genre': 'superhero', 'characters': 'Bishop; Storm', 'reprints': 'in  X-Mannen (JuniorPress, 1983 series) #123 (1992)  in  Spécial Strange (Semic S.A., 1989 series) #84 (Janvier 1993)  in  Ryhmä-X (Semic, 1984 series) #12/1993 (joulukuu 1993)  in  X-Men (SatellitFörlaget, 1990 series) #12/1993 (december 1993)  in  Uncanny X-Men (Modern Times, 1997 series) #3 (1998)  in  X-Men Flip Book (Marvel, 1995 series) #8'}"
0,X-Men,(February 1991),The Uncanny X-Men #273,./covers/The Uncanny X-Men #273.jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Kevin Nowlan (signed)', 'colors': '?', 'letters': 'Rick Parker', 'genre': 'superhero', 'characters': 'Lila Cheney; Storm; Wolverine; Psylocke; Cannonball; Jubilee; Jean Grey; Cable; Cyclops; Archangel; Banshee; Gambit; Sunspot', 'reprints': 'in  X-Men Visionaries: Jim Lee (Marvel, 2002 series)  (2002)  in  Marvel Milestones: Jim Lee and Chris Claremont X-Men & the Starjammers (Marvel, 2006 series) #1 (2006), #1 (2006)'}"
0,Ultimate X-Men,(July 2001),Ultimate X-Men #6,./covers/Ultimate X-Men #6.jpg,"{'pencils': 'Andy Kubert (signed)', 'colors': 'Richard Isanove', 'genre': 'superhero', 'characters': 'Magneto', 'reprints': 'in  Ultimate X-Men Deluxe (Panini, 2005 series) #1 (2005)'}"
0,X-Men,(July 2008),The Uncanny X-Men #498,./covers/The Uncanny X-Men #498.jpg,"{'pencils': 'Mike Choi', 'inks': 'Mike Choi', 'colors': 'Sonia Oback', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Wolverine [Logan]', 'reprints': 'in  Wolverine First Class #1 Custom Comic (Marvel, 2009 series)  (August 2009) [cover]  in  Essential X-Men (Panini UK, 2010 series) #2 (March 2010)  in  Los IncreÃ\xadbles Hombres X, Uncanny X-Men (Editorial Televisa, 2009 series) #4'}"
0,New X-Men,(December 2006),New X-Men #31,./covers/New X-Men #31.jpg,"{'pencils': 'Paco Medina', 'inks': 'Juan Vlasco', 'colors': 'Marte Gracia', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Emma Frost [White Queen]; X-23; Nimrod'}"
