,series,right,title,cover,metadata
0,Wolverine; X-Men,(March 2012),Wolverine & the X-Men #5,./covers/Wolverine & the X-Men #5.jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Nick Bradshaw', 'colors': 'Frank Martin', 'genre': 'superhero', 'reprints': 'in  Wolverine (Panini France, 2012 series) #3 (septembre 2012)  in  Wolverine und die X-Men (Panini Deutschland, 2012 series) #2 (Oktober 2012)'}"
0,Wolverine; X-Men,(August 2012),Wolverine & the X-Men #12,./covers/Wolverine & the X-Men #12.jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Nick Bradshaw', 'colors': 'Rachelle Rosenberg', 'genre': 'superhero'}"
0,Wolverine; X-Men,(July 2012),Wolverine & the X-Men #11,./covers/Wolverine & the X-Men #11.jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Nick Bradshaw', 'colors': 'Marte Gracia', 'genre': 'superhero', 'reprints': 'in  Wolverine (Panini France, 2012 series) #6 (décembre 2012)'}"
0,X-Men,(January 2012),Uncanny X-Men #1,./covers/Uncanny X-Men #1.jpg,"{'pencils': 'Carlos Pacheco', 'inks': 'Cam Smith', 'colors': ""Frank D'Armata"", 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Colossus; Cyclops; Danger; Emma Frost; Magik; Magneto; Namor the Sub-Mariner; Storm; Hope Summers', 'reprints': 'in  X-Men: Season One (Marvel, 2012 series)  ([March] 2012)'}"
0,X-Men,(November 2012),Astonishing X-Men #54,./covers/Astonishing X-Men #54.jpg,"{'pencils': 'Phil Noto (signed)', 'inks': 'Phil Noto (signed)', 'colors': 'Phil Noto (signed)', 'genre': 'superhero', 'characters': 'Karma'}"
0,Wolverine; X-Men,(November 2012),Wolverine & the X-Men #17,./covers/Wolverine & the X-Men #17.jpg,"{'pencils': 'Michael Allred', 'inks': 'Michael Allred', 'colors': 'Laura Allred', 'letters': '?', 'genre': 'superhero'}"
0,X-Men,(April 2013),Uncanny X-Men #1,./covers/Uncanny X-Men #1.jpg,"{'pencils': 'Chris Bachalo', 'colors': 'Chris Bachalo', 'genre': 'superhero', 'reprints': 'in  La Imposible Patrulla-X (Panini España, 2012 series) #13 (Junio 2013)  in  Essential X-Men (Panini UK, 2014 series) #3 (22 October 2014)'}"
0,nan,(May 2000),X-Men: Zero Tolerance,./covers/X-Men: Zero Tolerance.jpg,{}
0,Wolverine; X-Men,(May 2013),Wolverine & the X-Men #26,./covers/Wolverine & the X-Men #26.jpg,"{'pencils': 'Ramon Pérez', 'inks': 'Ramon Pérez', 'colors': 'Laura Martin', 'genre': 'superhero'}"
0,Wolverine,(June 2013),Wolverine & the X-Men #27AU,./covers/Wolverine & the X-Men #27AU.jpg,"{'pencils': 'Mike Deodato', 'inks': 'Mike Deodato', 'colors': 'Rain Beredo', 'genre': 'superhero'}"
0,X-Men,(2012),X-Men: Age of Apocalypse,nan,"{'pencils': 'Joe Madureira', 'inks': 'Tim Townsend', 'colors': '?', 'genre': 'superhero', 'characters': 'Magneto; Rogue; Jean Grey; Quicksilver; Nightcrawler; Wolverine; Bishop; Sunfire; Blink; Gambit; Sabretooth; Wild Child; Colossus; Jubilee; Apocalypse; Sentinels', 'reprints': 'from  X-Men: Alpha (Marvel, 1995 series) #1 [Direct Edition] (February 1995)'}"
0,nan,(2006),X-Men: Apocalypse / Dracula,nan,{}
0,X-Men,(January 2013),Astonishing X-Men #56,./covers/Astonishing X-Men #56.jpg,"{'pencils': 'Phil Noto', 'inks': 'Phil Noto', 'colors': 'Phil Noto', 'genre': 'superhero', 'characters': 'Iceman'}"
0,X-Men,(December 2012),Astonishing X-Men #55,./covers/Astonishing X-Men #55.jpg,"{'pencils': 'Phil Noto (signed)', 'inks': 'Phil Noto (signed)', 'colors': 'Phil Noto (signed)', 'genre': 'superhero', 'characters': 'Wolverine; Iceman; Gambit; Northstar; Warbird'}"
0,X-Men,(February 2013),Astonishing X-Men #57,./covers/Astonishing X-Men #57.jpg,"{'pencils': 'Phil Noto (signed)', 'inks': 'Phil Noto (signed)', 'colors': 'Phil Noto (signed)', 'genre': 'superhero', 'characters': 'Warbird; Wolverine; Gambit'}"
0,X-Men,(October 2011),Astonishing X-Men #41,./covers/Astonishing X-Men #41.jpg,"{'pencils': 'Salvador Larroca', 'inks': 'Salvador Larroca', 'colors': 'Guru eFX', 'genre': 'superhero', 'characters': 'Wolverine; Cyclops; Armor; Emma Frost'}"
0,X-Men,(October 2011),X-Men: Schism #3,./covers/X-Men: Schism #3.jpg,"{'pencils': 'Daniel Acuna (painted)', 'inks': 'Daniel Acuna (painted)', 'colors': 'Daniel Acuna (painted)', 'genre': 'superhero', 'reprints': 'in  X-Men (Panini France, 2011 series) #16 (juin 2012)'}"
0,X-Men,(December 2011),X-Men: Regenesis #1,./covers/X-Men: Regenesis #1.jpg,"{'pencils': 'Chris Bachalo', 'inks': 'Tim Townsend', 'colors': '?', 'genre': 'superhero'}"
0,X-Men,(June 2009),Astonishing X-Men #29,./covers/Astonishing X-Men #29.jpg,"{'pencils': 'Simone Bianchi (signed)', 'inks': 'Simone Bianchi (signed); Andrea Silvestri (signed)', 'colors': 'Simone Peruzzi (signed)', 'genre': 'superhero', 'characters': ""X-Men [Storm [Ororo Iqadi T'Challa]; Emma Frost [White Queen]]"", 'reprints': 'in  Astonishing X-Men: Ghost Box (Marvel, 2009 series)  (2009)'}"
0,X-Men,(April 2009),The Uncanny X-Men #506,./covers/The Uncanny X-Men #506.jpg,"{'pencils': 'Terry Dodson', 'inks': 'Rachel Dodson', 'colors': 'Justin Ponsor', 'genre': 'superhero', 'characters': 'X-Men [Angel [Warren Worthington, III]; Beast [Hank McCoy]];X-Men Science Team [Dr. Nemesis [Thomas Bradley]; Madison Jeffries]', 'reprints': 'in  Uncanny X-Men: Lovelorn (Marvel, 2009 series)  (2009)'}"
