,series,right,title,cover,metadata
0,X-Men,(September 2000),X-Men Unlimited #28 [Direct Edition],./covers/X-Men Unlimited #28 [Direct Edition].jpg,"{'pencils': 'Brett Booth (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Gambit; Darkstar'}"
0,X-Men,(January 1993),The Uncanny X-Men #296 [Direct Edition],./covers/The Uncanny X-Men #296 [Direct Edition].jpg,"{'pencils': 'Brandon Peterson (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Stryfe', 'reprints': 'in  Marvel Héroes (Panini España, 2012 series) #43 - La Patrulla-X: La Canción del Verdugo (Noviembre 2012)'}"
0,X-Men,(May 1997),The Uncanny X-Men #344 [Direct Edition],./covers/The Uncanny X-Men #344 [Direct Edition].jpg,"{'pencils': 'Joe Madureira (signed)', 'inks': 'Tim Townsend (signed)', 'colors': 'Steve Buccellato', 'genre': 'superhero', 'characters': 'Deathbird; Gambit; Rogue; Bishop; Joseph; Phalanx'}"
0,X-Men,(October 1999),The Uncanny X-Men #373 [Direct Edition],./covers/The Uncanny X-Men #373 [Direct Edition].jpg,"{'pencils': 'Adam Kubert (signed)', 'inks': 'Adam Kubert (signed)', 'colors': 'Chris Dickey (signed)', 'genre': 'superhero', 'characters': 'Colossus; Marrow; Mikhail Rasputin', 'reprints': 'in  X-Men Universe (Marvel, 1999 series) #1 (December 1999)  in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #119 (Maggio 2000)'}"
0,X-Men,(March 2000),The Uncanny X-Men #378 [Direct Edition],./covers/The Uncanny X-Men #378 [Direct Edition].jpg,"{'pencils': 'Adam Kubert (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '? [as Liquid!] (signed)', 'genre': 'superhero', 'characters': 'Professor X; Jean Grey; Gambit; Iceman; Storm; Beast', 'reprints': 'in  X-Men Universe (Marvel, 1999 series) #7 (June 2000)  in  X-Men (Panini Deutschland, 2001 series) #9 (September 2001)'}"
0,X-Men,(September 2001),The Uncanny X-Men #396 [Direct Edition],./covers/The Uncanny X-Men #396 [Direct Edition].jpg,"{'pencils': 'Ian Churchill', 'inks': 'Ian Churchill (?)', 'colors': 'Hi Fi Design (?)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Wolverine; Nightcrawler; Iceman; Archangel; Chamber; Sugar Kane; Mr. Clean'}"
0,X-Men,(April 1994),X-Men #31 [Direct Edition],./covers/X-Men #31 [Direct Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Matt Ryan (signed)', 'colors': 'Lovern Kindzierski (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Psylocke; Revanche; Spiral'}"
0,X-Men,(November 1994),X-Men #38 [Deluxe Direct Edition],./covers/X-Men #38 [Deluxe Direct Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Matt Ryan (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Gambit; Sabretooth'}"
0,X-Men,(March 1996),X-Men #50 [Deluxe Direct Edition],./covers/X-Men #50 [Deluxe Direct Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Cam Smith (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Storm; Wolverine; Iceman]; Post', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #82 (Aprile 1997)  in  X-Men Special (Panini Deutschland, 1998 series) #3 (August 1998)', 'keywords': 'Anniversary'}"
0,X-Men,(November 1996),X-Men #58 [Direct Edition],./covers/X-Men #58 [Direct Edition].jpg,"{'pencils': 'Anthony Winn (signed)', 'inks': 'Danny Miki (signed)', 'colors': 'Liquid Graphics (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Gambit; Joseph', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #89 (Novembre 1997)  in  X-Men (Panini Deutschland, 1997 series) #25 (Februar 1999)'}"
