,series,right,title,cover,metadata
0,X-Men,(January 2014),Amazing X-Men #1 [Marvel Babies Variant by Skottie Young],./covers/Amazing X-Men #1 [Marvel Babies Variant by Skottie Young].jpg,"{'pencils': 'Ed McGuinness', 'inks': 'Ed McGuinness', 'colors': 'Marte Gracia', 'genre': 'superhero', 'characters': 'Nightcrawler', 'reprints': 'in  La Asombrosa Patrulla-X (Panini España, 2014 series) #1 (Febrero 2014)'}"
0,nan,(June 2015),Uncanny X-Men #33 [Stacey Lee Women of Marvel Variant],./covers/Uncanny X-Men #33 [Stacey Lee Women of Marvel Variant].jpg,{}
0,nan,,Professor Xavier and the X-Men / Marvel Fanfare #12 / 2,nan,{}
0,nan,,Professor Xavier and the X-Men / Marvel Fanfare #15 / 5,nan,{}
0,X-Men,([August] 2005),Marvel Masterworks: The X-Men #5 [Regular Edition],./covers/Marvel Masterworks: The X-Men #5 [Regular Edition].jpg,"{'pencils': 'Jim Steranko (signed)', 'inks': 'Jim Steranko (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Angel; Beast; Iceman; Marvel Girl]', 'reprints': 'from  The X-Men (Marvel, 1963 series) #49 (October 1968) [cover]'}"
0,X-Men,([October] 2008),Marvel Masterworks: The X-Men #7 (105) [Limited Variant Edition],./covers/Marvel Masterworks: The X-Men #7 (105) [Limited Variant Edition].jpg,"{'pencils': 'Gil Kane (signed)', 'inks': 'Bill Everett (signed)', 'colors': 'Sheila Johnson (reconstruction)', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'Beast [Hank McCoy]; Professor Carl Maddicks', 'reprints': 'from  Amazing Adventures (Marvel, 1970 series) #11 (March 1972) [interior]'}"
0,X-Men,([October] 2008),Marvel Masterworks: The X-Men #7 [Regular Edition],./covers/Marvel Masterworks: The X-Men #7 [Regular Edition].jpg,"{'pencils': 'Gil Kane (signed)', 'inks': 'Bill Everett (signed)', 'colors': 'Sheila Johnson (reconstruction)', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'Beast [Hank McCoy]; Professor Carl Maddicks', 'reprints': 'from  Amazing Adventures (Marvel, 1970 series) #11 (March 1972) [interior]'}"
0,X-Men,([May] 2004),Official Handbook of the Marvel Universe: X-Men 2004,./covers/Official Handbook of the Marvel Universe: X-Men 2004.jpg,{}
0,nan,([November] 2003),Marvel Masterworks: The Uncanny X-Men #1 [Regular Edition],nan,{}
0,nan,([February] 2012),Marvel Masterworks: The Uncanny X-Men #8 [Regular Edition],./covers/Marvel Masterworks: The Uncanny X-Men #8 [Regular Edition].jpg,{}
0,nan,([March] 2004),Marvel Masterworks: The Uncanny X-Men #3 [Regular Edition],./covers/Marvel Masterworks: The Uncanny X-Men #3 [Regular Edition].jpg,{}
0,nan,([September] 2003),Marvel Masterworks: The X-Men #3 [Regular Edition],nan,{}
0,X-Men,(February 2004),X-Men No. 13 [Marvel Legends Reprint] #[nn],./covers/X-Men No. 13 [Marvel Legends Reprint] #[nn].jpg,"{'script': '?', 'pencils': 'Jack Kirby', 'inks': 'Joe Sinnott', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'The X-Men [Professor X; Cyclops; Marvel Girl [Jean Grey]; Angel; Beast; Iceman]; The Human Torch; Juggernaut', 'reprints': 'from  The X-Men (Marvel, 1963 series) #13 (September 1965) [cover]'}"
