,series,right,title,cover,metadata
0,X-Men,(September 1987),The Uncanny X-Men #221 [Direct Edition],./covers/The Uncanny X-Men #221 [Direct Edition].jpg,"{'pencils': 'Marc Silvestri (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Havok; Wolverine', 'reprints': 'in  The Uncanny X-Men [So Much Fun] (Marvel, 1987 series) #221 (September 1987)  in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #27 (Ottobre 1992)  in  Sabretooth Classic (Marvel, 1994 series) #14 (June 1995)  in  X-Men (SatellitF̦rlaget, 1990 series) #11/1990'}"
0,X-Men,(March 2005),X-Men: Phoenix - Endsong #1,./covers/X-Men: Phoenix - Endsong #1.jpg,"{'pencils': 'Greg Land', 'inks': 'Matt Ryan', 'colors': 'Justin Ponsor', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Phoenix [Jean Grey]'}"
0,X-Men,(January 2001),X-Men The Hidden Years #14,./covers/X-Men The Hidden Years #14.jpg,"{'pencils': 'John Byrne (signed)', 'inks': 'John Byrne (signed)', 'colors': 'Greg Wright', 'genre': 'superhero', 'characters': 'X-Men [Angel; Beast; Cyclops; Iceman; Marvel Girl [Jean Grey]]; Dazzler [Burtram Worthington]'}"
0,X-Men,(May 2006),X-Men: Deadly Genesis #5,./covers/X-Men: Deadly Genesis #5.jpg,"{'pencils': 'Marc Silvestri (signed)', 'inks': 'Joe Weems (signed)', 'colors': 'John Starr', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Cyclops; Vulcan [Gabriel Summers]', 'reprints': 'in  X-Men: Deadly Genesis (Marvel, 2006 series)  ([June] 2006)  in  X-Men: Deadly Genesis (Marvel, 2006 series)  ([December] 2006)'}"
0,X-Men 2099,(February 1995),X-Men 2099 #17 [Direct Edition],./covers/X-Men 2099 #17 [Direct Edition].jpg,"{'pencils': 'Ron Lim (signed)', 'inks': 'Harry Candelario (signed)', 'colors': 'Tom Smith', 'genre': 'science fiction; superhero', 'characters': 'Krystalin; Daze'}"
0,X-Men 2099,(April 1995),X-Men 2099 #19 [Direct Edition],./covers/X-Men 2099 #19 [Direct Edition].jpg,"{'pencils': 'Ron Lim (signed)', 'inks': 'Harry Candelario (signed)', 'colors': 'Tom Smith', 'genre': 'science fiction; superhero', 'characters': 'Meanstreak; Halloween Jack [Jordan Boone; Loki]; Lytton', 'reprints': 'in  X-Men 2099 (Marvel Italia, 1994 series) #18 (Novembre 1995)'}"
0,X-Men 2099,(September 1995),X-Men 2099 #24 [Direct Edition],./covers/X-Men 2099 #24 [Direct Edition].jpg,"{'pencils': 'Ron Lim (signed)', 'inks': 'Harry Candelario (signed)', 'colors': 'Tom Smith', 'genre': 'science fiction; superhero', 'characters': 'X-Men 2099 [Skullfire; La Lunatica]; Norns [Euphoria; Felicity]'}"
0,X-Men 2099,(November 1995),X-Men 2099 #26 [Direct Edition],./covers/X-Men 2099 #26 [Direct Edition].jpg,"{'pencils': 'Ron Lim (signed)', 'inks': 'Harry Candelario (signed)', 'colors': 'Tom Smith', 'genre': 'science fiction; superhero', 'characters': 'X-Men 2099 [Cerebra; Skullfire; La Lunatica]; The Undead [Graverobber; Catscratch; Arcadian; Serpentina]'}"
0,X-Men,(December 1995),X-Men Unlimited #9 [Direct Edition],./covers/X-Men Unlimited #9 [Direct Edition].jpg,"{'pencils': 'Steve Geiger (signed)', 'inks': 'Steve Geiger (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Wolverine; Bloodscream'}"
0,X-Men,(March 1992),X-Men #6 [Direct Edition],./covers/X-Men #6 [Direct Edition].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Art Thibert [as A.T.] (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Wolverine; Psylocke; Sabretooth', 'reprints': 'in  X-Men: Mutant Genesis (Marvel, 1995 series)  [First Printing] (1995)  in  X-Men Vol. 2 No. 6 [Marvel Legends Reprint] (Marvel, 2003 series)  (July 2003) [cover]  in  Giant-Size Wolverine (Marvel, 2006 series) #1 (December 2006)  in  X-Men: Mutant Genesis (Marvel, 2010 series)  (2010)'}"
