,series,right,title,cover,metadata
0,Ultimate X-Men,(January 2003),Ultimate X-Men #25 [Newsstand Edition],./covers/Ultimate X-Men #25 [Newsstand Edition].jpg,"{'pencils': 'Adam Kubert (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Wolverine; Colossus'}"
0,Ultimate X-Men,(February 2004),Ultimate X-Men #40 [Newsstand Edition],./covers/Ultimate X-Men #40 [Newsstand Edition].jpg,"{'pencils': 'David Finch (signed)', 'colors': 'Richard Isanove (signed)', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Angel'}"
0,X-Men,(November 2017),Astonishing X-Men #3 [Simone Bianchi],nan,"{'pencils': 'Ed McGuinness (signed, credited)', 'inks': 'Mark Morales (credited)', 'colors': 'Dave McCaig (credited)', 'genre': 'superhero', 'characters': 'Old Man Logan'}"
0,X-Men,(April 2006),Astonishing X-Men #13 [Newsstand Edition],nan,"{'pencils': 'John Cassaday [as JC] (signed)', 'inks': 'John Cassaday [as JC] (signed)', 'colors': 'Laura Martin (signed)', 'genre': 'superhero', 'characters': 'X-Men [Beast; Colossus; Shadowcat [Kitty Pryde]; Cyclops; Emma Frost [White Queen]; Wolverine]', 'reprints': 'in  Astonishing X-Men (Marvel, 2004 series) #3 - Torn ([January] 2007), #3 - Torn ([January] 2007)  in  Astonishing X-Men (Marvel, 2006 series) #2 (2008)  in  Astonishing X-Men (Panini Deutschland, 2006 series) #3 - Zerissen ([März] 2008)'}"
0,X-Men,(January 1993),The Uncanny X-Men #296 [Newsstand Edition],./covers/The Uncanny X-Men #296 [Newsstand Edition].jpg,"{'pencils': 'Brandon Peterson (signed)', 'inks': 'Terry Austin (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Stryfe', 'reprints': 'in  Marvel Héroes (Panini España, 2012 series) #43 - La Patrulla-X: La Canción del Verdugo (Noviembre 2012)'}"
0,X-Men,([October] 2016),X-Men '92 #1 - World Is a Vampire,./covers/X-Men '92 #1 - World Is a Vampire.jpg,"{'pencils': 'David Nakayama (signed) [as D.NA]', 'inks': 'David Nakayama (signed) [as D.NA]', 'colors': 'David Nakayama (signed) [as D.NA]', 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Jubilee; Bishop; Wolverine; Storm; Rogue; Beast; Gambit; Psylocke; Apocalypse; Omega Red; Mystique; Brood; Fabian Cortez; Trevor Fitzroy; Exodus', 'reprints': ""from  X-Men '92 (Marvel, 2016 series) #1 (May 2016)""}"
0,New X-Men,(January 2006),New X-Men #20 [Cover A newsstand],./covers/New X-Men #20 [Cover A newsstand].jpg,"{'pencils': 'Mark Brooks (signed)', 'inks': 'Mark Brooks', 'colors': '?', 'genre': 'superhero', 'characters': 'Elixir [Josh Foley]; Hellion [Julian Keller]; Surge [Noriko Ashida]; Dust [Sooraya Quadir]; Mercury [Cessily Kincaid]; Rockslide [Santo Vaccarro]; X-23'}"
0,X-Men,(April 2006),The Uncanny X-Men #469 [Newsstand Edition],./covers/The Uncanny X-Men #469 [Newsstand Edition].jpg,"{'pencils': 'Billy Tan (signed)', 'inks': 'Jon Sibal (signed)', 'colors': 'Avalon Studios (see note); Kemp (signed)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Wolverine; Marvel Girl [Rachel Grey]; Nightcrawler; Bishop; Psylocke; Cannonball; Sentinel Squad O*N*E*'}"
0,X-Men,(April 1981),The Uncanny X-Men #144 [Direct Edition],./covers/The Uncanny X-Men #144 [Direct Edition].jpg,"{'pencils': 'Brent Anderson', 'inks': 'Joe Rubinstein', 'colors': 'Joe Rubinstein', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': ""Cyclops; D'Spayre; Man-Thing"", 'reprints': 'in  X-Men Classic (Marvel, 1990 series) #48 (June 1990) [b&w]  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #3 - Vs. Magneto (Noviembre 2012)  in  Les Mystérieux X-Men (Editions Héritage, 1985 series) #51/52  in  Essential X-Men (Marvel, 1996 series) #2'}"
0,X-Men,([Early] October 2003),The Uncanny X-Men #428 [Newsstand Edition],./covers/The Uncanny X-Men #428 [Newsstand Edition].jpg,"{'pencils': 'Philip Tan', 'inks': 'Philip Tan', 'colors': ""Brian Haberlin [as Haberlin Studio's Brian Haberlin]"", 'letters': 'typeset', 'genre': 'superhero', 'characters': 'Nightcrawler'}"
