,series,right,title,cover,metadata
0,X-Men,(November 1991),X-Men Classic #65 [Newsstand Edition],nan,"{'pencils': 'Mike Mignola (signed)', 'inks': 'P. Craig Russell [as PCR] (signed)', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Profwssor X; Magneto; Baron Wolfgang von Strucker'}"
0,Spider-Man; X-Men,(March 2015),Spider-Man & the X-Men #2,./covers/Spider-Man & the X-Men #2.jpg,"{'pencils': 'Nick Bradshaw', 'inks': 'Ian Herring', 'colors': '?', 'genre': 'superhero'}"
0,X-Men,(May 1966),The X-Men #20 [British Price Variant],./covers/The X-Men #20 [British Price Variant].jpg,"{'pencils': 'Werner Roth', 'inks': 'Dick Ayers', 'colors': 'Stan Goldberg; Marie Severin', 'letters': 'Sam Rosen', 'genre': 'superhero', 'characters': 'The X-Men [Professor X; Cyclops; Marvel Girl; Angel; Beast; Iceman]; Lucifer; The Blob; Unus', 'reprints': 'in  Fantastic! (IPC, 1967 series) #38 (4 November 1967) [original title ""I Lucifer""]  in  The X-Men (Marvel, 1963 series) #71 (August 1971)which is reprinted  in  Marvel Masterworks: The X-Men (Marvel, 2003 series) #7 ([October] 2008)  in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #1 (May 1987)  in  Marvel Masterworks (Marvel, 1987 series) #7 ([Novenber] 1988)  in  Essential Uncanny X-Men (Marvel, 1999 series) #1 (September 1999)  in  The X-Men Omnibus (Marvel, 2009 series) #1 ([April] 2009)  in  X-Men Epic Collection (Marvel, 2014 series) #1 - Children of the Atom ([January] 2015)  in  X-Mannen Classics (Classics/Williams, 1971 series) #20'}"
0,X-Men,(September 2006),X-Men Fairy Tales #3,./covers/X-Men Fairy Tales #3.jpg,"{'pencils': 'Bill Sienkiewicz (Painted)', 'inks': 'Bill Sienkiewicz (Painted)', 'colors': 'Bill Sienkiewicz (Painted)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'The Tailor; The Butcher; The Princess'}"
0,X-Men,(November 2006),X-Men: First Class #1,./covers/X-Men: First Class #1.jpg,"{'pencils': 'Marko Djurdjevic (Painted)', 'inks': 'Marko Djurdjevic (Painted)', 'colors': 'Marko Djurdjevic (Painted)', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Cyclops; Jean Grey; Angel; Iceman; Beast', 'reprints': 'in  Target X-Men: First Class - New Beginnings (Marvel, 2007 series)  (2007) [cover],  (2007)  in  Marvel Two-In-One (Marvel, 2007 series) #1 (September 2007)  in  Los Vengadores, the Avengers (Editorial Televisa, 2011 series) #4 (Junio 9, 2011)  in  Wolverine (Editorial Televisa, 2005 series) #73 (Junio 2011)'}"
0,X-Men,(April 2007),X-Men: First Class #6,./covers/X-Men: First Class #6.jpg,"{'pencils': 'Marko Djurdjevic (painted) (signed)', 'inks': 'Marko Djurdjevic (painted) (signed)', 'colors': 'Marko Djurdjevic (painted) (signed)', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Jean Grey; Beast]; Skrulls', 'reprints': 'in  Marvel Two-In-One (Marvel, 2007 series) #6 (February 2008), #6 (February 2008)'}"
0,X-Men,(January 2007),X-Men: Phoenix - Warsong #3,./covers/X-Men: Phoenix - Warsong #3.jpg,"{'pencils': 'Marc Silvestri', 'inks': 'Joe Weems', 'colors': 'Steve Firchow', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Mindee Cuckoo', 'reprints': 'in  X-Men: Phoenix - Warsong (Marvel, 2007 series)  (2007)'}"
0,X-Men,(1975),Giant-Size X-Men #2,./covers/Giant-Size X-Men #2.jpg,"{'pencils': 'Gil Kane', 'inks': 'Klaus Janson', 'colors': '?', 'letters': 'Irving Watanabe', 'genre': 'superhero', 'characters': 'Cyclops; Marvel Girl; Iceman; Angel; Beast; Sentinels', 'reprints': 'in  The Official Marvel Index to the X-Men (Marvel, 1987 series) #4 (November 1987)  in  Giant-Size X-Men (Marvel, 2005 series) #3 (2005)  in  Marvel Masterworks: The Uncanny X-Men (Marvel, 2009 series) #1 (2011 [second printing])'}"
0,X-Men,(1995),X-Men: Books of Askani #1,./covers/X-Men: Books of Askani #1.jpg,{}
0,X-Men,(June 1990),X-Men Classic #48 [Direct Edition],./covers/X-Men Classic #48 [Direct Edition].jpg,"{'pencils': 'Steve Lightle (signed)', 'inks': 'Steve Lightle (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Wolverine; Storm; Nightcrawler; Colossus]; Dark Phoenix [Jean Grey]; Man-Thing'}"
