,series,right,title,cover,metadata
0,X-Men,(November 1997),X-Men #69 [Direct Edition],./covers/X-Men #69 [Direct Edition].jpg,"{'pencils': 'Carlos Pacheco', 'inks': 'Art Thibert', 'colors': 'Liquid Graphics', 'letters': '?', 'genre': 'superhero', 'characters': 'Iceman; Marrow; Cecilia Reyes; Sabra; Bastion', 'keywords': 'Operation Zero Tolerance'}"
0,X-Men,(September 1997),The Uncanny X-Men #347 [Direct Edition],./covers/The Uncanny X-Men #347 [Direct Edition].jpg,"{'pencils': 'Joe Madureira [as Mad] (signed)', 'inks': 'Tim Townsend [as Tim] (signed)', 'colors': 'Steve Buccellato [as Bucce] (signed)', 'genre': 'superhero', 'characters': 'Gambit; Maggott'}"
0,X-Men,(September 1998),X-Men Unlimited #20 [Direct Edition],./covers/X-Men Unlimited #20 [Direct Edition].jpg,"{'pencils': 'Alé Garza (signed) [as Ale]', 'inks': 'Andrew Pepoy (signed)', 'colors': 'Robb McNabb (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Husk; Skin; Chamber; Synch; M; Jubilee; Nettles; Chambliss; Munson'}"
0,X-Men,(February 1990),The Uncanny X-Men #258 [Direct Edition],./covers/The Uncanny X-Men #258 [Direct Edition].jpg,"{'pencils': 'Jim Lee (signed)', 'inks': 'Scott Williams (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Wolverine; Mandarin', 'reprints': 'in  X-Men: Mutations (Marvel, 1996 series)  (1996)  in  X-Men Visionaries: Jim Lee (Marvel, 2002 series)  (2002)  in  Uncanny X-Men No. 258 [Marvel Legends Reprint] (Marvel, 2006 series)  (February 2006)  in  X-Men by Chris Claremont & Jim Lee Omnibus (Marvel, 2011 series) #1 ([October] 2011)  in  X-Men (SatellitFÃ¶rlaget, 1990 series) #6/1992'}"
0,X-Men,(September 1997),The Uncanny X-Men #347 [Newsstand Edition],./covers/The Uncanny X-Men #347 [Newsstand Edition].jpg,"{'pencils': 'Joe Madureira [as Mad] (signed)', 'inks': 'Tim Townsend [as Tim] (signed)', 'colors': 'Steve Buccellato [as Bucce] (signed)', 'genre': 'superhero', 'characters': 'Gambit; Maggott'}"
0,X-Men,(October 1997),The Uncanny X-Men #348 [Newsstand Edition],./covers/The Uncanny X-Men #348 [Newsstand Edition].jpg,"{'pencils': 'Joe Madureira', 'inks': '?', 'colors': '?', 'genre': 'superhero', 'characters': 'Rogue; Gambit'}"
0,X-Men,(December 1997),X-Men #70 [Newsstand Edition],./covers/X-Men #70 [Newsstand Edition].jpg,"{'script': '?', 'pencils': 'Carlos Pacheco', 'inks': 'Art Thibert', 'colors': 'Liquid Graphics', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Cyclops; Jean Grey; Storm; Wolverine; Beast; Maggott; Marrow; Cecilia Reyes]'}"
0,X-Men,(May 1989),The Uncanny X-Men #244 [Newsstand],./covers/The Uncanny X-Men #244 [Newsstand].jpg,"{'pencils': 'Marc Silvestri (signed)', 'inks': 'Dan Green (signed)', 'colors': '?', 'letters': 'Tom Orzechowski', 'genre': 'superhero', 'characters': 'Storm; Rogue; Dazzler; Psylocke', 'reprints': 'in  X-Men by Chris Claremont & Jim Lee Omnibus (Marvel, 2011 series) #1 ([October] 2011)  in  X-Men (SatellitFörlaget, 1990 series) #1/1992'}"
0,X-Men,(March 1999),X-Men #85 [Newsstand Edition],./covers/X-Men #85 [Newsstand Edition].jpg,"{'pencils': 'Alan Davis', 'inks': 'Mark Farmer', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'X-Men [Storm; Wolverine; Colossus; Rogue; Kitty Pryde; Professor X]; Magneto', 'reprints': 'in  Gli Incredibili X-Men (Marvel Italia, 1994 series) #111 (Settembre 1999)  in  Marvel : Les Incontournables (Panini France, 2008 series) #5 [fascicule] (juin 2008)'}"
0,X-Men,(April 1981),The Uncanny X-Men #144 [Newsstand Edition],./covers/The Uncanny X-Men #144 [Newsstand Edition].jpg,"{'pencils': 'Brent Anderson', 'inks': 'Joe Rubinstein', 'colors': 'Joe Rubinstein', 'letters': 'Dan Crespi', 'genre': 'superhero', 'characters': ""Cyclops; D'Spayre; Man-Thing"", 'reprints': 'in  X-Men Classic (Marvel, 1990 series) #48 (June 1990) [b&w]  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #3 - Vs. Magneto (Noviembre 2012)  in  Les Mystérieux X-Men (Editions Héritage, 1985 series) #51/52  in  Essential X-Men (Marvel, 1996 series) #2'}"
