,series,right,title,cover,metadata
0,nan,(June 2010),X-Men: Dark Phoenix Saga,nan,{}
0,X-Men,(October 1983),The Uncanny X-Men #174 [Direct Edition],./covers/The Uncanny X-Men #174 [Direct Edition].jpg,"{'pencils': 'Paul Smith (signed)', 'inks': 'Paul Smith (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Cyclops; Madelyne Pryor; Mastermind', 'reprints': 'in  Die Gruppe X (Condor, 1988 series) #6  in  The Uncanny X-Men: From the Ashes... (Marvel, 1990 series)  (1990)  in  Gli Incredibili X-Men (Edizioni Star Comics, 1990 series) #6 (Dicembre 1990)  in  Obras Maestras (Planeta DeAgostini, 1991 series) #2 - La Patrulla-X: Desde las Cenizas (Abril 1991)  in  X-Men Classic (Marvel, 1990 series) #78 (December 1992)  in  Essential X-Men (Marvel, 1996 series) #4 (May 2001)  in  Marvel Gold. La Imposible Patrulla-X (Panini España, 2011 series) #4 - Desde las Cenizas (Agosto 2015)'}"
0,X-Men,(August 2000),X-Men: Children of the Atom #5,./covers/X-Men: Children of the Atom #5.jpg,"{'pencils': 'Essad Ribic (painting)', 'inks': 'Essad Ribic (painting)', 'colors': 'Essad Ribic (painting)', 'genre': 'superhero', 'characters': 'Magneto', 'reprints': 'in  Marvel Exklusiv (Panini Deutschland, 1998 series) #33 - X-Men Kinder des Atoms ([2001]), #33 - X-Men Kinder des Atoms ([2001])'}"
0,X-Men,(May 2000),X-Men Universe #6 [Direct Edition],nan,"{'pencils': 'Paul Smith', 'inks': 'Paul Smith', 'colors': 'Liquid Graphics', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Gambit'}"
0,Age of Apocalypse,(February 1995),X-Men: Alpha #1 [Direct Edition],./covers/X-Men: Alpha #1 [Direct Edition].jpg,"{'pencils': 'Joe Madureira (signed)', 'inks': 'Tim Townsend (signed)', 'colors': '?', 'genre': 'superhero', 'characters': 'Magneto; Rogue; Jean Grey; Quicksilver; Nightcrawler; Wolverine; Bishop; Sunfire; Blink; Gambit; Sabretooth; Wild Child; Colossus; Jubilee; Apocalypse; Sentinels', 'reprints': 'in  X-Men Ashcan (Marvel, 1994 series)  (1994) [cover]  in  X-Men: The Complete Age of Apocalypse Epic (Marvel, 2006 series) #1 (2006), #2 (2006)  in  X-Men: Age of Apocalypse (Marvel, 2012 series)  (2012)  in  Marvel 75th Anniversary Omnibus (Marvel, 2014 series)  ([November] 2014)  in  True Believers: Age of Apocalypse (Marvel, 2015 series)  (June 2015)'}"
0,Age of Apocalypse,(June 1995),X-Men Chronicles #2 [Direct Edition],./covers/X-Men Chronicles #2 [Direct Edition].jpg,"{'pencils': 'Ian Churchill', 'inks': '?', 'colors': '?', 'genre': 'superhero', 'characters': 'Apocalypse; Wolverine; Rogue; Storm; Quicksilver; Sabretooth; Colossus; Iceman'}"
0,X-Men,(July 1995),X-Men #42 [Direct Edition],./covers/X-Men #42 [Direct Edition].jpg,"{'pencils': 'Andy Kubert (signed)', 'inks': 'Matt Ryan (signed)', 'colors': 'Derek Bellman (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Colossus; Magneto; Exodus; Holocaust'}"
0,X-Men,(February 1996),X-Men #49 [Direct Edition],./covers/X-Men #49 [Direct Edition].jpg,"{'pencils': 'Jeff Matsuda (signed)', 'inks': 'Dan Panosian (signed)', 'colors': '? (signed)', 'letters': '?', 'genre': 'superhero', 'characters': 'Bishop; Fatale'}"
0,X-Men,(July 1996),X-Men #54 [Direct Edition],./covers/X-Men #54 [Direct Edition].jpg,"{'pencils': 'Andy Kubert', 'inks': 'Cam Smith', 'colors': '?', 'letters': '?', 'genre': 'superhero', 'characters': 'Onslaught', 'reprints': 'in  X-Men Special (Panini Deutschland, 1998 series) #4 (1998)'}"
0,Colossus,(December 2005),X-Men: Colossus Bloodline #2,./covers/X-Men: Colossus Bloodline #2.jpg,"{'pencils': 'Chris Bachalo', 'inks': 'Tim Townsend', 'colors': '?', 'letters': 'Typeset', 'genre': 'superhero', 'characters': 'Colossus'}"
